acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
-1.167  -0.000  -0.005  -0.299  -164140.375  0.217  0.209
-1.133  -0.000  -0.011  -0.299  -164377.375  0.214  0.206
-1.133  -0.000  -0.011  -0.299  -164377.375  0.214  0.206
-0.942  -0.000  -0.006  -0.299  -164610.047  0.211  0.202
-0.942  -0.000  -0.006  -0.299  -164610.047  0.211  0.202
-0.680  -0.000  0.004  -0.299  -164772.656  0.209  0.202
-0.680  -0.000  0.004  -0.299  -164772.656  0.209  0.202
-0.441  -0.000  0.010  -0.299  -164941.578  0.207  0.199
-0.441  -0.000  0.010  -0.299  -164941.578  0.207  0.199
-0.359  -0.000  0.002  -0.299  -165129.500  0.205  0.196
-0.336  -0.000  -0.004  -0.299  -165277.641  0.204  0.196
-0.401  -0.000  -0.023  -0.299  -165462.031  0.203  0.193
-0.400  -0.000  -0.021  -0.299  -165609.344  0.202  0.193
-0.278  -0.000  -0.014  -0.299  -165716.203  0.201  0.193
-0.130  -0.000  -0.003  -0.299  -165788.422  0.201  0.193
-0.099  -0.000  -0.002  -0.299  -165903.578  0.199  0.190
-0.190  -0.000  -0.017  -0.299  -166003.719  0.196  0.190
-0.190  -0.000  -0.017  -0.299  -166003.719  0.196  0.190
-0.214  -0.000  -0.012  -0.299  -166146.172  0.194  0.187
-0.214  -0.000  -0.012  -0.299  -166146.172  0.194  0.187
-0.191  -0.000  -0.017  -0.299  -166318.156  0.192  0.184
-0.191  -0.000  -0.017  -0.299  -166318.156  0.192  0.184
-0.046  -0.000  -0.007  -0.299  -166442.703  0.190  0.184
-0.046  -0.000  -0.007  -0.299  -166442.703  0.190  0.184
0.021  -0.000  -0.015  -0.299  -166596.563  0.189  0.181
0.021  -0.000  -0.015  -0.299  -166596.563  0.189  0.181
0.078  -0.000  -0.012  -0.299  -166714.391  0.189  0.181
0.078  -0.000  -0.012  -0.299  -166714.391  0.189  0.181
0.025  -0.000  -0.010  -0.299  -166813.328  0.188  0.181
0.025  -0.000  -0.010  -0.299  -166813.328  0.188  0.181
-0.019  -0.000  -0.008  -0.299  -166956.563  0.186  0.178
-0.019  -0.000  -0.008  -0.299  -166956.563  0.186  0.178
-0.034  -0.000  -0.009  -0.299  -167072.344  0.185  0.178
-0.034  -0.000  -0.009  -0.299  -167072.344  0.185  0.178
0.024  -0.000  -0.008  -0.299  -167219.953  0.183  0.175
0.024  -0.000  -0.008  -0.299  -167219.953  0.183  0.175
0.024  -0.000  -0.008  -0.299  -167219.953  0.183  0.175
0.136  -0.000  -0.001  -0.299  -167327.984  0.182  0.175
0.136  -0.000  -0.001  -0.299  -167327.984  0.182  0.175
0.188  -0.000  0.007  -0.299  -167409.656  0.181  0.175
0.188  -0.000  0.007  -0.299  -167409.656  0.181  0.175
0.177  -0.000  -0.006  -0.299  -167536.188  0.180  0.172
0.177  -0.000  -0.006  -0.299  -167536.188  0.180  0.172
0.109  -0.000  -0.009  -0.299  -167643.375  0.179  0.172
0.109  -0.000  -0.009  -0.299  -167643.375  0.179  0.172
0.022  -0.000  -0.023  -0.299  -167736.766  0.178  0.172
0.022  -0.000  -0.023  -0.299  -167736.766  0.178  0.172
-0.071  -0.000  -0.018  -0.299  -167879.922  0.177  0.169
-0.071  -0.000  -0.018  -0.299  -167879.922  0.177  0.169
-0.118  -0.000  -0.013  -0.299  -167998.547  0.175  0.169
-0.118  -0.000  -0.013  -0.299  -167998.547  0.175  0.169
-0.083  -0.000  -0.001  -0.299  -168150.469  0.174  0.166
-0.083  -0.000  -0.001  -0.299  -168150.469  0.174  0.166
-0.047  -0.000  -0.002  -0.299  -168268.609  0.173  0.166
-0.025  -0.000  -0.002  -0.299  -168361.063  0.171  0.166
-0.033  -0.000  -0.007  -0.299  -168495.938  0.170  0.163
0.038  -0.000  -0.002  -0.299  -168597.438  0.170  0.163
0.219  -0.000  0.009  -0.299  -168662.438  0.170  0.163
0.356  -0.000  0.017  -0.299  -168702.172  0.170  0.163
0.441  -0.000  0.015  -0.299  -168726.297  0.168  0.163
0.441  -0.000  0.015  -0.299  -168726.297  0.168  0.163
0.446  -0.000  0.023  -0.299  -168805.438  0.167  0.160
0.446  -0.000  0.023  -0.299  -168805.438  0.167  0.160
0.357  -0.000  0.009  -0.299  -168876.547  0.165  0.160
0.357  -0.000  0.009  -0.299  -168876.547  0.165  0.160
0.259  -0.000  0.008  -0.299  -169002.359  0.164  0.156
0.259  -0.000  0.008  -0.299  -169002.359  0.164  0.156
0.230  -0.000  0.010  -0.299  -169105.547  0.163  0.156
0.230  -0.000  0.010  -0.299  -169105.547  0.163  0.156
0.251  -0.000  0.022  -0.299  -169186.125  0.163  0.156
0.251  -0.000  0.022  -0.299  -169186.125  0.163  0.156
0.245  -0.000  0.022  -0.299  -169251.031  0.162  0.156
0.245  -0.000  0.022  -0.299  -169251.031  0.162  0.156
0.189  -0.000  0.023  -0.299  -169307.938  0.161  0.156
0.189  -0.000  0.023  -0.299  -169307.938  0.161  0.156
0.089  -0.000  0.015  -0.299  -169422.563  0.160  0.153
0.089  -0.000  0.015  -0.299  -169422.563  0.160  0.153
0.089  -0.000  0.015  -0.299  -169422.563  0.160  0.153
0.044  -0.000  0.016  -0.299  -169518.109  0.159  0.153
0.044  -0.000  0.016  -0.299  -169518.109  0.159  0.153
0.005  -0.000  0.009  -0.299  -169597.969  0.159  0.153
0.005  -0.000  0.009  -0.299  -169597.969  0.159  0.153
-0.016  -0.000  0.012  -0.299  -169663.719  0.158  0.153
-0.016  -0.000  0.012  -0.299  -169663.719  0.158  0.153
0.004  -0.000  0.010  -0.299  -169714.469  0.157  0.153
0.004  -0.000  0.010  -0.299  -169714.469  0.157  0.153
-0.096  -0.000  0.002  -0.299  -169824.188  0.156  0.150
-0.096  -0.000  0.002  -0.299  -169824.188  0.156  0.150
-0.216  -0.000  -0.000  -0.299  -169922.484  0.155  0.150
-0.216  -0.000  -0.000  -0.299  -169922.484  0.155  0.150
-0.350  -0.000  -0.007  -0.299  -170013.016  0.155  0.150
-0.350  -0.000  -0.007  -0.299  -170013.016  0.155  0.150
-0.392  -0.000  -0.008  -0.299  -170089.094  0.154  0.150
-0.392  -0.000  -0.008  -0.299  -170089.094  0.154  0.150
-0.377  -0.000  -0.005  -0.299  -170208.813  0.153  0.147
-0.377  -0.000  -0.005  -0.299  -170208.813  0.153  0.147
-0.301  -0.000  -0.001  -0.299  -170297.688  0.152  0.147
-0.301  -0.000  -0.001  -0.299  -170297.688  0.152  0.147
-0.238  -0.000  0.001  -0.299  -170363.141  0.151  0.147
-0.214  -0.000  -0.009  -0.299  -170413.297  0.150  0.147
-0.212  -0.000  -0.010  -0.299  -170513.469  0.149  0.144
-0.156  -0.000  -0.007  -0.299  -170588.516  0.149  0.144
-0.133  -0.000  -0.014  -0.299  -170646.438  0.148  0.144
-0.097  -0.000  -0.008  -0.299  -170689.516  0.148  0.144
-0.037  -0.000  -0.003  -0.299  -170718.625  0.148  0.144
-0.037  -0.000  -0.003  -0.299  -170718.625  0.148  0.144
-0.013  -0.000  -0.002  -0.299  -170739.734  0.147  0.144
-0.013  -0.000  -0.002  -0.299  -170739.734  0.147  0.144
0.003  -0.000  -0.000  -0.299  -170755.172  0.146  0.144
0.003  -0.000  -0.000  -0.299  -170755.172  0.146  0.144
0.019  -0.000  -0.003  -0.299  -170826.359  0.144  0.141
0.019  -0.000  -0.003  -0.299  -170826.359  0.144  0.141
0.048  -0.000  -0.005  -0.299  -170880.656  0.144  0.141
0.048  -0.000  -0.005  -0.299  -170880.656  0.144  0.141
0.100  -0.000  -0.005  -0.299  -170919.406  0.144  0.141
0.100  -0.000  -0.005  -0.299  -170919.406  0.144  0.141
0.141  -0.000  0.005  -0.299  -170946.781  0.144  0.141
0.141  -0.000  0.005  -0.299  -170946.781  0.144  0.141
0.169  -0.000  0.006  -0.299  -170966.109  0.144  0.141
0.169  -0.000  0.006  -0.299  -170966.109  0.144  0.141
0.179  -0.000  0.003  -0.299  -170980.719  0.143  0.141
0.179  -0.000  0.003  -0.299  -170980.719  0.143  0.141
0.135  -0.000  0.005  -0.299  -170996.234  0.143  0.141
0.135  -0.000  0.005  -0.299  -170996.234  0.143  0.141
0.135  -0.000  0.005  -0.299  -170996.234  0.143  0.141
0.122  -0.000  0.006  -0.299  -171009.844  0.143  0.141
0.122  -0.000  0.006  -0.299  -171009.844  0.143  0.141
0.129  -0.000  0.006  -0.299  -171020.094  0.143  0.141
0.129  -0.000  0.006  -0.299  -171020.094  0.143  0.141
0.130  -0.000  0.005  -0.299  -171028.188  0.143  0.141
0.130  -0.000  0.005  -0.299  -171028.188  0.143  0.141
0.194  -0.000  0.016  -0.299  -171028.969  0.143  0.141
0.194  -0.000  0.016  -0.299  -171028.969  0.143  0.141
0.177  -0.000  0.009  -0.299  -171031.125  0.143  0.141
0.177  -0.000  0.009  -0.299  -171031.125  0.143  0.141
0.150  -0.000  0.012  -0.299  -171035.266  0.143  0.141
0.150  -0.000  0.012  -0.299  -171035.266  0.143  0.141
0.106  -0.000  0.011  -0.299  -171042.453  0.143  0.141
0.106  -0.000  0.011  -0.299  -171042.453  0.143  0.141
0.093  -0.000  0.009  -0.299  -171049.375  0.143  0.141
0.093  -0.000  0.009  -0.299  -171049.375  0.143  0.141
0.070  -0.000  0.006  -0.299  -171056.875  0.143  0.141
0.070  -0.000  0.006  -0.299  -171056.875  0.143  0.141
0.109  -0.000  0.020  -0.299  -171059.469  0.143  0.141
0.100  -0.000  0.014  -0.299  -171062.313  0.143  0.141
0.082  -0.000  0.013  -0.299  -171066.156  0.143  0.141
-0.006  -0.000  0.001  -0.299  -171077.109  0.143  0.141
-0.074  -0.000  0.005  -0.299  -171091.938  0.143  0.141
-0.068  -0.000  0.005  -0.299  -171103.234  0.143  0.141
-0.127  -0.000  0.000  -0.299  -171117.469  0.142  0.141
-0.127  -0.000  0.000  -0.299  -171117.469  0.142  0.141
-0.160  -0.000  -0.001  -0.299  -171131.859  0.142  0.141
-0.160  -0.000  -0.001  -0.299  -171131.859  0.142  0.141
-0.160  -0.000  0.003  -0.299  -171143.344  0.142  0.141
-0.160  -0.000  0.003  -0.299  -171143.344  0.142  0.141
-0.142  -0.000  0.008  -0.299  -171150.922  0.142  0.141
-0.142  -0.000  0.008  -0.299  -171150.922  0.142  0.141
-0.166  -0.000  0.003  -0.299  -171159.063  0.141  0.141
-0.166  -0.000  0.003  -0.299  -171159.063  0.141  0.141
-0.065  -0.000  0.008  -0.299  -171156.609  0.141  0.141
-0.065  -0.000  0.008  -0.299  -171156.609  0.141  0.141
-0.014  -0.000  0.004  -0.299  -171150.078  0.141  0.141
-0.014  -0.000  0.004  -0.299  -171150.078  0.141  0.141
-0.002  -0.000  -0.003  -0.299  -171143.859  0.141  0.141
-0.002  -0.000  -0.003  -0.299  -171143.859  0.141  0.141
-0.025  -0.000  0.001  -0.299  -171140.875  0.141  0.141
-0.025  -0.000  0.001  -0.299  -171140.875  0.141  0.141
-0.016  -0.000  0.002  -0.299  -171137.703  0.141  0.141
-0.016  -0.000  0.002  -0.299  -171137.703  0.141  0.141
-0.015  -0.000  0.001  -0.299  -171135.094  0.141  0.141
-0.015  -0.000  0.001  -0.299  -171135.094  0.141  0.141
-0.015  -0.000  0.001  -0.299  -171135.094  0.141  0.141
-0.052  -0.000  -0.001  -0.299  -171136.313  0.141  0.141
-0.052  -0.000  -0.001  -0.299  -171136.313  0.141  0.141
-0.152  -0.000  -0.012  -0.299  -171146.156  0.141  0.141
-0.152  -0.000  -0.012  -0.299  -171146.156  0.141  0.141
-0.162  -0.000  -0.003  -0.299  -171154.922  0.141  0.141
-0.162  -0.000  -0.003  -0.299  -171154.922  0.141  0.141
-0.122  -0.000  -0.001  -0.299  -171158.391  0.141  0.141
-0.122  -0.000  -0.001  -0.299  -171158.391  0.141  0.141
-0.127  -0.000  -0.005  -0.299  -171161.609  0.141  0.141
-0.127  -0.000  -0.005  -0.299  -171161.609  0.141  0.141
-0.068  -0.000  -0.001  -0.299  -171158.938  0.141  0.141
-0.068  -0.000  -0.001  -0.299  -171158.938  0.141  0.141
-0.071  -0.000  -0.009  -0.299  -171157.000  0.141  0.141
-0.071  -0.000  -0.009  -0.299  -171157.000  0.141  0.141
-0.129  -0.000  -0.012  -0.299  -171160.641  0.141  0.141
-0.129  -0.000  -0.012  -0.299  -171160.641  0.141  0.141
-0.122  -0.000  -0.008  -0.299  -171162.938  0.141  0.141
-0.033  -0.000  0.003  -0.299  -171156.828  0.141  0.141
0.068  -0.000  0.007  -0.299  -171142.969  0.141  0.141
0.077  -0.000  -0.005  -0.299  -171131.078  0.141  0.141
0.053  -0.000  0.001  -0.299  -171123.766  0.141  0.141
0.049  -0.000  -0.004  -0.299  -171118.234  0.141  0.141
0.059  -0.000  -0.004  -0.299  -171112.938  0.141  0.141
0.109  -0.000  0.008  -0.299  -171104.281  0.141  0.141
0.109  -0.000  0.008  -0.299  -171104.281  0.141  0.141
0.190  -0.000  0.010  -0.299  -171090.125  0.141  0.141
0.190  -0.000  0.010  -0.299  -171090.125  0.141  0.141
0.190  -0.000  0.010  -0.299  -171090.125  0.141  0.141
0.166  -0.000  0.004  -0.299  -171080.953  0.141  0.141
0.166  -0.000  0.004  -0.299  -171080.953  0.141  0.141
0.082  -0.000  -0.000  -0.299  -171081.109  0.141  0.141
0.082  -0.000  -0.000  -0.299  -171081.109  0.141  0.141
-0.009  -0.000  -0.004  -0.299  -171089.344  0.141  0.141
-0.009  -0.000  -0.004  -0.299  -171089.344  0.141  0.141
-0.032  -0.000  -0.004  -0.299  -171097.938  0.141  0.141
-0.032  -0.000  -0.004  -0.299  -171097.938  0.141  0.141
0.009  -0.000  -0.000  -0.299  -171101.203  0.141  0.141
0.009  -0.000  -0.000  -0.299  -171101.203  0.141  0.141
0.020  -0.000  0.008  -0.299  -171102.797  0.141  0.141
0.020  -0.000  0.008  -0.299  -171102.797  0.141  0.141
0.039  -0.000  0.005  -0.299  -171102.375  0.141  0.141
0.039  -0.000  0.005  -0.299  -171102.375  0.141  0.141
-0.030  -0.000  -0.004  -0.299  -171108.172  0.141  0.141
-0.030  -0.000  -0.004  -0.299  -171108.172  0.141  0.141
-0.127  -0.000  -0.009  -0.299  -171121.438  0.141  0.141
-0.127  -0.000  -0.009  -0.299  -171121.438  0.141  0.141
-0.111  -0.000  -0.004  -0.299  -171130.672  0.141  0.141
-0.111  -0.000  -0.004  -0.299  -171130.672  0.141  0.141
-0.038  -0.000  0.001  -0.299  -171131.484  0.141  0.141
-0.038  -0.000  0.001  -0.299  -171131.484  0.141  0.141
-0.038  -0.000  0.001  -0.299  -171131.484  0.141  0.141
0.015  -0.000  0.004  -0.299  -171127.469  0.141  0.141
0.015  -0.000  0.004  -0.299  -171127.469  0.141  0.141
-0.014  -0.000  -0.006  -0.299  -171126.813  0.141  0.141
-0.079  -0.000  -0.009  -0.299  -171132.094  0.141  0.141
-0.079  -0.000  -0.009  -0.299  -171132.094  0.141  0.141
-0.079  -0.000  -0.009  -0.299  -171132.094  0.141  0.141
-0.110  -0.000  -0.004  -0.299  -171139.016  0.141  0.141
-0.110  -0.000  -0.004  -0.299  -171139.016  0.141  0.141
-0.129  -0.000  -0.007  -0.299  -171146.313  0.141  0.141
-0.129  -0.000  -0.007  -0.299  -171146.313  0.141  0.141
-0.004  -0.000  0.008  -0.299  -171141.000  0.141  0.141
0.087  -0.000  0.005  -0.299  -171128.594  0.141  0.141
0.092  -0.000  0.000  -0.299  -171118.297  0.141  0.141
0.066  -0.000  0.002  -0.299  -171112.328  0.141  0.141
-0.025  -0.000  -0.014  -0.299  -171115.672  0.141  0.141
0.030  -0.000  0.004  -0.299  -171113.484  0.141  0.141
0.055  -0.000  -0.003  -0.299  -171109.531  0.141  0.141
0.012  -0.000  -0.005  -0.299  -171110.203  0.141  0.141
0.012  -0.000  -0.005  -0.299  -171110.203  0.141  0.141
-0.067  -0.000  -0.007  -0.299  -171117.703  0.141  0.141
-0.067  -0.000  -0.007  -0.299  -171117.703  0.141  0.141
-0.092  -0.000  -0.004  -0.299  -171125.922  0.141  0.141
-0.092  -0.000  -0.004  -0.299  -171125.922  0.141  0.141
-0.103  -0.000  0.002  -0.299  -171133.484  0.141  0.141
-0.103  -0.000  0.002  -0.299  -171133.484  0.141  0.141
-0.034  -0.000  0.001  -0.299  -171133.438  0.141  0.141
-0.034  -0.000  0.001  -0.299  -171133.438  0.141  0.141
-0.021  -0.000  -0.007  -0.299  -171132.234  0.141  0.141
-0.021  -0.000  -0.007  -0.299  -171132.234  0.141  0.141
0.023  -0.000  0.001  -0.299  -171127.328  0.141  0.141
0.023  -0.000  0.001  -0.299  -171127.328  0.141  0.141
0.061  -0.000  -0.002  -0.299  -171120.031  0.141  0.141
0.061  -0.000  -0.002  -0.299  -171120.031  0.141  0.141
0.024  -0.000  0.003  -0.299  -171117.500  0.141  0.141
0.024  -0.000  0.003  -0.299  -171117.500  0.141  0.141
0.072  -0.000  -0.000  -0.299  -171111.219  0.141  0.141
0.072  -0.000  -0.000  -0.299  -171111.219  0.141  0.141
0.066  -0.000  -0.002  -0.299  -171106.719  0.141  0.141
0.066  -0.000  -0.002  -0.299  -171106.719  0.141  0.141
0.083  -0.000  0.005  -0.299  -171101.547  0.141  0.141
0.083  -0.000  0.005  -0.299  -171101.547  0.141  0.141
0.083  -0.000  0.005  -0.299  -171101.547  0.141  0.141
0.064  -0.000  0.003  -0.299  -171099.156  0.141  0.141
0.064  -0.000  0.003  -0.299  -171099.156  0.141  0.141
0.081  -0.000  0.008  -0.299  -171095.719  0.141  0.141
0.081  -0.000  0.008  -0.299  -171095.719  0.141  0.141
0.087  -0.000  0.001  -0.299  -171092.484  0.141  0.141
0.087  -0.000  0.001  -0.299  -171092.484  0.141  0.141
0.059  -0.000  -0.004  -0.299  -171092.391  0.141  0.141
0.059  -0.000  -0.004  -0.299  -171092.391  0.141  0.141
-0.017  -0.000  -0.003  -0.299  -171099.063  0.141  0.141
-0.017  -0.000  -0.003  -0.299  -171099.063  0.141  0.141
0.022  -0.000  0.008  -0.299  -171100.859  0.141  0.141
0.022  -0.000  0.008  -0.299  -171100.859  0.141  0.141
0.099  -0.000  0.019  -0.299  -171095.453  0.141  0.141
0.117  -0.000  0.007  -0.299  -171089.563  0.141  0.141
0.093  -0.000  0.004  -0.299  -171087.000  0.141  0.141
0.037  -0.000  0.001  -0.299  -171089.969  0.141  0.141
-0.040  -0.000  -0.009  -0.299  -171099.141  0.141  0.141
-0.065  -0.000  -0.001  -0.299  -171108.703  0.141  0.141
0.025  -0.000  0.013  -0.299  -171108.344  0.141  0.141
0.072  -0.000  0.014  -0.299  -171103.906  0.141  0.141
0.031  -0.000  0.007  -0.299  -171104.000  0.141  0.141
0.031  -0.000  0.007  -0.299  -171104.000  0.141  0.141
-0.033  -0.000  0.004  -0.299  -171109.750  0.141  0.141
-0.033  -0.000  0.004  -0.299  -171109.750  0.141  0.141
-0.062  -0.000  -0.001  -0.299  -171116.953  0.141  0.141
-0.062  -0.000  -0.001  -0.299  -171116.953  0.141  0.141
-0.062  -0.000  -0.001  -0.299  -171116.953  0.141  0.141
-0.021  -0.000  -0.004  -0.299  -171119.000  0.141  0.141
-0.021  -0.000  -0.004  -0.299  -171119.000  0.141  0.141
0.000  -0.000  0.002  -0.299  -171118.797  0.141  0.141
0.000  -0.000  0.002  -0.299  -171118.797  0.141  0.141
-0.030  -0.000  -0.004  -0.299  -171121.328  0.141  0.141
-0.030  -0.000  -0.004  -0.299  -171121.328  0.141  0.141
-0.091  -0.000  -0.008  -0.299  -171128.766  0.141  0.141
-0.091  -0.000  -0.008  -0.299  -171128.766  0.141  0.141
-0.234  -0.000  -0.011  -0.299  -171147.453  0.141  0.141
-0.234  -0.000  -0.011  -0.299  -171147.453  0.141  0.141
-0.314  -0.000  -0.011  -0.299  -171169.500  0.141  0.141
-0.314  -0.000  -0.011  -0.299  -171169.500  0.141  0.141
-0.272  -0.000  -0.007  -0.299  -171183.375  0.141  0.141
-0.272  -0.000  -0.007  -0.299  -171183.375  0.141  0.141
-0.117  -0.000  0.006  -0.299  -171180.656  0.141  0.141
-0.117  -0.000  0.006  -0.299  -171180.656  0.141  0.141
-0.063  -0.000  -0.004  -0.299  -171173.688  0.141  0.141
-0.063  -0.000  -0.004  -0.299  -171173.688  0.141  0.141
-0.011  -0.000  -0.004  -0.299  -171163.453  0.141  0.141
-0.011  -0.000  -0.004  -0.299  -171163.453  0.141  0.141
0.057  -0.000  0.004  -0.299  -171149.219  0.141  0.141
0.057  -0.000  0.004  -0.299  -171149.219  0.141  0.141
0.057  -0.000  0.004  -0.299  -171149.219  0.141  0.141
-0.001  -0.000  -0.014  -0.299  -171143.063  0.141  0.141
-0.001  -0.000  -0.014  -0.299  -171143.063  0.141  0.141
-0.020  -0.000  -0.016  -0.299  -171139.828  0.141  0.141
-0.020  -0.000  -0.016  -0.299  -171139.828  0.141  0.141
-0.026  -0.000  -0.009  -0.299  -171137.734  0.141  0.141
-0.026  -0.000  -0.009  -0.299  -171137.734  0.141  0.141
-0.019  -0.000  -0.004  -0.299  -171135.500  0.141  0.141
-0.108  -0.000  -0.016  -0.299  -171141.641  0.141  0.141
-0.209  -0.000  -0.020  -0.299  -171155.547  0.141  0.141
-0.282  -0.000  -0.021  -0.299  -171173.141  0.141  0.141
-0.208  -0.000  -0.014  -0.299  -171180.594  0.141  0.141
-0.132  -0.000  -0.005  -0.299  -171179.797  0.141  0.141
-0.084  -0.000  -0.011  -0.299  -171174.891  0.141  0.141
0.077  -0.000  -0.002  -0.299  -171156.594  0.141  0.141
0.084  -0.000  -0.009  -0.299  -171141.391  0.141  0.141
0.084  -0.000  -0.009  -0.299  -171141.391  0.141  0.141
0.085  -0.000  -0.006  -0.299  -171129.094  0.141  0.141
0.085  -0.000  -0.006  -0.299  -171129.094  0.141  0.141
0.186  -0.000  0.006  -0.299  -171110.313  0.141  0.141
0.186  -0.000  0.006  -0.299  -171110.313  0.141  0.141
0.288  -0.000  0.003  -0.299  -171086.172  0.141  0.141
0.288  -0.000  0.003  -0.299  -171086.172  0.141  0.141
0.237  -0.000  -0.009  -0.299  -171071.484  0.141  0.141
0.237  -0.000  -0.009  -0.299  -171071.484  0.141  0.141
0.141  -0.000  -0.011  -0.299  -171068.281  0.141  0.141
0.141  -0.000  -0.011  -0.299  -171068.281  0.141  0.141
0.060  -0.000  -0.005  -0.299  -171072.922  0.141  0.141
0.060  -0.000  -0.005  -0.299  -171072.922  0.141  0.141
0.025  -0.000  -0.002  -0.299  -171079.750  0.141  0.141
0.025  -0.000  -0.002  -0.299  -171079.750  0.141  0.141
0.014  -0.000  -0.006  -0.299  -171086.203  0.141  0.141
0.014  -0.000  -0.006  -0.299  -171086.203  0.141  0.141
-0.037  -0.000  -0.006  -0.299  -171095.859  0.141  0.141
-0.037  -0.000  -0.006  -0.299  -171095.859  0.141  0.141
-0.042  -0.000  -0.008  -0.299  -171104.031  0.141  0.141
-0.042  -0.000  -0.008  -0.299  -171104.031  0.141  0.141
-0.108  -0.000  -0.012  -0.299  -171116.484  0.141  0.141
-0.108  -0.000  -0.012  -0.299  -171116.484  0.141  0.141
-0.132  -0.000  -0.008  -0.299  -171128.563  0.141  0.141
-0.132  -0.000  -0.008  -0.299  -171128.563  0.141  0.141
-0.132  -0.000  -0.008  -0.299  -171128.563  0.141  0.141
-0.058  -0.000  -0.005  -0.299  -171131.563  0.141  0.141
0.034  -0.000  -0.001  -0.299  -171125.766  0.141  0.141
0.034  -0.000  -0.001  -0.299  -171125.766  0.141  0.141
0.034  -0.000  -0.001  -0.299  -171125.766  0.141  0.141
0.093  -0.000  0.006  -0.299  -171115.953  0.141  0.141
0.093  -0.000  0.006  -0.299  -171115.953  0.141  0.141
0.092  -0.000  0.001  -0.299  -171108.156  0.141  0.141
0.092  -0.000  0.001  -0.299  -171108.156  0.141  0.141
0.147  -0.000  0.007  -0.299  -171097.031  0.141  0.141
0.215  -0.000  0.008  -0.299  -171082.063  0.141  0.141
0.246  -0.000  0.008  -0.299  -171067.391  0.141  0.141
0.256  -0.000  0.007  -0.299  -171054.734  0.141  0.141
0.226  -0.000  0.005  -0.299  -171047.281  0.141  0.141
0.169  -0.000  0.007  -0.299  -171046.453  0.141  0.141
0.068  -0.000  -0.001  -0.299  -171054.750  0.141  0.141
0.029  -0.000  0.007  -0.299  -171064.875  0.142  0.141
0.015  -0.000  0.009  -0.299  -171074.172  0.142  0.141
0.030  -0.000  0.008  -0.299  -171080.328  0.142  0.141
0.030  -0.000  0.008  -0.299  -171080.328  0.142  0.141
0.030  -0.000  0.008  -0.299  -171080.328  0.142  0.141
-0.034  -0.000  0.001  -0.299  -171090.875  0.142  0.141
-0.034  -0.000  0.001  -0.299  -171090.875  0.142  0.141
-0.079  -0.000  -0.003  -0.299  -171103.375  0.142  0.141
-0.079  -0.000  -0.003  -0.299  -171103.375  0.142  0.141
-0.081  -0.000  0.002  -0.299  -171113.500  0.142  0.141
-0.081  -0.000  0.002  -0.299  -171113.500  0.142  0.141
-0.036  -0.000  0.009  -0.299  -171117.609  0.142  0.141
-0.036  -0.000  0.009  -0.299  -171117.609  0.142  0.141
0.000  -0.000  0.008  -0.299  -171117.641  0.142  0.141
0.000  -0.000  0.008  -0.299  -171117.641  0.142  0.141
-0.013  -0.000  0.002  -0.299  -171118.859  0.142  0.141
-0.013  -0.000  0.002  -0.299  -171118.859  0.142  0.141
-0.040  -0.000  -0.003  -0.299  -171122.203  0.142  0.141
-0.040  -0.000  -0.003  -0.299  -171122.203  0.142  0.141
-0.105  -0.000  -0.003  -0.299  -171130.734  0.142  0.141
-0.105  -0.000  -0.003  -0.299  -171130.734  0.142  0.141
-0.070  -0.000  0.004  -0.299  -171134.422  0.142  0.141
-0.070  -0.000  0.004  -0.299  -171134.422  0.142  0.141
-0.037  -0.000  0.001  -0.299  -171134.453  0.142  0.141
-0.037  -0.000  0.001  -0.299  -171134.453  0.142  0.141
0.005  -0.000  0.003  -0.299  -171130.734  0.142  0.141
0.005  -0.000  0.003  -0.299  -171130.734  0.142  0.141
0.005  -0.000  0.003  -0.299  -171130.734  0.142  0.141
-0.015  -0.000  -0.000  -0.299  -171129.484  0.142  0.141
-0.015  -0.000  -0.000  -0.299  -171129.484  0.142  0.141
-0.120  -0.000  -0.011  -0.299  -171137.859  0.142  0.141
-0.120  -0.000  -0.011  -0.299  -171137.859  0.142  0.141
-0.092  -0.000  0.005  -0.299  -171142.031  0.142  0.141
-0.092  -0.000  0.005  -0.299  -171142.031  0.142  0.141
-0.071  -0.000  -0.004  -0.299  -171143.500  0.142  0.141
-0.071  -0.000  -0.004  -0.299  -171143.500  0.142  0.141
-0.038  -0.000  -0.003  -0.299  -171141.750  0.142  0.141
-0.023  -0.000  -0.001  -0.299  -171139.000  0.142  0.141
-0.052  -0.000  -0.003  -0.299  -171139.422  0.142  0.141
-0.129  -0.000  -0.012  -0.299  -171146.609  0.142  0.141
-0.074  -0.000  0.000  -0.299  -171147.469  0.142  0.141
-0.072  -0.000  -0.006  -0.299  -171147.984  0.142  0.141
-0.037  -0.000  -0.004  -0.299  -171145.250  0.142  0.141
-0.033  -0.000  -0.007  -0.299  -171142.688  0.142  0.141
-0.033  -0.000  -0.007  -0.299  -171142.688  0.142  0.141
-0.116  -0.000  -0.011  -0.299  -171148.094  0.142  0.141
-0.116  -0.000  -0.011  -0.299  -171148.094  0.142  0.141
-0.044  -0.000  -0.003  -0.299  -171146.016  0.142  0.141
-0.044  -0.000  -0.003  -0.299  -171146.016  0.142  0.141
