acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
-5.375  -0.020  0.652  -0.001  -2.876  -0.295  -2294.145  0.000  0.000  0.000  0.000  0.000
-5.386  0.039  0.609  0.001  -2.519  1.549  -1913.464  0.000  0.000  0.000  0.000  0.000
-5.439  0.023  0.564  0.001  -3.491  0.716  -1619.088  0.000  0.000  0.000  0.000  0.000
-5.932  -0.038  0.504  -0.001  -17.449  -1.301  -1667.865  0.000  0.000  0.000  0.000  0.000
-6.456  -0.023  0.439  -0.001  -28.999  -0.539  -1976.797  0.000  0.000  0.000  0.000  0.000
-6.604  0.038  0.382  0.001  -26.459  1.422  -2194.916  0.000  0.000  0.000  0.000  0.000
-6.742  -0.083  0.325  -0.003  -24.254  -2.555  -2262.795  0.000  0.000  0.000  0.000  0.000
-6.788  -0.001  0.270  -0.000  -19.827  0.529  -2262.107  0.000  0.000  0.000  0.000  0.000
-6.588  -0.003  0.222  -0.001  -9.050  0.349  -2017.366  0.000  0.000  0.000  0.000  0.000
-6.798  0.001  0.162  -0.000  -13.195  0.376  -1915.114  0.000  0.000  0.000  0.000  0.000
-7.387  0.055  0.088  0.001  -27.682  1.900  -2180.127  0.000  0.000  0.000  0.000  0.000
-7.851  -0.069  0.014  -0.002  -34.970  -2.283  -2495.357  0.000  0.000  0.000  0.000  0.000
-8.343  0.057  -0.066  0.001  -41.323  2.053  -2952.019  0.000  0.000  0.000  0.000  0.000
-8.856  -0.013  -0.149  -0.001  -46.814  -0.533  -3403.039  0.000  0.000  0.000  0.000  0.000
-9.196  -0.062  -0.232  -0.002  -45.772  -1.867  -3721.080  0.000  0.000  0.000  0.000  0.000
-9.766  0.065  -0.324  0.001  -51.897  2.387  -4173.723  0.000  0.000  0.000  0.000  0.000
-10.405  -0.065  -0.424  -0.002  -58.586  -2.102  -4621.107  0.000  0.000  0.000  0.000  0.000
-10.743  -0.040  -0.518  -0.002  -54.667  -0.832  -4909.155  0.000  0.000  0.000  0.000  0.000
-10.410  0.078  -0.593  0.002  -31.554  2.898  -4674.724  0.000  0.000  0.000  0.000  0.000
-10.486  0.107  -0.679  0.003  -26.272  3.092  -4371.757  0.000  0.000  0.000  0.000  0.000
-10.322  -0.141  -0.757  -0.004  -15.054  -5.105  -3760.552  0.000  0.000  0.000  0.000  0.000
-10.413  0.011  -0.843  -0.000  -14.178  0.670  -3335.392  0.000  0.000  0.000  0.000  0.000
-10.078  0.005  -0.915  -0.000  -0.724  0.331  -2689.106  0.000  0.000  0.000  0.000  0.000
-9.803  0.064  -0.986  0.002  7.720  2.027  -2007.614  0.000  0.000  0.000  0.000  0.000
-10.004  -0.012  -1.072  -0.000  -0.166  -0.726  -1600.303  0.000  0.000  0.000  0.000  0.000
-9.907  0.048  -1.148  0.001  2.787  1.230  -1236.646  0.000  0.000  0.000  0.000  0.000
-9.631  -0.075  -1.218  -0.002  10.378  -2.746  -718.763  0.000  0.000  0.000  0.000  0.000
-9.044  0.000  -1.276  -0.000  25.512  0.170  -7.382  0.000  0.000  0.000  0.000  0.000
-8.747  0.110  -1.338  0.003  28.285  3.429  576.587  0.000  0.000  0.000  0.000  0.000
-8.250  -0.080  -1.392  -0.002  36.426  -3.113  1319.750  0.000  0.000  0.000  0.000  0.000
-7.770  -0.003  -1.442  -0.000  42.086  -0.039  1996.489  0.000  0.000  0.000  0.000  0.000
-7.436  -0.006  -1.493  -0.000  41.985  -0.115  2536.235  0.000  0.000  0.000  0.000  0.000
-7.137  -0.008  -1.542  -0.000  40.896  -0.149  2943.730  0.000  0.000  0.000  0.000  0.000
-6.652  -0.008  -1.583  -0.001  45.608  -0.119  3374.696  0.000  0.000  0.000  0.000  0.000
-5.784  0.002  -1.607  -0.000  60.719  0.209  4053.302  0.000  0.000  0.000  0.000  0.000
-5.155  0.049  -1.633  0.001  65.020  1.570  4672.645  0.000  0.000  0.000  0.000  0.000
-4.524  0.093  -1.653  0.003  68.327  2.522  5228.242  0.000  0.000  0.000  0.000  0.000
-4.285  -0.036  -1.681  -0.000  59.121  -1.958  5530.284  0.000  0.000  0.000  0.000  0.000
-3.489  -0.029  -1.689  -0.000  68.800  -1.296  5979.285  0.000  0.000  0.000  0.000  0.000
-2.625  0.034  -1.688  0.001  78.196  0.924  6517.071  0.000  0.000  0.000  0.000  0.000
-1.397  -0.032  -1.668  -0.000  96.273  -1.274  7383.878  0.000  0.000  0.000  0.000  0.000
-0.742  -0.026  -1.658  -0.001  92.827  -0.803  7992.753  0.000  0.000  0.000  0.000  0.000
-0.492  -0.021  -1.655  -0.001  78.035  -0.443  8142.694  0.000  0.000  0.000  0.000  0.000
-0.373  -0.012  -1.655  -0.000  62.890  -0.096  7918.112  0.000  0.000  0.000  0.000  0.000
-0.118  0.053  -1.650  0.002  55.454  1.904  7543.340  0.000  0.000  0.000  0.000  0.000
0.603  -0.073  -1.626  -0.002  63.775  -2.357  7491.677  0.000  0.000  0.000  0.000  0.000
1.221  -0.002  -1.601  -0.000  66.992  0.336  7483.988  0.000  0.000  0.000  0.000  0.000
2.024  -0.003  -1.565  -0.000  75.010  0.247  7659.045  0.000  0.000  0.000  0.000  0.000
2.539  -0.052  -1.531  -0.002  72.469  -1.275  7763.956  0.000  0.000  0.000  0.000  0.000
2.495  0.064  -1.512  0.001  53.738  2.493  7373.896  0.000  0.000  0.000  0.000  0.000
2.690  -0.001  -1.486  -0.000  46.703  -0.064  6941.264  0.000  0.000  0.000  0.000  0.000
3.007  0.112  -1.454  0.003  44.997  3.341  6508.519  0.000  0.000  0.000  0.000  0.000
3.322  -0.086  -1.419  -0.002  43.657  -3.389  6229.306  0.000  0.000  0.000  0.000  0.000
3.377  -0.012  -1.391  -0.000  34.819  -0.355  5764.542  0.000  0.000  0.000  0.000  0.000
3.480  0.046  -1.360  0.001  29.551  1.478  5248.795  0.000  0.000  0.000  0.000  0.000
3.709  -0.066  -1.325  -0.002  29.328  -2.242  4885.065  0.000  0.000  0.000  0.000  0.000
3.443  0.003  -1.304  -0.000  14.325  0.364  4220.646  0.000  0.000  0.000  0.000  0.000
3.233  -0.059  -1.284  -0.002  4.574  -1.578  3498.909  0.000  0.000  0.000  0.000  0.000
2.786  0.024  -1.273  0.000  -9.921  1.285  2556.062  0.000  0.000  0.000  0.000  0.000
2.867  -0.044  -1.248  -0.002  -5.120  -1.075  1944.067  0.000  0.000  0.000  0.000  0.000
3.355  0.136  -1.208  0.004  10.746  4.585  1729.534  0.000  0.000  0.000  0.000  0.000
3.475  -0.072  -1.178  -0.002  11.761  -2.738  1685.958  0.000  0.000  0.000  0.000  0.000
3.345  -0.048  -1.154  -0.002  5.044  -1.381  1481.067  0.000  0.000  0.000  0.000  0.000
3.156  0.025  -1.134  0.000  -1.823  1.162  1126.856  0.000  0.000  0.000  0.000  0.000
3.214  -0.037  -1.106  -0.002  0.339  -0.987  923.102  0.000  0.000  0.000  0.000  0.000
3.701  -0.028  -1.064  -0.002  14.871  -0.466  1078.619  0.000  0.000  0.000  0.000  0.000
4.790  0.088  -0.999  0.002  43.980  3.118  1804.208  0.000  0.000  0.000  0.000  0.000
5.303  0.128  -0.943  0.004  48.805  3.558  2486.074  0.000  0.000  0.000  0.000  0.000
5.728  0.031  -0.887  0.002  49.842  -0.213  3108.477  0.000  0.000  0.000  0.000  0.000
5.914  -0.143  -0.835  -0.004  43.464  -5.377  3537.056  0.000  0.000  0.000  0.000  0.000
5.866  0.060  -0.789  0.002  31.583  2.009  3507.222  0.000  0.000  0.000  0.000  0.000
6.301  -0.010  -0.727  -0.000  37.055  -0.566  3643.118  0.000  0.000  0.000  0.000  0.000
6.286  -0.014  -0.678  -0.000  27.718  -0.549  3542.167  0.000  0.000  0.000  0.000  0.000
6.189  0.101  -0.630  0.003  18.168  3.029  3196.120  0.000  0.000  0.000  0.000  0.000
6.545  -0.132  -0.569  -0.004  24.476  -4.698  3171.917  0.000  0.000  0.000  0.000  0.000
6.387  0.115  -0.522  0.004  13.862  3.854  2791.916  0.000  0.000  0.000  0.000  0.000
6.461  -0.036  -0.468  -0.001  12.770  -1.617  2542.305  0.000  0.000  0.000  0.000  0.000
6.057  -0.010  -0.430  0.000  -2.434  -0.447  1985.149  0.000  0.000  0.000  0.000  0.000
5.659  -0.018  -0.395  -0.000  -13.793  -0.578  1287.068  0.000  0.000  0.000  0.000  0.000
5.278  -0.063  -0.362  -0.002  -21.892  -1.792  564.967  0.000  0.000  0.000  0.000  0.000
5.193  0.006  -0.323  -0.000  -19.212  0.724  11.829  0.000  0.000  0.000  0.000  0.000
5.345  0.056  -0.276  0.002  -10.029  2.042  -243.249  0.000  0.000  0.000  0.000  0.000
5.606  -0.111  -0.225  -0.004  0.222  -3.457  -138.366  0.000  0.000  0.000  0.000  0.000
5.535  0.079  -0.182  0.002  -1.961  3.073  -197.196  0.000  0.000  0.000  0.000  0.000
4.715  0.055  -0.166  0.002  -26.113  1.629  -765.017  0.000  0.000  0.000  0.000  0.000
3.816  -0.011  -0.158  -0.000  -46.806  -0.745  -1648.755  0.000  0.000  0.000  0.000  0.000
2.684  0.038  -0.165  0.001  -69.534  0.887  -2888.114  0.000  0.000  0.000  0.000  0.000
1.500  -0.078  -0.183  -0.002  -88.367  -2.787  -4248.258  0.000  0.000  0.000  0.000  0.000
1.576  0.001  -0.168  -0.000  -64.890  0.230  -4852.320  0.000  0.000  0.000  0.000  0.000
2.302  0.054  -0.132  0.002  -27.533  1.781  -4519.802  0.000  0.000  0.000  0.000  0.000
2.049  -0.072  -0.122  -0.002  -28.507  -2.428  -4215.560  0.000  0.000  0.000  0.000  0.000
2.053  -0.047  -0.105  -0.002  -21.535  -1.109  -3835.129  0.000  0.000  0.000  0.000  0.000
1.559  -0.037  -0.105  -0.002  -31.192  -0.528  -3756.030  0.000  0.000  0.000  0.000  0.000
0.749  0.073  -0.120  0.002  -47.998  2.906  -4118.974  0.000  0.000  0.000  0.000  0.000
0.567  0.014  -0.120  0.000  -41.951  0.413  -4237.734  0.000  0.000  0.000  0.000  0.000
1.165  -0.047  -0.095  -0.002  -13.928  -1.518  -3676.689  0.000  0.000  0.000  0.000  0.000
2.521  0.019  -0.041  0.000  30.093  0.852  -2275.326  0.000  0.000  0.000  0.000  0.000
4.936  0.004  0.060  -0.000  95.309  0.191  316.410  0.000  0.000  0.000  0.000  0.000
6.133  0.017  0.139  0.000  108.347  0.515  2675.489  0.000  0.000  0.000  0.000  0.000
5.823  0.117  0.178  0.004  73.042  3.410  3727.848  0.000  0.000  0.000  0.000  0.000
5.021  -0.129  0.198  -0.004  31.461  -4.806  3754.547  0.000  0.000  0.000  0.000  0.000
2.975  0.064  0.170  0.002  -37.480  2.144  2130.411  0.000  0.000  0.000  0.000  0.000
1.378  -0.008  0.140  -0.000  -76.394  -0.536  -1.682  0.000  0.000  0.000  0.000  0.000
1.961  0.047  0.171  0.002  -40.576  1.267  -928.459  0.000  0.000  0.000  0.000  0.000
2.117  -0.015  0.192  -0.000  -26.137  -0.921  -1314.006  0.000  0.000  0.000  0.000  0.000
2.210  0.049  0.212  0.002  -17.097  1.219  -1450.181  0.000  0.000  0.000  0.000  0.000
3.106  -0.091  0.259  -0.002  13.888  -3.260  -800.030  0.000  0.000  0.000  0.000  0.000
3.884  -0.006  0.310  -0.000  33.916  0.060  120.980  0.000  0.000  0.000  0.000  0.000
4.403  0.056  0.358  0.002  41.338  1.905  997.025  0.000  0.000  0.000  0.000  0.000
4.439  -0.015  0.395  -0.000  32.479  -0.660  1535.381  0.000  0.000  0.000  0.000  0.000
3.898  -0.067  0.412  -0.002  8.461  -2.083  1447.530  0.000  0.000  0.000  0.000  0.000
4.230  0.061  0.455  0.002  16.407  2.262  1493.178  0.000  0.000  0.000  0.000  0.000
4.804  -0.066  0.508  -0.002  29.672  -2.073  1889.324  0.000  0.000  0.000  0.000  0.000
4.519  -0.048  0.537  -0.002  14.019  -1.043  1840.185  0.000  0.000  0.000  0.000  0.000
2.888  -0.029  0.518  -0.002  -38.298  -0.234  616.263  0.000  0.000  0.000  0.000  0.000
3.503  0.135  0.562  0.004  -10.658  4.759  186.227  0.000  0.000  0.000  0.000  0.000
3.717  -0.061  0.597  -0.002  -1.667  -2.264  144.921  0.000  0.000  0.000  0.000  0.000
3.871  0.066  0.632  0.002  3.343  2.078  161.936  0.000  0.000  0.000  0.000  0.000
4.154  -0.061  0.672  -0.002  11.038  -2.217  409.717  0.000  0.000  0.000  0.000  0.000
4.747  0.005  0.725  -0.000  26.184  0.297  911.270  0.000  0.000  0.000  0.000  0.000
5.181  0.012  0.778  0.000  32.923  0.430  1461.333  0.000  0.000  0.000  0.000  0.000
4.754  -0.042  0.805  -0.002  12.212  -1.300  1461.413  0.000  0.000  0.000  0.000  0.000
4.886  0.021  0.847  0.000  13.226  0.893  1452.781  0.000  0.000  0.000  0.000  0.000
5.325  -0.046  0.901  -0.002  23.224  -1.330  1701.986  0.000  0.000  0.000  0.000  0.000
5.788  0.080  0.959  0.002  31.552  2.763  2029.192  0.000  0.000  0.000  0.000  0.000
5.501  -0.052  0.996  -0.002  15.369  -1.840  1993.946  0.000  0.000  0.000  0.000  0.000
5.667  -0.038  1.045  -0.002  16.655  -0.972  1982.160  0.000  0.000  0.000  0.000  0.000
3.241  0.030  1.010  0.000  -60.126  1.279  218.868  0.000  0.000  0.000  0.000  0.000
5.194  -0.033  1.101  -0.002  12.898  -0.903  478.282  0.000  0.000  0.000  0.000  0.000
6.301  0.030  1.179  0.000  43.025  1.210  1330.817  0.000  0.000  0.000  0.000  0.000
6.078  0.016  1.222  0.000  26.000  0.493  1640.777  0.000  0.000  0.000  0.000  0.000
5.255  0.075  1.244  0.002  -4.936  2.147  1171.161  0.000  0.000  0.000  0.000  0.000
4.445  -0.111  1.259  -0.004  -28.041  -3.966  365.510  0.000  0.000  0.000  0.000  0.000
4.300  0.084  1.289  0.002  -25.671  2.850  -323.065  0.000  0.000  0.000  0.000  0.000
3.899  -0.049  1.310  -0.002  -31.552  -1.813  -938.339  0.000  0.000  0.000  0.000  0.000
2.586  0.074  1.298  0.002  -63.362  2.286  -2202.165  0.000  0.000  0.000  0.000  0.000
1.945  -0.051  1.297  -0.002  -67.389  -2.000  -3241.086  0.000  0.000  0.000  0.000  0.000
1.246  0.010  1.289  0.000  -72.180  0.304  -4211.963  0.000  0.000  0.000  0.000  0.000
0.734  0.009  1.282  0.000  -70.204  0.199  -4942.184  0.000  0.000  0.000  0.000  0.000
0.573  0.008  1.283  0.000  -58.207  0.119  -5255.724  0.000  0.000  0.000  0.000  0.000
-0.051  0.004  1.267  0.000  -62.946  -0.007  -5610.886  0.000  0.000  0.000  0.000  0.000
-0.057  0.006  1.266  0.000  -48.023  0.037  -5560.852  0.000  0.000  0.000  0.000  0.000
0.106  -0.103  1.271  -0.003  -31.604  -3.244  -5105.744  0.000  0.000  0.000  0.000  0.000
-0.131  0.140  1.264  0.004  -31.133  4.826  -4847.350  0.000  0.000  0.000  0.000  0.000
-1.244  -0.059  1.226  -0.002  -57.058  -2.294  -5120.030  0.000  0.000  0.000  0.000  0.000
-2.160  -0.036  1.185  -0.001  -70.838  -1.069  -5664.639  0.000  0.000  0.000  0.000  0.000
-1.985  0.021  1.174  0.000  -48.567  0.899  -5628.892  0.000  0.000  0.000  0.000  0.000
-1.284  -0.028  1.181  -0.001  -15.885  -0.762  -4843.789  0.000  0.000  0.000  0.000  0.000
-0.606  0.065  1.194  0.002  8.251  2.184  -3717.488  0.000  0.000  0.000  0.000  0.000
-0.925  0.006  1.178  0.000  -3.286  -0.100  -3043.282  0.000  0.000  0.000  0.000  0.000
-0.933  -0.048  1.170  -0.001  -2.742  -1.695  -2469.420  0.000  0.000  0.000  0.000  0.000
-0.201  0.074  1.187  0.002  19.870  2.361  -1562.023  0.000  0.000  0.000  0.000  0.000
0.198  -0.000  1.199  0.000  27.072  -0.414  -635.507  0.000  0.000  0.000  0.000  0.000
0.596  -0.003  1.214  0.000  32.517  -0.404  226.910  0.000  0.000  0.000  0.000  0.000
1.764  -0.004  1.258  0.000  59.744  -0.337  1525.708  0.000  0.000  0.000  0.000  0.000
2.131  -0.004  1.284  0.000  56.424  -0.267  2488.333  0.000  0.000  0.000  0.000  0.000
1.973  0.057  1.296  0.002  38.131  1.639  2820.222  0.000  0.000  0.000  0.000  0.000
1.432  -0.124  1.294  -0.003  12.756  -4.190  2600.187  0.000  0.000  0.000  0.000  0.000
2.084  0.017  1.327  0.000  29.253  1.039  2719.231  0.000  0.000  0.000  0.000  0.000
2.571  0.019  1.360  0.000  36.847  0.865  2987.198  0.000  0.000  0.000  0.000  0.000
1.439  -0.046  1.342  -0.002  -5.956  -1.310  2272.903  0.000  0.000  0.000  0.000  0.000
-0.445  -0.034  1.291  -0.002  -61.037  -0.613  456.998  0.000  0.000  0.000  0.000  0.000
-1.655  0.030  1.247  0.000  -82.683  1.435  -1509.049  0.000  0.000  0.000  0.000  0.000
-2.716  0.024  1.199  0.000  -94.689  0.911  -3342.084  0.000  0.000  0.000  0.000  0.000
-2.811  0.018  1.174  0.000  -74.807  0.511  -4355.586  0.000  0.000  0.000  0.000  0.000
-3.333  0.007  1.134  0.000  -72.519  0.081  -5108.223  0.000  0.000  0.000  0.000  0.000
-2.747  0.007  1.127  0.000  -37.512  0.048  -4924.437  0.000  0.000  0.000  0.000  0.000
-3.352  0.008  1.085  0.000  -46.679  0.060  -4983.335  0.000  0.000  0.000  0.000  0.000
-3.817  0.006  1.042  0.000  -49.407  -0.018  -5090.560  0.000  0.000  0.000  0.000  0.000
-3.963  0.004  1.007  0.000  -41.955  -0.063  -5008.611  0.000  0.000  0.000  0.000  0.000
-3.516  0.000  0.990  0.000  -18.471  -0.164  -4415.194  0.000  0.000  0.000  0.000  0.000
-3.361  0.007  0.967  0.000  -9.373  0.074  -3740.420  0.000  0.000  0.000  0.000  0.000
-3.156  0.001  0.947  0.000  -0.988  -0.129  -3010.270  0.000  0.000  0.000  0.000  0.000
-3.215  0.004  0.920  0.000  -2.525  0.015  -2463.311  0.000  0.000  0.000  0.000  0.000
-3.445  -0.048  0.886  -0.001  -8.804  -1.564  -2144.349  0.000  0.000  0.000  0.000  0.000
-4.286  0.004  0.831  -0.000  -31.910  0.369  -2435.302  0.000  0.000  0.000  0.000  0.000
-4.760  0.063  0.781  0.002  -38.483  2.059  -2839.491  0.000  0.000  0.000  0.000  0.000
-4.940  0.049  0.737  0.002  -34.643  1.141  -3063.284  0.000  0.000  0.000  0.000  0.000
-4.537  -0.018  0.711  0.000  -14.250  -1.126  -2752.418  0.000  0.000  0.000  0.000  0.000
-4.229  -0.012  0.685  0.000  -1.599  -0.690  -2226.610  0.000  0.000  0.000  0.000  0.000
-4.026  -0.014  0.657  0.000  4.877  -0.571  -1662.929  0.000  0.000  0.000  0.000  0.000
-4.438  -0.008  0.612  0.000  -8.629  -0.260  -1519.754  0.000  0.000  0.000  0.000  0.000
-5.226  0.045  0.550  0.002  -30.198  1.385  -1912.585  0.000  0.000  0.000  0.000  0.000
-5.348  0.028  0.504  0.002  -26.616  0.545  -2134.190  0.000  0.000  0.000  0.000  0.000
-5.410  -0.077  0.459  -0.002  -22.105  -2.733  -2163.159  0.000  0.000  0.000  0.000  0.000
-5.285  -0.120  0.420  -0.004  -13.054  -3.386  -1974.073  0.000  0.000  0.000  0.000  0.000
-5.102  0.078  0.384  0.002  -4.424  3.383  -1726.642  0.000  0.000  0.000  0.000  0.000
-5.897  -0.002  0.316  -0.000  -27.203  0.162  -1993.431  0.000  0.000  0.000  0.000  0.000
-7.039  -0.002  0.231  -0.000  -54.936  0.141  -2828.216  0.000  0.000  0.000  0.000  0.000
-7.878  0.000  0.147  -0.000  -66.911  0.167  -3764.350  0.000  0.000  0.000  0.000  0.000
-8.577  0.000  0.061  -0.000  -71.831  0.125  -4622.313  0.000  0.000  0.000  0.000  0.000
-6.580  0.003  0.059  0.000  5.307  0.173  -3579.167  0.000  0.000  0.000  0.000  0.000
-7.150  0.052  -0.013  0.002  -13.070  1.594  -3177.969  0.000  0.000  0.000  0.000  0.000
-7.825  0.037  -0.093  0.002  -30.186  0.787  -3229.553  0.000  0.000  0.000  0.000  0.000
-5.853  -0.075  -0.090  -0.002  36.241  -2.775  -1730.305  0.000  0.000  0.000  0.000  0.000
-6.990  0.099  -0.174  0.003  -6.564  3.116  -1576.421  0.000  0.000  0.000  0.000  0.000
-7.995  -0.084  -0.264  -0.002  -35.155  -3.130  -2004.896  0.000  0.000  0.000  0.000  0.000
-8.596  -0.010  -0.348  -0.000  -44.743  -0.150  -2605.156  0.000  0.000  0.000  0.000  0.000
-8.954  -0.007  -0.428  -0.000  -44.743  -0.041  -3086.512  0.000  0.000  0.000  0.000  0.000
-6.368  -0.007  -0.414  -0.000  43.571  -0.009  -1491.535  0.000  0.000  0.000  0.000  0.000
-7.799  -0.002  -0.513  -0.000  -9.808  0.124  -1415.596  0.000  0.000  0.000  0.000  0.000
-9.632  0.054  -0.636  0.002  -62.446  1.771  -2558.835  0.000  0.000  0.000  0.000  0.000
-10.919  -0.019  -0.756  -0.000  -86.075  -0.837  -3964.959  0.000  0.000  0.000  0.000  0.000
-12.472  -0.119  -0.895  -0.004  -111.993  -3.639  -5629.807  0.000  0.000  0.000  0.000  0.000
-13.809  0.073  -1.039  0.002  -125.234  2.996  -7352.623  0.000  0.000  0.000  0.000  0.000
-13.874  0.054  -1.152  0.002  -97.128  1.712  -8081.029  0.000  0.000  0.000  0.000  0.000
-12.975  -0.018  -1.233  -0.000  -46.849  -0.849  -7499.206  0.000  0.000  0.000  0.000  0.000
-12.402  -0.013  -1.318  -0.000  -18.406  -0.511  -6401.432  0.000  0.000  0.000  0.000  0.000
-8.082  -0.001  -1.273  0.000  115.617  -0.032  -2525.974  0.000  0.000  0.000  0.000  0.000
-9.086  -0.001  -1.371  0.000  57.746  -0.017  -726.455  0.000  0.000  0.000  0.000  0.000
-5.507  0.044  -1.325  0.002  151.248  1.349  2788.669  0.000  0.000  0.000  0.000  0.000
-6.745  -0.020  -1.410  -0.000  77.820  -0.908  3984.085  0.000  0.000  0.000  0.000  0.000
-7.792  -0.010  -1.499  -0.000  27.716  -0.379  3808.505  0.000  0.000  0.000  0.000  0.000
-8.564  -0.010  -1.587  -0.000  -2.078  -0.298  2999.032  0.000  0.000  0.000  0.000  0.000
-8.649  -0.021  -1.658  -0.001  -4.147  -0.568  2309.629  0.000  0.000  0.000  0.000  0.000
-8.717  0.002  -1.730  0.000  -5.187  0.286  1723.101  0.000  0.000  0.000  0.000  0.000
-8.278  -0.004  -1.785  -0.000  9.227  0.021  1581.376  0.000  0.000  0.000  0.000  0.000
-7.636  -0.006  -1.830  -0.000  26.266  -0.031  1850.933  0.000  0.000  0.000  0.000  0.000
-7.412  0.054  -1.883  0.002  26.695  1.766  2050.229  0.000  0.000  0.000  0.000  0.000
-6.813  0.039  -1.922  0.002  38.265  0.901  2481.416  0.000  0.000  0.000  0.000  0.000
-5.836  -0.023  -1.944  -0.000  58.385  -1.182  3307.103  0.000  0.000  0.000  0.000  0.000
-5.173  -0.087  -1.969  -0.002  64.255  -2.811  4122.054  0.000  0.000  0.000  0.000  0.000
-4.294  0.111  -1.981  0.003  75.191  3.788  4923.958  0.000  0.000  0.000  0.000  0.000
-4.178  -0.134  -2.012  -0.004  60.632  -4.479  5357.150  0.000  0.000  0.000  0.000  0.000
-3.426  0.007  -2.020  -0.000  68.654  0.827  5807.167  0.000  0.000  0.000  0.000  0.000
-2.617  -0.003  -2.020  -0.000  76.426  0.328  6348.384  0.000  0.000  0.000  0.000  0.000
-1.615  0.005  -2.008  -0.000  88.160  0.498  7041.725  0.000  0.000  0.000  0.000  0.000
-0.787  0.053  -1.993  0.001  91.834  1.834  7659.193  0.000  0.000  0.000  0.000  0.000
-0.130  0.041  -1.978  0.001  89.515  1.014  8112.631  0.000  0.000  0.000  0.000  0.000
1.918  0.041  -1.910  0.002  129.462  0.773  9374.364  0.000  0.000  0.000  0.000  0.000
2.521  -0.093  -1.875  -0.002  116.491  -3.426  10152.346  0.000  0.000  0.000  0.000  0.000
2.865  0.051  -1.843  0.002  98.846  1.723  10304.777  0.000  0.000  0.000  0.000  0.000
2.905  -0.025  -1.819  -0.000  76.331  -0.985  9960.833  0.000  0.000  0.000  0.000  0.000
2.608  -0.019  -1.806  -0.000  49.106  -0.554  9069.486  0.000  0.000  0.000  0.000  0.000
2.333  -0.017  -1.794  -0.001  29.045  -0.354  7904.570  0.000  0.000  0.000  0.000  0.000
2.942  0.044  -1.755  0.001  40.350  1.560  7199.719  0.000  0.000  0.000  0.000  0.000
3.697  -0.068  -1.706  -0.002  53.314  -2.194  6981.075  0.000  0.000  0.000  0.000  0.000
4.175  0.109  -1.661  0.003  54.857  3.645  6757.266  0.000  0.000  0.000  0.000  0.000
5.298  -0.090  -1.590  -0.002  75.395  -3.187  7137.080  0.000  0.000  0.000  0.000  0.000
6.104  -0.002  -1.521  -0.000  81.472  0.221  7528.100  0.000  0.000  0.000  0.000  0.000
6.608  -0.015  -1.455  -0.001  77.033  -0.239  7747.813  0.000  0.000  0.000  0.000  0.000
6.870  0.050  -1.394  0.001  66.406  1.773  7656.426  0.000  0.000  0.000  0.000  0.000
7.464  -0.017  -1.319  -0.000  68.287  -0.670  7660.768  0.000  0.000  0.000  0.000  0.000
8.106  -0.010  -1.238  -0.000  71.168  -0.291  7723.518  0.000  0.000  0.000  0.000  0.000
8.802  0.044  -1.150  0.001  74.971  1.393  7834.930  0.000  0.000  0.000  0.000  0.000
8.999  -0.128  -1.073  -0.004  62.896  -4.110  7732.331  0.000  0.000  0.000  0.000  0.000
8.354  0.119  -1.022  0.003  28.439  4.299  6757.205  0.000  0.000  0.000  0.000  0.000
8.676  0.035  -0.945  0.001  31.267  0.748  6092.375  0.000  0.000  0.000  0.000  0.000
8.570  -0.035  -0.879  -0.001  20.602  -1.521  5354.575  0.000  0.000  0.000  0.000  0.000
9.167  0.037  -0.790  0.001  33.563  0.991  5019.576  0.000  0.000  0.000  0.000  0.000
9.208  0.130  -0.716  0.005  26.741  3.541  4562.405  0.000  0.000  0.000  0.000  0.000
9.078  -0.010  -0.646  0.001  16.405  -1.488  4037.532  0.000  0.000  0.000  0.000  0.000
9.048  0.041  -0.575  0.003  11.574  0.382  3482.957  0.000  0.000  0.000  0.000  0.000
8.642  -0.021  -0.516  0.001  -3.372  -1.573  2732.730  0.000  0.000  0.000  0.000  0.000
8.285  -0.020  -0.458  0.001  -13.279  -1.158  1905.079  0.000  0.000  0.000  0.000  0.000
8.695  -0.072  -0.379  -0.001  2.199  -2.431  1608.907  0.000  0.000  0.000  0.000  0.000
8.847  0.009  -0.304  0.001  6.240  0.575  1419.698  0.000  0.000  0.000  0.000  0.000
8.185  -0.060  -0.255  -0.001  -15.135  -1.626  820.810  0.000  0.000  0.000  0.000  0.000
7.442  -0.049  -0.215  -0.001  -33.791  -0.907  -86.471  0.000  0.000  0.000  0.000  0.000
6.808  -0.024  -0.176  -0.001  -44.696  0.042  -1069.756  0.000  0.000  0.000  0.000  0.000
6.506  0.023  -0.132  0.001  -43.016  1.465  -1838.387  0.000  0.000  0.000  0.000  0.000
6.398  -0.130  -0.083  -0.004  -35.949  -3.491  -2223.163  0.000  0.000  0.000  0.000  0.000
5.883  0.109  -0.049  0.003  -42.745  4.524  -2798.114  0.000  0.000  0.000  0.000  0.000
5.828  -0.135  -0.004  -0.005  -34.153  -3.889  -2944.306  0.000  0.000  0.000  0.000  0.000
