acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  acc_motor[rad/s2]  actual_Vel[rad/s]
0.226  -0.001  0.084  -0.000  0.413  -0.001  215.804  0.000      0
0.257  -0.001  0.105  -0.000  0.457  -0.001  245.244  0.000      0
0.257  -0.001  0.105  -0.000  0.457  -0.001  245.244  0.000      0
0.257  -0.001  0.105  -0.000  0.457  -0.001  245.244  0.000      0
0.277  0.005  0.120  0.003  0.484  0.008  272.151  0.000      0
0.277  0.005  0.120  0.003  0.484  0.008  272.151  0.000      0
0.295  -0.003  0.133  -0.002  0.507  -0.006  298.578  0.000      0
0.295  -0.003  0.133  -0.002  0.507  -0.006  298.578  0.000      0
0.312  -0.004  0.146  -0.002  0.527  -0.006  322.948  0.000      0
0.312  -0.004  0.146  -0.002  0.527  -0.006  322.948  0.000      0
0.315  0.003  0.151  0.002  0.526  0.004  341.326  0.000      0
0.315  0.003  0.151  0.002  0.526  0.004  341.326  0.000      0
0.317  -0.001  0.154  -0.000  0.521  -0.001  355.828  0.000      0
0.317  -0.001  0.154  -0.000  0.521  -0.001  355.828  0.000      0
0.313  -0.000  0.155  -0.000  0.509  -0.001  365.396  0.000      0
0.313  -0.000  0.155  -0.000  0.509  -0.001  365.396  0.000      0
0.310  0.002  0.155  0.002  0.497  0.004  370.732  0.000      0
0.310  0.002  0.155  0.002  0.497  0.004  370.732  0.000      0
0.275  -0.004  0.136  -0.002  0.435  -0.006  366.028  0.000      0
0.275  -0.004  0.136  -0.002  0.435  -0.006  366.028  0.000      0
0.243  -0.004  0.118  -0.002  0.378  -0.006  353.235  0.000      0
0.203  -0.003  0.095  -0.002  0.310  -0.005  332.079  0.000      0
0.153  0.000  0.066  0.000  0.226  0.000  301.380  0.000      0
0.092  -0.006  0.028  -0.004  0.124  -0.010  261.563  0.000      0
-0.005  0.003  -0.032  0.002  -0.032  0.005  203.485  0.000      0
-0.144  -0.003  -0.119  -0.002  -0.254  -0.005  122.601  0.000      0
-0.307  -0.003  -0.222  -0.002  -0.512  -0.005  16.945  0.000      0
-0.461  -0.003  -0.320  -0.002  -0.752  -0.004  -105.731  0.000      0
-0.537  0.000  -0.372  0.000  -0.864  0.001  -221.988  0.000      0
-0.537  0.000  -0.372  0.000  -0.864  0.001  -221.988  0.000      0
-0.615  0.003  -0.425  0.002  -0.978  0.005  -333.394  0.000      0
-0.615  0.003  -0.425  0.002  -0.978  0.005  -333.394  0.000      0
-0.615  0.003  -0.425  0.002  -0.978  0.005  -333.394  0.000      0
-0.707  -0.003  -0.487  -0.002  -1.111  -0.004  -442.900  0.000      0
-0.707  -0.003  -0.487  -0.002  -1.111  -0.004  -442.900  0.000      0
-0.710  0.004  -0.494  0.002  -1.102  0.006  -529.791  0.000      0
-0.710  0.004  -0.494  0.002  -1.102  0.006  -529.791  0.000      0
-0.587  -0.000  -0.423  -0.000  -0.892  0.000  -565.360  0.000      0
-0.587  -0.000  -0.423  -0.000  -0.892  0.000  -565.360  0.000      0
-0.455  0.000  -0.345  0.000  -0.668  0.000  -558.199  0.000      0
-0.455  0.000  -0.345  0.000  -0.668  0.000  -558.199  0.000      0
-0.342  0.000  -0.279  0.000  -0.480  0.000  -522.504  0.000      0
-0.342  0.000  -0.279  0.000  -0.480  0.000  -522.504  0.000      0
-0.258  -0.000  -0.229  -0.000  -0.339  0.000  -471.611  0.000      0
-0.258  -0.000  -0.229  -0.000  -0.339  0.000  -471.611  0.000      0
-0.177  0.000  -0.180  0.000  -0.206  0.001  -409.740  0.000      0
-0.177  0.000  -0.180  0.000  -0.206  0.001  -409.740  0.000      0
-0.152  -0.003  -0.166  -0.002  -0.163  -0.005  -353.029  0.000      0
-0.152  -0.003  -0.166  -0.002  -0.163  -0.005  -353.029  0.000      0
-0.147  -0.003  -0.164  -0.002  -0.151  -0.004  -305.913  0.000      0
-0.147  -0.003  -0.164  -0.002  -0.151  -0.004  -305.913  0.000      0
-0.152  -0.002  -0.169  -0.001  -0.159  -0.003  -269.555  0.000      0
-0.152  -0.002  -0.169  -0.001  -0.159  -0.003  -269.555  0.000      0
-0.141  0.003  -0.162  0.002  -0.138  0.005  -237.941  0.000      0
-0.141  0.003  -0.162  0.002  -0.138  0.005  -237.941  0.000      0
-0.108  0.000  -0.143  0.000  -0.084  0.001  -203.622  0.000      0
-0.108  0.000  -0.143  0.000  -0.084  0.001  -203.622  0.000      0
-0.108  0.000  -0.143  0.000  -0.084  0.001  -203.622  0.000      0
-0.033  -0.000  -0.097  -0.000  0.037  0.000  -156.913  0.000      0
-0.033  -0.000  -0.097  -0.000  0.037  0.000  -156.913  0.000      0
0.071  -0.000  -0.033  -0.000  0.203  0.000  -93.252  0.000      0
0.071  -0.000  -0.033  -0.000  0.203  0.000  -93.252  0.000      0
0.174  -0.003  0.032  -0.002  0.365  -0.004  -16.222  0.000      0
0.174  -0.003  0.032  -0.002  0.365  -0.004  -16.222  0.000      0
0.213  0.003  0.058  0.002  0.423  0.005  53.837  0.000      0
0.213  0.003  0.058  0.002  0.423  0.005  53.837  0.000      0
0.256  0.006  0.087  0.004  0.487  0.009  119.610  0.000      0
0.256  0.006  0.087  0.004  0.487  0.009  119.610  0.000      0
0.293  -0.006  0.112  -0.004  0.539  -0.009  182.051  0.000      0
0.293  -0.006  0.112  -0.004  0.539  -0.009  182.051  0.000      0
0.347  0.000  0.148  0.000  0.619  0.000  243.879  0.000      0
0.347  0.000  0.148  0.000  0.619  0.000  243.879  0.000      0
0.406  0.003  0.188  0.002  0.705  0.005  306.597  0.000      0
0.406  0.003  0.188  0.002  0.705  0.005  306.597  0.000      0
0.487  0.003  0.242  0.002  0.827  0.005  376.072  0.000      0
0.487  0.003  0.242  0.002  0.827  0.005  376.072  0.000      0
0.558  0.000  0.290  0.000  0.929  0.000  448.304  0.000      0
0.558  0.000  0.290  0.000  0.929  0.000  448.304  0.000      0
0.610  0.003  0.327  0.002  1.001  0.005  517.061  0.000      0
0.610  0.003  0.327  0.002  1.001  0.005  517.061  0.000      0
0.645  0.003  0.353  0.002  1.043  0.004  578.763  0.000      0
0.645  0.003  0.353  0.002  1.043  0.004  578.763  0.000      0
0.645  0.003  0.353  0.002  1.043  0.004  578.763  0.000      0
0.711  -0.003  0.400  -0.002  1.136  -0.005  643.761  0.000      0
0.711  -0.003  0.400  -0.002  1.136  -0.005  643.761  0.000      0
0.811  0.002  0.468  0.001  1.281  0.004  718.041  0.000      0
0.811  0.002  0.468  0.001  1.281  0.004  718.041  0.000      0
0.867  0.003  0.510  0.002  1.354  0.004  788.849  0.000      0
0.867  0.003  0.510  0.002  1.354  0.004  788.849  0.000      0
0.931  -0.001  0.557  -0.000  1.440  -0.001  859.666  0.000      0
0.931  -0.001  0.557  -0.000  1.440  -0.001  859.666  0.000      0
0.989  -0.004  0.600  -0.002  1.513  -0.006  928.374  0.000      0
0.989  -0.004  0.600  -0.002  1.513  -0.006  928.374  0.000      0
1.032  0.002  0.635  0.002  1.563  0.004  990.341  0.000      0
1.032  0.002  0.635  0.002  1.563  0.004  990.341  0.000      0
1.046  -0.000  0.652  -0.000  1.565  -0.000  1040.567  0.000      0
1.046  -0.000  0.652  -0.000  1.565  -0.000  1040.567  0.000      0
1.063  0.005  0.671  0.003  1.573  0.008  1081.286  0.000      0
1.057  -0.000  0.676  -0.000  1.542  -0.001  1109.748  0.000      0
1.078  -0.001  0.698  -0.000  1.557  -0.001  1134.876  0.000      0
1.055  0.005  0.692  0.003  1.500  0.008  1145.067  0.000      0
1.046  0.002  0.695  0.001  1.467  0.003  1148.337  0.000      0
1.025  0.005  0.690  0.003  1.413  0.007  1142.111  0.000      0
0.991  0.002  0.677  0.001  1.342  0.002  1126.244  0.000      0
0.942  -0.001  0.654  -0.001  1.246  -0.003  1098.689  0.000      0
0.942  -0.001  0.654  -0.001  1.246  -0.003  1098.689  0.000      0
0.873  0.005  0.619  0.003  1.120  0.007  1055.826  0.000      0
0.873  0.005  0.619  0.003  1.120  0.007  1055.826  0.000      0
0.778  -0.002  0.566  -0.001  0.953  -0.003  995.987  0.000      0
0.778  -0.002  0.566  -0.001  0.953  -0.003  995.987  0.000      0
0.707  0.002  0.528  0.001  0.828  0.003  927.684  0.000      0
0.707  0.002  0.528  0.001  0.828  0.003  927.684  0.000      0
0.614  -0.005  0.476  -0.003  0.668  -0.008  848.672  0.000      0
0.614  -0.005  0.476  -0.003  0.668  -0.008  848.672  0.000      0
0.524  -0.001  0.424  -0.001  0.515  -0.003  760.630  0.000      0
0.524  -0.001  0.424  -0.001  0.515  -0.003  760.630  0.000      0
0.450  -0.001  0.382  -0.001  0.391  -0.002  670.599  0.000      0
0.450  -0.001  0.382  -0.001  0.391  -0.002  670.599  0.000      0
0.372  -0.001  0.337  -0.001  0.261  -0.003  577.958  0.000      0
0.372  -0.001  0.337  -0.001  0.261  -0.003  577.958  0.000      0
0.308  -0.007  0.300  -0.004  0.154  -0.011  487.725  0.000      0
0.308  -0.007  0.300  -0.004  0.154  -0.011  487.725  0.000      0
0.264  -0.007  0.275  -0.004  0.082  -0.011  404.071  0.000      0
0.264  -0.007  0.275  -0.004  0.082  -0.011  404.071  0.000      0
0.264  -0.007  0.275  -0.004  0.082  -0.011  404.071  0.000      0
0.228  -0.003  0.255  -0.002  0.025  -0.005  327.562  0.000      0
0.228  -0.003  0.255  -0.002  0.025  -0.005  327.562  0.000      0
0.200  -0.009  0.239  -0.006  -0.022  -0.014  259.924  0.000      0
0.200  -0.009  0.239  -0.006  -0.022  -0.014  259.924  0.000      0
0.175  0.000  0.225  0.000  -0.061  0.001  198.224  0.000      0
0.175  0.000  0.225  0.000  -0.061  0.001  198.224  0.000      0
0.140  -0.003  0.205  -0.002  -0.115  -0.004  140.669  0.000      0
0.140  -0.003  0.205  -0.002  -0.115  -0.004  140.669  0.000      0
0.098  -0.005  0.179  -0.003  -0.182  -0.008  84.495  0.000      0
0.098  -0.005  0.179  -0.003  -0.182  -0.008  84.495  0.000      0
0.059  0.001  0.156  0.000  -0.241  0.002  29.209  0.000      0
0.059  0.001  0.156  0.000  -0.241  0.002  29.209  0.000      0
0.024  -0.002  0.134  -0.002  -0.295  -0.003  -23.099  0.000      0
0.024  -0.002  0.134  -0.002  -0.295  -0.003  -23.099  0.000      0
-0.006  0.004  0.116  0.002  -0.339  0.006  -72.740  0.000      0
-0.006  0.004  0.116  0.002  -0.339  0.006  -72.740  0.000      0
-0.032  -0.002  0.099  -0.001  -0.377  -0.003  -117.501  0.000      0
-0.032  -0.002  0.099  -0.001  -0.377  -0.003  -117.501  0.000      0
-0.060  0.001  0.081  0.000  -0.416  0.002  -160.043  0.000      0
-0.060  0.001  0.081  0.000  -0.416  0.002  -160.043  0.000      0
-0.064  -0.002  0.079  -0.001  -0.417  -0.003  -193.735  0.000      0
-0.080  -0.002  0.068  -0.001  -0.437  -0.003  -223.859  0.000      0
-0.086  0.001  0.064  0.001  -0.441  0.002  -249.106  0.000      0
-0.086  0.001  0.064  0.001  -0.441  0.002  -249.106  0.000      0
-0.064  0.001  0.077  0.000  -0.401  0.002  -262.776  0.000      0
-0.064  0.001  0.077  0.000  -0.401  0.002  -262.776  0.000      0
-0.067  0.001  0.074  0.000  -0.401  0.001  -273.702  0.000      0
-0.067  0.001  0.074  0.000  -0.401  0.001  -273.702  0.000      0
-0.067  0.001  0.074  0.000  -0.401  0.001  -273.702  0.000      0
-0.012  -0.002  0.108  -0.001  -0.307  -0.003  -267.128  0.000      0
-0.012  -0.002  0.108  -0.001  -0.307  -0.003  -267.128  0.000      0
0.100  0.004  0.178  0.002  -0.124  0.006  -233.526  0.000      0
0.100  0.004  0.178  0.002  -0.124  0.006  -233.526  0.000      0
0.163  -0.002  0.218  -0.002  -0.022  -0.003  -189.618  0.000      0
0.163  -0.002  0.218  -0.002  -0.022  -0.003  -189.618  0.000      0
0.210  0.004  0.249  0.002  0.053  0.006  -143.352  0.000      0
0.210  0.004  0.249  0.002  0.053  0.006  -143.352  0.000      0
0.244  -0.002  0.272  -0.001  0.107  -0.003  -97.035  0.000      0
0.244  -0.002  0.272  -0.001  0.107  -0.003  -97.035  0.000      0
0.277  0.001  0.295  0.001  0.159  0.002  -52.181  0.000      0
0.277  0.001  0.295  0.001  0.159  0.002  -52.181  0.000      0
0.318  -0.005  0.323  -0.003  0.223  -0.008  -5.294  0.000      0
0.318  -0.005  0.323  -0.003  0.223  -0.008  -5.294  0.000      0
0.358  -0.001  0.350  -0.001  0.284  -0.002  41.375  0.000      0
0.358  -0.001  0.350  -0.001  0.284  -0.002  41.375  0.000      0
0.389  0.001  0.372  0.000  0.329  0.002  85.473  0.000      0
0.389  0.001  0.372  0.000  0.329  0.002  85.473  0.000      0
0.432  -0.007  0.402  -0.005  0.395  -0.011  132.420  0.000      0
0.450  0.002  0.417  0.001  0.417  0.004  172.104  0.000      0
0.474  0.002  0.436  0.001  0.452  0.003  209.372  0.000      0
0.482  0.001  0.444  0.001  0.457  0.003  240.102  0.000      0
0.471  -0.002  0.441  -0.001  0.434  -0.002  261.404  0.000      0
0.467  -0.001  0.443  -0.001  0.423  -0.002  276.676  0.000      0
0.456  0.002  0.439  0.001  0.399  0.003  284.656  0.000      0
0.434  0.002  0.429  0.001  0.360  0.003  284.690  0.000      0
0.434  0.002  0.429  0.001  0.360  0.003  284.690  0.000      0
0.432  -0.002  0.431  -0.001  0.351  -0.002  283.805  0.000      0
0.432  -0.002  0.431  -0.001  0.351  -0.002  283.805  0.000      0
0.403  -0.001  0.417  -0.001  0.301  -0.001  275.050  0.000      0
0.403  -0.001  0.417  -0.001  0.301  -0.001  275.050  0.000      0
0.356  -0.001  0.391  -0.001  0.221  -0.002  255.466  0.000      0
0.356  -0.001  0.391  -0.001  0.221  -0.002  255.466  0.000      0
0.317  -0.004  0.369  -0.003  0.157  -0.006  229.970  0.000      0
0.317  -0.004  0.369  -0.003  0.157  -0.006  229.970  0.000      0
0.274  -0.001  0.345  -0.001  0.086  -0.001  197.861  0.000      0
0.274  -0.001  0.345  -0.001  0.086  -0.001  197.861  0.000      0
0.212  -0.001  0.308  -0.001  -0.015  -0.001  156.147  0.000      0
0.212  -0.001  0.308  -0.001  -0.015  -0.001  156.147  0.000      0
0.144  -0.001  0.267  -0.001  -0.124  -0.001  105.519  0.000      0
0.144  -0.001  0.267  -0.001  -0.124  -0.001  105.519  0.000      0
0.090  -0.001  0.235  -0.001  -0.208  -0.001  51.560  0.000      0
0.090  -0.001  0.235  -0.001  -0.208  -0.001  51.560  0.000      0
-0.002  -0.001  0.178  -0.001  -0.352  -0.001  -14.464  0.000      0
-0.002  -0.001  0.178  -0.001  -0.352  -0.001  -14.464  0.000      0
-0.073  0.003  0.134  0.001  -0.461  0.005  -85.072  0.000      0
-0.073  0.003  0.134  0.001  -0.461  0.005  -85.072  0.000      0
-0.073  0.003  0.134  0.001  -0.461  0.005  -85.072  0.000      0
-0.151  0.001  0.085  0.001  -0.580  0.003  -160.295  0.000      0
-0.151  0.001  0.085  0.001  -0.580  0.003  -160.295  0.000      0
-0.224  0.002  0.038  0.001  -0.690  0.004  -237.969  0.000      0
-0.224  0.002  0.038  0.001  -0.690  0.004  -237.969  0.000      0
-0.303  -0.004  -0.014  -0.003  -0.808  -0.006  -317.991  0.000      0
-0.303  -0.004  -0.014  -0.003  -0.808  -0.006  -317.991  0.000      0
-0.356  0.001  -0.050  0.000  -0.883  0.002  -394.571  0.000      0
-0.356  0.001  -0.050  0.000  -0.883  0.002  -394.571  0.000      0
-0.409  -0.001  -0.085  -0.001  -0.955  -0.001  -466.923  0.000      0
-0.409  -0.001  -0.085  -0.001  -0.955  -0.001  -466.923  0.000      0
-0.429  -0.001  -0.101  -0.001  -0.976  -0.001  -528.122  0.000      0
-0.429  -0.001  -0.101  -0.001  -0.976  -0.001  -528.122  0.000      0
-0.453  0.007  -0.119  0.004  -1.001  0.012  -582.153  0.000      0
-0.453  0.007  -0.119  0.004  -1.001  0.012  -582.153  0.000      0
-0.470  0.004  -0.134  0.002  -1.016  0.007  -627.300  0.000      0
-0.470  0.004  -0.134  0.002  -1.016  0.007  -627.300  0.000      0
-0.504  0.007  -0.158  0.004  -1.056  0.012  -670.263  0.000      0
-0.504  0.007  -0.158  0.004  -1.056  0.012  -670.263  0.000      0
-0.505  0.001  -0.164  0.000  -1.046  0.001  -701.997  0.000      0
-0.505  0.001  -0.164  0.000  -1.046  0.001  -701.997  0.000      0
-0.516  0.004  -0.174  0.002  -1.049  0.006  -728.313  0.000      0
-0.516  0.004  -0.174  0.002  -1.049  0.006  -728.313  0.000      0
-0.529  0.003  -0.186  0.002  -1.056  0.005  -750.389  0.000      0
-0.529  0.003  -0.186  0.002  -1.056  0.005  -750.389  0.000      0
-0.529  0.003  -0.186  0.002  -1.056  0.005  -750.389  0.000      0
-0.552  0.003  -0.205  0.002  -1.080  0.005  -771.808  0.000      0
-0.552  0.003  -0.205  0.002  -1.080  0.005  -771.808  0.000      0
-0.564  0.000  -0.217  0.000  -1.085  0.000  -789.309  0.000      0
-0.564  0.000  -0.217  0.000  -1.085  0.000  -789.309  0.000      0
-0.600  0.003  -0.244  0.002  -1.129  0.004  -810.698  0.000      0
-0.600  0.003  -0.244  0.002  -1.129  0.004  -810.698  0.000      0
-0.610  0.000  -0.255  0.000  -1.131  0.000  -827.768  0.000      0
-0.610  0.000  -0.255  0.000  -1.131  0.000  -827.768  0.000      0
-0.601  -0.003  -0.255  -0.002  -1.102  -0.005  -836.367  0.000      0
-0.601  -0.003  -0.255  -0.002  -1.102  -0.005  -836.367  0.000      0
-0.568  0.003  -0.238  0.002  -1.034  0.005  -833.311  0.000      0
-0.568  0.003  -0.238  0.002  -1.034  0.005  -833.311  0.000      0
-0.514  -0.000  -0.209  -0.000  -0.935  -0.001  -814.624  0.000      0
-0.514  -0.000  -0.209  -0.000  -0.935  -0.001  -814.624  0.000      0
-0.452  -0.000  -0.175  -0.000  -0.824  -0.000  -782.002  0.000      0
-0.452  -0.000  -0.175  -0.000  -0.824  -0.000  -782.002  0.000      0
-0.382  0.000  -0.134  0.000  -0.701  0.000  -736.413  0.000      0
-0.382  0.000  -0.134  0.000  -0.701  0.000  -736.413  0.000      0
-0.314  0.006  -0.095  0.003  -0.584  0.009  -682.236  0.000      0
-0.314  0.006  -0.095  0.003  -0.584  0.009  -682.236  0.000      0
-0.281  -0.002  -0.077  -0.001  -0.523  -0.004  -628.032  0.000      0
-0.281  -0.002  -0.077  -0.001  -0.523  -0.004  -628.032  0.000      0
-0.254  0.003  -0.062  0.002  -0.473  0.005  -577.596  0.000      0
-0.248  0.000  -0.060  0.000  -0.457  -0.000  -534.307  0.000      0
-0.270  -0.000  -0.077  -0.000  -0.488  -0.001  -504.443  0.000      0
-0.337  0.000  -0.120  0.000  -0.588  -0.000  -496.604  0.000      0
-0.423  -0.003  -0.177  -0.002  -0.718  -0.005  -510.700  0.000      0
-0.502  -0.003  -0.230  -0.002  -0.836  -0.005  -540.702  0.000      0
-0.572  -0.002  -0.277  -0.001  -0.936  -0.004  -580.750  0.000      0
-0.637  0.003  -0.323  0.002  -1.029  0.005  -628.318  0.000      0
-0.695  0.001  -0.364  0.000  -1.108  0.001  -678.458  0.000      0
-0.695  0.001  -0.364  0.000  -1.108  0.001  -678.458  0.000      0
-0.695  0.001  -0.364  0.000  -1.108  0.001  -678.458  0.000      0
-0.729  0.000  -0.391  0.000  -1.149  0.000  -724.992  0.000      0
-0.729  0.000  -0.391  0.000  -1.149  0.000  -724.992  0.000      0
-0.784  0.000  -0.431  0.000  -1.221  0.000  -773.795  0.000      0
-0.784  0.000  -0.431  0.000  -1.221  0.000  -773.795  0.000      0
-0.819  -0.002  -0.459  -0.002  -1.262  -0.004  -818.932  0.000      0
-0.819  -0.002  -0.459  -0.002  -1.262  -0.004  -818.932  0.000      0
-0.843  -0.002  -0.481  -0.001  -1.285  -0.004  -858.703  0.000      0
-0.843  -0.002  -0.481  -0.001  -1.285  -0.004  -858.703  0.000      0
-0.850  -0.005  -0.492  -0.003  -1.280  -0.008  -889.190  0.000      0
-0.850  -0.005  -0.492  -0.003  -1.280  -0.008  -889.190  0.000      0
-0.873  0.001  -0.513  0.000  -1.300  0.001  -917.577  0.000      0
-0.873  0.001  -0.513  0.000  -1.300  0.001  -917.577  0.000      0
-0.876  -0.004  -0.522  -0.003  -1.287  -0.007  -937.552  0.000      0
-0.876  -0.004  -0.522  -0.003  -1.287  -0.007  -937.552  0.000      0
-0.853  -0.005  -0.515  -0.003  -1.235  -0.007  -945.247  0.000      0
-0.853  -0.005  -0.515  -0.003  -1.235  -0.007  -945.247  0.000      0
-0.845  -0.001  -0.516  -0.001  -1.206  -0.002  -947.262  0.000      0
-0.845  -0.001  -0.516  -0.001  -1.206  -0.002  -947.262  0.000      0
-0.832  -0.002  -0.515  -0.001  -1.170  -0.002  -943.146  0.000      0
-0.832  -0.002  -0.515  -0.001  -1.170  -0.002  -943.146  0.000      0
-0.783  -0.001  -0.491  -0.001  -1.076  -0.002  -924.880  0.000      0
-0.783  -0.001  -0.491  -0.001  -1.076  -0.002  -924.880  0.000      0
-0.687  -0.001  -0.437  -0.001  -0.909  -0.002  -883.694  0.000      0
-0.687  -0.001  -0.437  -0.001  -0.909  -0.002  -883.694  0.000      0
-0.687  -0.001  -0.437  -0.001  -0.909  -0.002  -883.694  0.000      0
-0.562  0.001  -0.364  0.001  -0.697  0.003  -817.521  0.000      0
-0.562  0.001  -0.364  0.001  -0.697  0.003  -817.521  0.000      0
-0.424  0.001  -0.283  0.001  -0.468  0.002  -728.250  0.000      0
-0.424  0.001  -0.283  0.001  -0.468  0.002  -728.250  0.000      0
-0.263  0.002  -0.186  0.001  -0.205  0.004  -615.107  0.000      0
-0.263  0.002  -0.186  0.001  -0.205  0.004  -615.107  0.000      0
-0.097  0.001  -0.084  0.000  0.063  0.002  -481.833  0.000      0
-0.097  0.001  -0.084  0.000  0.063  0.002  -481.833  0.000      0
0.068  0.007  0.018  0.004  0.327  0.011  -334.173  0.000      0
0.068  0.007  0.018  0.004  0.327  0.011  -334.173  0.000      0
0.215  0.001  0.111  0.001  0.558  0.002  -178.589  0.000      0
0.215  0.001  0.111  0.001  0.558  0.002  -178.589  0.000      0
0.349  0.001  0.196  0.001  0.766  0.002  -21.175  0.000      0
0.349  0.001  0.196  0.001  0.766  0.002  -21.175  0.000      0
0.450  0.004  0.262  0.002  0.917  0.006  128.307  0.000      0
0.450  0.004  0.262  0.002  0.917  0.006  128.307  0.000      0
0.525  0.000  0.313  0.000  1.026  0.001  265.545  0.000      0
0.525  0.000  0.313  0.000  1.026  0.001  265.545  0.000      0
0.566  0.003  0.342  0.002  1.077  0.005  383.058  0.000      0
0.566  0.003  0.342  0.002  1.077  0.005  383.058  0.000      0
0.519  -0.002  0.318  -0.002  0.989  -0.004  463.693  0.000      0
0.519  -0.002  0.318  -0.002  0.989  -0.004  463.693  0.000      0
0.469  0.003  0.291  0.002  0.897  0.005  512.647  0.000      0
0.469  0.003  0.291  0.002  0.897  0.005  512.647  0.000      0
0.469  0.003  0.291  0.002  0.897  0.005  512.647  0.000      0
0.403  0.006  0.253  0.004  0.779  0.010  532.657  0.000      0
0.403  0.006  0.253  0.004  0.779  0.010  532.657  0.000      0
0.376  -0.003  0.240  -0.002  0.726  -0.005  541.608  0.000      0
0.376  -0.003  0.240  -0.002  0.726  -0.005  541.608  0.000      0
0.383  0.003  0.247  0.002  0.728  0.004  548.175  0.000      0
0.383  0.003  0.247  0.002  0.728  0.004  548.175  0.000      0
0.367  0.003  0.240  0.002  0.693  0.004  547.967  0.000      0
0.367  0.003  0.240  0.002  0.693  0.004  547.967  0.000      0
0.370  -0.000  0.245  -0.000  0.689  -0.001  547.459  0.000      0
0.370  -0.000  0.245  -0.000  0.689  -0.001  547.459  0.000      0
0.410  0.002  0.272  0.001  0.744  0.003  555.551  0.000      0
0.410  0.002  0.272  0.001  0.744  0.003  555.551  0.000      0
0.435  0.003  0.292  0.002  0.775  0.004  566.916  0.000      0
0.435  0.003  0.292  0.002  0.775  0.004  566.916  0.000      0
0.395  0.008  0.270  0.005  0.701  0.013  563.374  0.000      0
0.395  0.008  0.270  0.005  0.701  0.013  563.374  0.000      0
0.351  -0.001  0.246  -0.000  0.621  -0.002  549.201  0.000      0
0.308  -0.001  0.221  -0.000  0.544  -0.002  525.638  0.000      0
0.282  0.002  0.208  0.001  0.497  0.002  498.864  0.000      0
0.225  0.005  0.174  0.003  0.399  0.007  461.437  0.000      0
0.209  0.004  0.166  0.003  0.368  0.006  426.778  0.000      0
0.147  0.007  0.129  0.005  0.265  0.011  382.161  0.000      0
0.099  -0.005  0.100  -0.003  0.184  -0.008  335.332  0.000      0
0.050  0.004  0.071  0.003  0.103  0.005  283.942  0.000      0
0.050  0.004  0.071  0.003  0.103  0.005  283.942  0.000      0
-0.010  0.004  0.034  0.003  0.006  0.005  227.452  0.000      0
-0.010  0.004  0.034  0.003  0.006  0.005  227.452  0.000      0
-0.038  0.001  0.016  0.001  -0.040  0.000  175.373  0.000      0
-0.038  0.001  0.016  0.001  -0.040  0.000  175.373  0.000      0
-0.050  0.001  0.008  0.001  -0.057  -0.000  131.013  0.000      0
-0.050  0.001  0.008  0.001  -0.057  -0.000  131.013  0.000      0
-0.056  0.001  0.004  0.001  -0.068  0.000  93.904  0.000      0
-0.056  0.001  0.004  0.001  -0.068  0.000  93.904  0.000      0
-0.056  -0.003  0.004  -0.001  -0.066  -0.005  65.070  0.000      0
-0.056  -0.003  0.004  -0.001  -0.066  -0.005  65.070  0.000      0
-0.056  -0.003  0.004  -0.001  -0.066  -0.005  65.070  0.000      0
-0.064  0.001  -0.002  0.001  -0.077  0.000  39.688  0.000      0
-0.064  0.001  -0.002  0.001  -0.077  0.000  39.688  0.000      0
-0.064  -0.002  -0.003  -0.001  -0.077  -0.004  19.802  0.000      0
-0.064  -0.002  -0.003  -0.001  -0.077  -0.004  19.802  0.000      0
-0.069  0.001  -0.006  0.001  -0.084  0.001  2.359  0.000      0
-0.069  0.001  -0.006  0.001  -0.084  0.001  2.359  0.000      0
-0.082  -0.005  -0.015  -0.003  -0.104  -0.010  -13.779  0.000      0
-0.082  -0.005  -0.015  -0.003  -0.104  -0.010  -13.779  0.000      0
-0.102  0.004  -0.028  0.003  -0.134  0.006  -32.971  0.000      0
-0.102  0.004  -0.028  0.003  -0.134  0.006  -32.971  0.000      0
-0.119  -0.002  -0.040  -0.001  -0.160  -0.004  -51.455  0.000      0
-0.119  -0.002  -0.040  -0.001  -0.160  -0.004  -51.455  0.000      0
-0.129  0.001  -0.047  0.001  -0.174  0.001  -68.994  0.000      0
-0.129  0.001  -0.047  0.001  -0.174  0.001  -68.994  0.000      0
-0.151  0.001  -0.061  0.001  -0.206  0.001  -88.034  0.000      0
-0.151  0.001  -0.061  0.001  -0.206  0.001  -88.034  0.000      0
-0.173  0.001  -0.076  0.001  -0.239  0.001  -108.524  0.000      0
-0.173  0.001  -0.076  0.001  -0.239  0.001  -108.524  0.000      0
-0.207  -0.005  -0.099  -0.003  -0.290  -0.008  -132.203  0.000      0
-0.207  -0.005  -0.099  -0.003  -0.290  -0.008  -132.203  0.000      0
-0.227  -0.002  -0.113  -0.001  -0.319  -0.004  -156.179  0.000      0
-0.227  -0.002  -0.113  -0.001  -0.319  -0.004  -156.179  0.000      0
-0.263  0.004  -0.138  0.003  -0.373  0.006  -184.726  0.000      0
-0.263  0.004  -0.138  0.003  -0.373  0.006  -184.726  0.000      0
-0.263  0.004  -0.138  0.003  -0.373  0.006  -184.726  0.000      0
