acc_{hum}[rpm/s]  acc_{exo}[rpm/s]  vel_{hum}[rpm]  vel_{exo}[rpm]  vel_{motor}[rpm]  actual\_Vel[rpm]  Voltage[V]
0.199  2118.146  0.233  0.000  4680.905   3191  20.196
0.199  2118.146  0.233  0.000  4680.905   3191  20.196
0.126  1785.869  0.230  0.000  4589.844   3193  20.209
0.126  1785.869  0.230  0.000  4589.844   3193  20.209
0.068  1261.111  0.229  0.000  4548.433   3195  20.222
0.029  849.597  0.229  0.000  4549.146   3192  20.203
0.029  849.597  0.229  0.000  4549.146   3192  20.203
-0.018  638.955  0.228  0.000  4502.603   3194  20.215
-0.018  638.955  0.228  0.000  4502.603   3194  20.215
-0.083  631.793  0.224  0.000  4367.383   3193  20.209
-0.154  545.976  0.219  0.000  4209.963   3188  20.177
-0.154  545.976  0.219  0.000  4209.963   3188  20.177
-0.154  545.976  0.219  0.000  4209.963   3188  20.177
-0.219  243.569  0.214  0.000  4030.156   3186  20.165
-0.219  243.569  0.214  0.000  4030.156   3186  20.165
-0.278  -10.276  0.210  0.000  3903.986   3186  20.165
-0.317  -139.917  0.210  0.000  3911.155   3186  20.165
-0.347  -123.275  0.207  0.000  3791.040   3192  20.203
-0.370  -42.640  0.203  0.000  3645.120   3191  20.196
-0.410  180.236  0.197  0.000  3417.216   3224  20.405
-0.456  377.572  0.191  0.000  3202.738   3228  20.430
-0.497  492.650  0.185  0.000  2979.655   3228  20.430
-0.525  635.106  0.179  0.000  2788.685   3237  20.487
-0.563  783.964  0.173  0.000  2554.215   3241  20.513
-0.635  906.163  0.162  0.000  2171.765   3250  20.570
-0.635  906.163  0.162  0.000  2171.765   3250  20.570
-0.738  965.464  0.152  0.000  1810.183   3254  20.595
-0.842  943.888  0.143  0.000  1519.496   3256  20.608
-0.894  830.669  0.139  0.000  1371.930   3256  20.608
-0.883  653.306  0.140  0.000  1402.828   3253  20.589
-0.846  337.487  0.136  0.000  1280.836   3237  20.487
-0.846  337.487  0.136  0.000  1280.836   3237  20.487
-0.819  -342.871  0.127  0.000  1084.750   3139  19.867
-0.819  -342.871  0.127  0.000  1084.750   3139  19.867
-0.806  -1855.380  0.118  0.000  949.931   2971  18.804
-0.806  -1855.380  0.118  0.000  949.931   2971  18.804
-0.798  -4512.763  0.110  0.000  948.881   2727  17.259
-0.798  -4512.763  0.110  0.000  948.881   2727  17.259
-0.778  -8123.436  0.104  0.000  1016.475   2461  15.576
-0.714  -12156.966  0.105  0.000  1289.269   2225  14.082
-0.691  -15641.943  0.097  0.000  1151.226   2096  13.266
-0.691  -15641.943  0.097  0.000  1151.226   2096  13.266
-0.717  -18378.598  0.087  0.000  938.149   1961  12.411
-0.717  -18378.598  0.087  0.000  938.149   1961  12.411
-0.778  -20173.607  0.079  0.000  730.294   1865  11.804
-0.778  -20173.607  0.079  0.000  730.294   1865  11.804
-0.836  -21234.592  0.071  0.000  629.220   1733  10.968
-0.836  -21234.592  0.071  0.000  629.220   1733  10.968
-0.850  -21495.916  0.065  0.000  569.443   1602  10.139
-0.802  -20759.779  0.065  0.000  730.719   1476  9.342
-0.802  -20759.779  0.065  0.000  730.719   1476  9.342
-0.754  -19099.324  0.062  0.000  690.156   1385  8.766
-0.754  -19099.324  0.062  0.000  690.156   1385  8.766
-0.741  -16956.084  0.053  0.000  475.206   1298  8.215
-0.738  -15144.529  0.048  0.000  375.306   1193  7.551
-0.734  -15257.562  0.043  0.000  548.602    874  5.532
-0.667  -15678.189  0.041  0.000  557.442    858  5.430
-0.602  -15317.154  0.038  0.000  427.631    858  5.430
-0.562  -14182.554  0.033  0.000  243.367    829  5.247
-0.546  -12405.136  0.028  0.000  84.461    803  5.082
-0.573  -10659.272  0.019  0.000  -172.537    771  4.880
-0.615  -9088.991  0.014  0.000  -325.339    771  4.880
-0.634  -7822.534  0.007  0.000  -495.535    730  4.620
-0.638  -6554.105  0.002  0.000  -604.608    668  4.228
-0.638  -6554.105  0.002  0.000  -604.608    668  4.228
-0.659  -5202.466  -0.003  0.000  -723.601    591  3.741
-0.659  -5202.466  -0.003  0.000  -723.601    591  3.741
-0.681  -4308.993  -0.007  0.000  -770.742    480  3.038
-0.681  -4308.993  -0.007  0.000  -770.742    480  3.038
-0.695  -5635.371  -0.011  0.000  -739.923    327  2.070
-0.676  -7800.988  -0.014  0.000  -661.027    174  1.101
-0.676  -7800.988  -0.014  0.000  -661.027    174  1.101
-0.620  -9820.665  -0.014  0.000  -545.122     68  0.430
-0.620  -9820.665  -0.014  0.000  -545.122     68  0.430
-0.556  -11342.678  -0.017  0.000  -564.495    -30  0.190
-0.556  -11342.678  -0.017  0.000  -564.495    -30  0.190
-0.498  -12432.121  -0.023  0.000  -652.781   -139  0.880
-0.498  -12432.121  -0.023  0.000  -652.781   -139  0.880
-0.477  -13206.100  -0.029  0.000  -772.922   -221  1.399
-0.477  -13206.100  -0.029  0.000  -772.922   -221  1.399
-0.474  -13534.567  -0.035  0.000  -906.460   -287  1.816
-0.474  -13534.567  -0.035  0.000  -906.460   -287  1.816
-0.493  -13456.930  -0.041  0.000  -1021.489   -350  2.215
-0.489  -12839.048  -0.040  0.000  -953.899   -411  2.601
-0.502  -11546.890  -0.046  0.000  -1116.584   -453  2.867
-0.502  -11546.890  -0.046  0.000  -1116.584   -453  2.867
-0.531  -10070.268  -0.052  0.000  -1263.991   -506  3.203
-0.531  -10070.268  -0.052  0.000  -1263.991   -506  3.203
-0.565  -8843.346  -0.057  0.000  -1380.908   -551  3.487
-0.565  -8843.346  -0.057  0.000  -1380.908   -551  3.487
-0.578  -8198.332  -0.059  0.000  -1371.618   -628  3.975
-0.552  -7934.645  -0.061  0.000  -1350.887   -715  4.525
-0.497  -8795.666  -0.061  0.000  -1100.167   -978  6.190
-0.449  -9542.174  -0.065  0.000  -1162.898   -996  6.304
-0.418  -9748.289  -0.069  0.000  -1326.259   -996  6.304
-0.418  -9533.065  -0.075  0.000  -1542.505  -1021  6.462
-0.458  -9059.374  -0.084  0.000  -1823.049  -1039  6.576
-0.494  -8454.344  -0.092  0.000  -2066.481  -1058  6.696
-0.514  -7533.360  -0.092  0.000  -2052.275  -1058  6.696
-0.574  -6424.806  -0.102  0.000  -2341.711  -1089  6.892
-0.574  -6424.806  -0.102  0.000  -2341.711  -1089  6.892
-0.677  -5186.406  -0.113  0.000  -2696.818  -1145  7.247
-0.677  -5186.406  -0.113  0.000  -2696.818  -1145  7.247
-0.784  -4309.726  -0.123  0.000  -2934.003  -1259  7.968
-0.784  -4309.726  -0.123  0.000  -2934.003  -1259  7.968
-0.868  -4324.663  -0.129  0.000  -2966.902  -1423  9.006
-0.875  -6323.100  -0.129  0.000  -2756.403  -1592  10.076
-0.831  -8653.361  -0.129  0.000  -2642.408  -1699  10.753
-0.831  -8653.361  -0.129  0.000  -2642.408  -1699  10.753
-0.831  -8653.361  -0.129  0.000  -2642.408  -1699  10.753
-0.754  -10697.326  -0.131  0.000  -2592.648  -1823  11.538
-0.651  -12607.810  -0.131  0.000  -2448.926  -1993  12.614
-0.651  -12607.810  -0.131  0.000  -2448.926  -1993  12.614
-0.555  -13994.025  -0.134  0.000  -2439.916  -2071  13.108
-0.555  -13994.025  -0.134  0.000  -2439.916  -2071  13.108
-0.462  -14973.449  -0.134  0.000  -2363.970  -2161  13.677
-0.320  -15311.488  -0.134  0.000  -2259.608  -2230  14.114
-0.320  -15311.488  -0.134  0.000  -2259.608  -2230  14.114
-0.213  -14787.863  -0.137  0.000  -2326.059  -2267  14.348
-0.213  -14787.863  -0.137  0.000  -2326.059  -2267  14.348
-0.175  -13322.786  -0.142  0.000  -2489.210  -2294  14.519
-0.175  -13322.786  -0.142  0.000  -2489.210  -2294  14.519
-0.207  -11257.343  -0.148  0.000  -2695.616  -2312  14.633
-0.207  -11257.343  -0.148  0.000  -2695.616  -2312  14.633
-0.279  -9267.678  -0.153  0.000  -2840.263  -2328  14.734
-0.279  -9267.678  -0.153  0.000  -2840.263  -2328  14.734
-0.357  -7678.495  -0.160  0.000  -3033.073  -2354  14.899
-0.422  -6262.430  -0.163  0.000  -3114.323  -2393  15.146
-0.480  -5009.430  -0.167  0.000  -3192.967  -2425  15.348
-0.531  -5206.222  -0.172  0.000  -3171.528  -2642  16.722
-0.556  -5549.861  -0.173  0.000  -3148.716  -2659  16.829
-0.554  -5817.166  -0.175  0.000  -3227.354  -2659  16.829
-0.497  -6062.921  -0.174  0.000  -3196.102  -2690  17.025
-0.417  -6210.587  -0.174  0.000  -3181.098  -2725  17.247
-0.330  -6317.550  -0.175  0.000  -3125.906  -2773  17.551
-0.266  -6123.932  -0.177  0.000  -3194.209  -2773  17.551
-0.266  -6123.932  -0.177  0.000  -3194.209  -2773  17.551
-0.215  -6062.812  -0.180  0.000  -3180.043  -2870  18.165
-0.215  -6062.812  -0.180  0.000  -3180.043  -2870  18.165
-0.183  -5808.641  -0.181  0.000  -3165.954  -2910  18.418
-0.183  -5808.641  -0.181  0.000  -3165.954  -2910  18.418
-0.148  -5297.476  -0.180  0.000  -3123.543  -2949  18.665
-0.114  -4620.905  -0.180  0.000  -3069.697  -2990  18.924
-0.114  -4620.905  -0.180  0.000  -3069.697  -2990  18.924
-0.097  -4813.117  -0.179  0.000  -3014.042  -3011  19.057
-0.097  -4813.117  -0.179  0.000  -3014.042  -3011  19.057
-0.072  -5043.860  -0.178  0.000  -2952.375  -3031  19.184
-0.072  -5043.860  -0.178  0.000  -2952.375  -3031  19.184
-0.061  -4931.928  -0.179  0.000  -2966.500  -3045  19.272
-0.061  -4931.928  -0.179  0.000  -2966.500  -3045  19.272
-0.043  -4477.878  -0.179  0.000  -2974.897  -3052  19.316
-0.043  -4477.878  -0.179  0.000  -2974.897  -3052  19.316
-0.027  -3740.361  -0.180  0.000  -3007.419  -3047  19.285
-0.004  -2946.464  -0.180  0.000  -3015.309  -3043  19.259
0.016  -1980.748  -0.178  0.000  -2957.635  -3037  19.222
0.016  -1980.748  -0.178  0.000  -2957.635  -3037  19.222
0.032  -1369.205  -0.176  0.000  -2879.958  -3033  19.196
0.032  -1369.205  -0.176  0.000  -2879.958  -3033  19.196
0.050  -862.983  -0.174  0.000  -2813.490  -3031  19.184
0.050  -862.983  -0.174  0.000  -2813.490  -3031  19.184
0.054  -338.442  -0.176  0.000  -2878.277  -3024  19.139
0.054  -338.442  -0.176  0.000  -2878.277  -3024  19.139
0.047  116.924  -0.177  0.000  -2952.390  -3009  19.044
0.040  556.169  -0.178  0.000  -2987.976  -2989  18.918
0.040  556.169  -0.178  0.000  -2987.976  -2989  18.918
0.057  872.110  -0.174  0.000  -2888.667  -2981  18.867
0.083  1051.872  -0.171  0.000  -2779.676  -2971  18.804
0.115  1208.120  -0.168  0.000  -2691.438  -2946  18.646
0.138  1332.002  -0.166  0.000  -2644.761  -2940  18.608
0.153  1413.722  -0.165  0.000  -2605.923  -2940  18.608
0.178  1440.696  -0.162  0.000  -2517.804  -2934  18.570
0.217  1456.637  -0.159  0.000  -2439.466  -2916  18.456
0.276  1481.399  -0.155  0.000  -2305.577  -2893  18.310
0.327  1410.844  -0.151  0.000  -2161.534  -2893  18.310
0.361  1490.903  -0.147  0.000  -2060.091  -2854  18.063
0.373  1774.047  -0.144  0.000  -2014.414  -2815  17.816
0.367  1959.090  -0.144  0.000  -2023.655  -2815  17.816
0.367  1959.090  -0.144  0.000  -2023.655  -2815  17.816
0.358  2616.777  -0.143  0.000  -2093.374  -2694  17.051
0.358  2616.777  -0.143  0.000  -2093.374  -2694  17.051
0.352  3643.040  -0.140  0.000  -2106.889  -2613  16.538
0.352  3643.040  -0.140  0.000  -2106.889  -2613  16.538
0.351  4795.174  -0.136  0.000  -2039.893  -2539  16.070
0.351  4795.174  -0.136  0.000  -2039.893  -2539  16.070
0.371  5940.662  -0.128  0.000  -1833.982  -2454  15.532
0.371  5940.662  -0.128  0.000  -1833.982  -2454  15.532
0.404  6903.034  -0.121  0.000  -1676.069  -2390  15.127
0.410  7676.425  -0.121  0.000  -1730.542  -2331  14.753
0.421  8227.239  -0.118  0.000  -1680.696  -2283  14.449
0.421  8227.239  -0.118  0.000  -1680.696  -2283  14.449
0.440  8421.972  -0.115  0.000  -1610.673  -2235  14.146
0.440  8421.972  -0.115  0.000  -1610.673  -2235  14.146
0.480  8469.774  -0.108  0.000  -1462.784  -2176  13.772
0.480  8469.774  -0.108  0.000  -1462.784  -2176  13.772
0.537  8384.740  -0.101  0.000  -1278.072  -2107  13.335
0.537  8384.740  -0.101  0.000  -1278.072  -2107  13.335
0.581  7954.485  -0.095  0.000  -1135.260  -2031  12.854
0.576  7817.716  -0.095  0.000  -1221.072  -1952  12.354
0.576  7817.716  -0.095  0.000  -1221.072  -1952  12.354
0.558  7780.545  -0.090  0.000  -1132.227  -1897  12.006
0.558  7780.545  -0.090  0.000  -1132.227  -1897  12.006
0.542  7887.729  -0.085  0.000  -1025.509  -1819  11.513
0.564  8234.374  -0.079  0.000  -889.957  -1729  10.943
0.608  9699.250  -0.072  0.000  -957.510  -1448  9.165
0.638  10896.009  -0.065  0.000  -785.617  -1421  8.994
0.666  11293.259  -0.058  0.000  -526.219  -1421  8.994
0.688  11018.153  -0.051  0.000  -284.882  -1390  8.797
0.720  10412.372  -0.044  0.000  -77.973  -1343  8.500
0.776  9778.600  -0.036  0.000  123.477  -1284  8.127
0.845  8954.141  -0.028  0.000  354.093  -1284  8.127
0.842  8369.067  -0.027  0.000  272.052  -1182  7.481
0.842  8369.067  -0.027  0.000  272.052  -1182  7.481
0.813  7802.042  -0.024  0.000  298.833  -1078  6.823
0.813  7802.042  -0.024  0.000  298.833  -1078  6.823
0.784  7594.061  -0.017  0.000  392.707   -912  5.772
0.784  7594.061  -0.017  0.000  392.707   -912  5.772
0.761  8136.060  -0.010  0.000  414.416   -714  4.519
0.761  8136.060  -0.010  0.000  414.416   -714  4.519
0.739  10388.406  -0.004  0.000  443.838   -552  3.494
0.739  10388.406  -0.004  0.000  443.838   -552  3.494
0.720  12831.731  0.002  0.000  500.787   -424  2.684
0.673  14650.898  0.002  0.000  389.574   -313  1.981
0.622  15549.332  0.005  0.000  432.154   -242  1.532
0.622  15549.332  0.005  0.000  432.154   -242  1.532
0.585  15804.715  0.010  0.000  532.473   -160  1.013
0.585  15804.715  0.010  0.000  532.473   -160  1.013
0.589  15635.100  0.018  0.000  733.575    -95  0.601
0.589  15635.100  0.018  0.000  733.575    -95  0.601
0.621  14951.693  0.025  0.000  852.481      1  0.006
0.621  14951.693  0.025  0.000  852.481      1  0.006
0.625  14048.910  0.030  0.000  920.408     90  0.570
0.622  12818.990  0.036  0.000  1034.705    179  1.133
0.622  12818.990  0.036  0.000  1034.705    179  1.133
0.600  11426.716  0.036  0.000  978.353    237  1.500
0.600  11426.716  0.036  0.000  978.353    237  1.500
0.596  10516.884  0.041  0.000  1096.067    319  2.019
0.596  10516.884  0.041  0.000  1096.067    319  2.019
0.613  10207.874  0.047  0.000  1209.650    415  2.627
0.651  10286.829  0.055  0.000  1350.425    506  3.203
0.670  10392.691  0.062  0.000  1533.764    570  3.608
0.667  11377.802  0.067  0.000  1417.778    853  5.399
0.665  12019.816  0.073  0.000  1555.456    880  5.570
0.681  11893.813  0.079  0.000  1780.221    880  5.570
0.717  11414.455  0.086  0.000  2027.421    918  5.810
0.753  10832.313  0.093  0.000  2203.924    972  6.152
0.798  10302.301  0.100  0.000  2365.692   1035  6.551
0.772  9338.198  0.100  0.000  2349.530   1035  6.551
0.742  8470.928  0.106  0.000  2441.462   1134  7.177
0.742  8470.928  0.106  0.000  2441.462   1134  7.177
0.720  7811.669  0.112  0.000  2581.110   1231  7.791
0.720  7811.669  0.112  0.000  2581.110   1231  7.791
0.714  7638.844  0.120  0.000  2698.587   1383  8.753
0.714  7638.844  0.120  0.000  2698.587   1383  8.753
0.716  8078.633  0.125  0.000  2682.149   1568  9.924
0.716  8078.633  0.125  0.000  2682.149   1568  9.924
0.711  10182.737  0.131  0.000  2697.775   1728  10.937
0.671  12477.319  0.131  0.000  2547.868   1865  11.804
0.671  12477.319  0.131  0.000  2547.868   1865  11.804
0.632  14058.540  0.135  0.000  2606.086   1957  12.386
0.632  14058.540  0.135  0.000  2606.086   1957  12.386
0.611  14916.196  0.141  0.000  2723.149   2048  12.962
0.611  14916.196  0.141  0.000  2723.149   2048  12.962
0.628  15360.960  0.151  0.000  2959.150   2146  13.582
0.628  15360.960  0.151  0.000  2959.150   2146  13.582
0.679  15523.047  0.159  0.000  3166.878   2226  14.089
0.679  15523.047  0.159  0.000  3166.878   2226  14.089
0.705  15055.633  0.167  0.000  3318.509   2307  14.601
0.691  14296.847  0.166  0.000  3212.121   2396  15.165
0.682  12994.430  0.171  0.000  3326.243   2452  15.519
0.682  12994.430  0.171  0.000  3326.243   2452  15.519
0.689  11547.563  0.177  0.000  3455.943   2526  15.987
0.689  11547.563  0.177  0.000  3455.943   2526  15.987
0.712  10501.186  0.185  0.000  3656.169   2595  16.424
0.712  10501.186  0.185  0.000  3656.169   2595  16.424
0.747  10136.301  0.192  0.000  3775.701   2704  17.114
0.747  10136.301  0.192  0.000  3775.701   2704  17.114
0.746  10202.855  0.198  0.000  3874.781   2795  17.690
0.715  10241.407  0.200  0.000  3886.298   2875  18.196
0.657  10917.711  0.202  0.000  3727.710   3101  19.627
0.602  11274.312  0.203  0.000  3725.275   3114  19.709
0.564  11063.602  0.206  0.000  3831.999   3114  19.709
0.526  10465.725  0.207  0.000  3857.027   3130  19.810
0.451  9635.661  0.208  0.000  3905.680   3144  19.899
0.358  8475.415  0.208  0.000  3862.762   3157  19.981
0.250  7035.135  0.206  0.000  3775.516   3157  19.981
0.159  5393.596  0.205  0.000  3742.678   3166  20.038
0.087  3830.874  0.204  0.000  3713.582   3174  20.089
0.087  3830.874  0.204  0.000  3713.582   3174  20.089
0.026  2369.178  0.202  0.000  3629.818   3182  20.139
0.026  2369.178  0.202  0.000  3629.818   3182  20.139
-0.038  1097.039  0.199  0.000  3511.808   3186  20.165
-0.092  967.080  0.198  0.000  3478.920   3191  20.196
-0.092  967.080  0.198  0.000  3478.920   3191  20.196
-0.146  1019.864  0.196  0.000  3401.745   3193  20.209
-0.146  1019.864  0.196  0.000  3401.745   3193  20.209
-0.187  911.230  0.193  0.000  3317.864   3192  20.203
-0.187  911.230  0.193  0.000  3317.864   3192  20.203
-0.222  684.526  0.191  0.000  3240.126   3194  20.215
-0.222  684.526  0.191  0.000  3240.126   3194  20.215
-0.235  405.354  0.190  0.000  3201.473   3188  20.177
-0.235  405.354  0.190  0.000  3201.473   3188  20.177
-0.240  238.856  0.188  0.000  3139.602   3189  20.184
-0.236  145.452  0.188  0.000  3136.654   3186  20.165
-0.226  109.887  0.186  0.000  3082.828   3182  20.139
-0.226  109.887  0.186  0.000  3082.828   3182  20.139
-0.217  30.251  0.183  0.000  2983.043   3179  20.120
-0.217  30.251  0.183  0.000  2983.043   3179  20.120
-0.225  -113.510  0.179  0.000  2843.321   3181  20.133
-0.225  -113.510  0.179  0.000  2843.321   3181  20.133
-0.242  -233.347  0.177  0.000  2772.955   3177  20.108
-0.242  -233.347  0.177  0.000  2772.955   3177  20.108
-0.259  -263.084  0.173  0.000  2647.660   3178  20.114
-0.263  -216.077  0.173  0.000  2641.979   3180  20.127
-0.276  -142.333  0.170  0.000  2529.754   3182  20.139
-0.317  130.887  0.163  0.000  2256.385   3221  20.386
-0.374  380.696  0.156  0.000  2007.683   3225  20.411
-0.428  577.651  0.153  0.000  1881.231   3225  20.411
-0.445  595.897  0.152  0.000  1886.573   3204  20.278
-0.429  241.643  0.153  0.000  1964.641   3146  19.911
-0.405  -782.763  0.151  0.000  2041.052   3024  19.139
-0.378  -1721.346  0.150  0.000  2021.192   3024  19.139
-0.378  -1721.346  0.150  0.000  2021.192   3024  19.139
-0.337  -3743.179  0.149  0.000  2220.564   2768  17.519
-0.337  -3743.179  0.149  0.000  2220.564   2768  17.519
-0.313  -6031.473  0.145  0.000  2210.889   2666  16.873
-0.259  -8312.893  0.145  0.000  2314.340   2564  16.228
-0.259  -8312.893  0.145  0.000  2314.340   2564  16.228
-0.212  -10227.986  0.142  0.000  2268.652   2493  15.778
-0.212  -10227.986  0.142  0.000  2268.652   2493  15.778
-0.212  -11352.813  0.136  0.000  2115.006   2442  15.456
-0.212  -11352.813  0.136  0.000  2115.006   2442  15.456
-0.274  -11777.163  0.128  0.000  1883.347   2395  15.158
-0.274  -11777.163  0.128  0.000  1883.347   2395  15.158
-0.393  -11529.391  0.116  0.000  1536.576   2356  14.911
-0.393  -11529.391  0.116  0.000  1536.576   2356  14.911
-0.531  -10742.819  0.106  0.000  1242.296   2317  14.665
-0.659  -9721.824  0.099  0.000  1040.440   2259  14.297
-0.734  -8735.535  0.099  0.000  1090.316   2209  13.981
-0.734  -8735.535  0.099  0.000  1090.316   2209  13.981
-0.774  -7329.699  0.096  0.000  1060.425   2133  13.500
-0.774  -7329.699  0.096  0.000  1060.425   2133  13.500
-0.778  -6889.549  0.092  0.000  1030.207   2052  12.987
-0.778  -6889.549  0.092  0.000  1030.207   2052  12.987
-0.767  -7233.957  0.089  0.000  1036.681   1918  12.139
-0.767  -7233.957  0.089  0.000  1036.681   1918  12.139
-0.704  -8257.079  0.087  0.000  1116.547   1786  11.304
-0.704  -8257.079  0.087  0.000  1116.547   1786  11.304
-0.612  -9513.586  0.084  0.000  1149.547   1672  10.582
-0.491  -10621.766  0.084  0.000  1262.203   1578  9.987
-0.491  -10621.766  0.084  0.000  1262.203   1578  9.987
-0.380  -11278.742  0.082  0.000  1223.566   1526  9.658
-0.341  -11522.429  0.074  0.000  1000.998   1468  9.291
-0.371  -11969.044  0.065  0.000  861.008   1312  8.304
-0.462  -11999.881  0.056  0.000  575.051   1300  8.228
-0.552  -11223.673  0.047  0.000  283.650   1300  8.228
-0.649  -9873.695  0.039  0.000  8.678   1280  8.101
-0.748  -8193.620  0.032  0.000  -237.783   1250  7.911
-0.852  -6931.227  0.023  0.000  -451.385   1180  7.468
-0.933  -5942.392  0.017  0.000  -656.812   1180  7.468
-0.933  -5942.392  0.017  0.000  -656.812   1180  7.468
-0.984  -6225.853  0.011  0.000  -636.225    964  6.101
-0.950  -7201.040  0.011  0.000  -476.955    826  5.228
-0.867  -7631.846  0.008  0.000  -587.134    826  5.228
-0.867  -7631.846  0.008  0.000  -587.134    826  5.228
-0.792  -8294.837  0.001  0.000  -686.574    660  4.177
-0.792  -8294.837  0.001  0.000  -686.574    660  4.177
-0.737  -10200.424  -0.007  0.000  -746.735    458  2.899
-0.737  -10200.424  -0.007  0.000  -746.735    458  2.899
-0.729  -12699.620  -0.018  0.000  -906.963    261  1.652
-0.729  -12699.620  -0.018  0.000  -906.963    261  1.652
-0.752  -15052.659  -0.028  0.000  -1058.820    109  0.690
-0.743  -16800.221  -0.028  0.000  -921.955    -26  0.165
-0.740  -17534.879  -0.033  0.000  -1033.578   -109  0.690
-0.740  -17534.879  -0.033  0.000  -1033.578   -109  0.690
-0.771  -17569.002  -0.042  0.000  -1274.801   -206  1.304
-0.771  -17569.002  -0.042  0.000  -1274.801   -206  1.304
-0.833  -16702.736  -0.053  0.000  -1545.083   -284  1.797
-0.833  -16702.736  -0.053  0.000  -1545.083   -284  1.797
-0.909  -16416.705  -0.062  0.000  -1727.577   -405  2.563
-0.909  -16416.705  -0.062  0.000  -1727.577   -405  2.563
-0.939  -16435.135  -0.069  0.000  -1799.106   -534  3.380
-0.896  -15694.853  -0.068  0.000  -1628.973   -669  4.234
-0.896  -15694.853  -0.068  0.000  -1628.973   -669  4.234
-0.836  -14655.728  -0.072  0.000  -1669.977   -772  4.886
-0.836  -14655.728  -0.072  0.000  -1669.977   -772  4.886
-0.782  -13806.354  -0.079  0.000  -1799.557   -877  5.551
-0.782  -13806.354  -0.079  0.000  -1799.557   -877  5.551
-0.773  -13602.114  -0.087  0.000  -1962.461  -1005  6.361
-0.807  -13884.059  -0.097  0.000  -2167.448  -1117  7.070
-0.804  -15519.722  -0.104  0.000  -2080.890  -1442  9.127
-0.796  -16463.893  -0.112  0.000  -2276.310  -1467  9.285
-0.810  -16158.491  -0.120  0.000  -2595.482  -1467  9.285
-0.875  -14948.480  -0.133  0.000  -3011.673  -1512  9.570
-0.983  -13521.346  -0.145  0.000  -3395.945  -1557  9.854
-1.097  -12339.015  -0.154  0.000  -3625.614  -1628  10.304
-1.147  -11100.443  -0.161  0.000  -3822.086  -1628  10.304
-1.117  -9908.839  -0.161  0.000  -3714.027  -1721  10.892
-1.117  -9908.839  -0.161  0.000  -3714.027  -1721  10.892
-1.060  -8931.803  -0.166  0.000  -3763.167  -1866  11.810
-1.060  -8931.803  -0.166  0.000  -3763.167  -1866  11.810
-0.990  -8664.650  -0.171  0.000  -3753.870  -2071  13.108
-0.990  -8664.650  -0.171  0.000  -3753.870  -2071  13.108
-0.895  -9401.749  -0.172  0.000  -3528.186  -2296  14.532
-0.895  -9401.749  -0.172  0.000  -3528.186  -2296  14.532
-0.761  -12221.721  -0.172  0.000  -3283.487  -2497  15.804
-0.761  -12221.721  -0.172  0.000  -3283.487  -2497  15.804
-0.611  -15278.612  -0.173  0.000  -3147.331  -2664  16.861
-0.450  -17544.980  -0.172  0.000  -3014.125  -2799  17.715
-0.330  -18651.117  -0.176  0.000  -3064.322  -2868  18.152
-0.330  -18651.117  -0.176  0.000  -3064.322  -2868  18.152
-0.267  -18817.102  -0.180  0.000  -3134.730  -2938  18.595
-0.267  -18817.102  -0.180  0.000  -3134.730  -2938  18.595
-0.253  -18345.779  -0.184  0.000  -3221.546  -2982  18.873
-0.253  -18345.779  -0.184  0.000  -3221.546  -2982  18.873
-0.273  -17001.080  -0.188  0.000  -3273.907  -3040  19.241
-0.273  -17001.080  -0.188  0.000  -3273.907  -3040  19.241
-0.272  -14961.759  -0.190  0.000  -3295.644  -3081  19.500
-0.274  -12400.659  -0.190  0.000  -3263.036  -3116  19.722
-0.274  -12400.659  -0.190  0.000  -3263.036  -3116  19.722
-0.290  -9710.603  -0.191  0.000  -3288.387  -3135  19.842
-0.290  -9710.603  -0.191  0.000  -3288.387  -3135  19.842
-0.316  -7474.606  -0.195  0.000  -3438.922  -3150  19.937
-0.333  -5873.731  -0.199  0.000  -3543.438  -3168  20.051
-0.333  -5873.731  -0.199  0.000  -3543.438  -3168  20.051
-0.334  -4776.274  -0.200  0.000  -3571.577  -3179  20.120
-0.290  -3989.187  -0.198  0.000  -3480.728  -3188  20.177
-0.219  -3259.515  -0.195  0.000  -3340.852  -3210  20.316
-0.148  -2581.980  -0.194  0.000  -3305.001  -3211  20.323
-0.094  -1935.911  -0.194  0.000  -3327.150  -3211  20.323
-0.050  -1472.253  -0.194  0.000  -3316.779  -3207  20.297
-0.006  -1155.897  -0.192  0.000  -3271.133  -3206  20.291
0.035  -928.594  -0.193  0.000  -3308.601  -3207  20.297
0.073  -687.488  -0.193  0.000  -3302.925  -3207  20.297
0.075  -411.310  -0.195  0.000  -3353.827  -3205  20.285
0.075  -411.310  -0.195  0.000  -3353.827  -3205  20.285
0.038  -183.711  -0.197  0.000  -3441.490  -3206  20.291
0.038  -183.711  -0.197  0.000  -3441.490  -3206  20.291
-0.027  -23.475  -0.200  0.000  -3538.870  -3206  20.291
-0.027  -23.475  -0.200  0.000  -3538.870  -3206  20.291
-0.091  70.494  -0.203  0.000  -3626.829  -3207  20.297
-0.133  21.468  -0.204  0.000  -3667.017  -3210  20.316
-0.133  21.468  -0.204  0.000  -3667.017  -3210  20.316
-0.157  -60.514  -0.204  0.000  -3658.608  -3215  20.348
-0.157  -60.514  -0.204  0.000  -3658.608  -3215  20.348
-0.161  -129.684  -0.202  0.000  -3577.256  -3217  20.361
