acc_{hum}[rpm/s]  acc_{exo}[rpm/s]  vel_{hum}[rpm]  vel_{exo}[rpm]  vel_{motor}[rpm]  actual\_Vel[rpm]  Voltage[V]
-0.003  -85.447  -0.001  0.000  -22.389    -10  0.063
-0.006  -122.440  -0.001  0.000  -24.022    -10  0.063
0.002  -150.432  -0.000  0.000  3.452    -11  0.070
0.002  -160.609  -0.001  0.000  -18.995    -10  0.063
0.003  -154.985  -0.000  0.000  1.186     -9  0.057
0.003  -135.438  -0.000  0.000  2.529     -9  0.057
-0.003  -102.684  -0.002  0.000  -33.014     -8  0.051
-0.004  -60.964  -0.001  0.000  -5.142     -7  0.044
0.008  -11.548  0.001  0.000  39.499     -7  0.044
0.013  32.259  -0.000  0.000  -1.258     -6  0.038
0.007  68.121  -0.002  0.000  -42.806     -5  0.032
0.003  82.130  -0.001  0.000  -18.149     -4  0.025
-0.004  86.549  -0.001  0.000  -27.888     -4  0.025
0.001  84.794  -0.000  0.000  0.353     -3  0.019
0.004  82.747  0.001  0.000  23.413     -3  0.019
0.005  85.895  -0.001  0.000  -13.252     -2  0.013
-0.001  87.043  -0.002  0.000  -49.168     -1  0.006
-0.016  83.399  -0.002  0.000  -65.474     -1  0.006
-0.013  76.613  -0.000  0.000  -8.949     -1  0.006
0.001  63.590  0.000  0.000  2.596     -1  0.006
0.007  51.563  -0.000  0.000  -3.044     -1  0.006
0.000  36.752  -0.001  0.000  -23.730     -2  0.013
0.001  25.056  -0.000  0.000  -6.968     -2  0.013
-0.004  0.871  -0.001  0.000  -24.070     -4  0.025
-0.003  -20.602  -0.001  0.000  -21.402     -4  0.025
0.003  -39.800  -0.001  0.000  -28.094     -4  0.025
0.001  -50.127  -0.002  0.000  -42.672     -4  0.025
-0.003  -55.269  -0.001  0.000  -15.315     -5  0.032
-0.011  -66.657  -0.001  0.000  -6.520     -7  0.044
-0.011  -96.187  -0.001  0.000  -15.630    -11  0.070
-0.008  -119.554  -0.001  0.000  -21.290    -11  0.070
-0.002  -139.157  -0.001  0.000  -1.667    -13  0.082
-0.002  -153.413  -0.001  0.000  -6.923    -14  0.089
-0.001  -154.713  -0.002  0.000  -26.152    -14  0.089
0.001  -166.061  -0.001  0.000  2.866    -16  0.101
0.000  -160.148  -0.001  0.000  -17.701    -14  0.089
0.001  -135.660  -0.001  0.000  -1.285    -13  0.082
0.003  -96.520  -0.000  0.000  17.406    -13  0.082
0.009  -46.896  0.000  0.000  18.354    -12  0.076
0.008  5.903  -0.001  0.000  -23.466    -10  0.063
0.009  45.281  -0.000  0.000  1.474     -8  0.051
0.002  103.878  -0.002  0.000  -41.696     -3  0.019
0.004  153.316  -0.001  0.000  -16.063     -2  0.013
0.005  185.847  -0.000  0.000  -12.195     -2  0.013
0.001  200.532  -0.001  0.000  -12.748     -2  0.013
0.006  186.899  0.000  0.000  8.800     -2  0.013
0.000  173.157  -0.001  0.000  -22.102     -1  0.006
-0.006  156.809  -0.001  0.000  -40.626     -1  0.006
-0.001  131.034  -0.001  0.000  -17.094     -1  0.006
0.002  96.367  -0.001  0.000  -28.952     -1  0.006
0.004  51.993  0.000  0.000  13.838     -2  0.013
0.010  10.878  0.000  0.000  3.875     -2  0.013
0.002  -7.519  -0.001  0.000  -17.877     -3  0.019
0.001  -23.265  -0.000  0.000  -8.210     -5  0.032
0.007  -36.811  0.000  0.000  18.486     -5  0.032
0.011  -51.903  0.000  0.000  22.482     -5  0.032
0.015  -60.564  -0.000  0.000  -2.378     -4  0.025
0.012  -58.060  -0.000  0.000  -1.749     -4  0.025
0.003  -48.075  -0.001  0.000  -17.221     -4  0.025
-0.001  -28.331  -0.000  0.000  -10.425     -3  0.019
-0.009  -7.625  -0.001  0.000  -20.333     -3  0.019
-0.006  11.161  -0.000  0.000  -8.613     -2  0.013
-0.011  29.747  -0.001  0.000  -41.717     -2  0.013
-0.016  43.068  -0.001  0.000  -28.342     -2  0.013
-0.016  43.231  -0.000  0.000  -8.651     -2  0.013
-0.014  38.047  -0.001  0.000  -33.355     -2  0.013
-0.003  -11.988  0.000  0.000  17.992    -10  0.063
0.003  -68.957  -0.000  0.000  16.765    -12  0.076
0.008  -115.600  -0.000  0.000  15.992    -12  0.076
0.009  -146.890  -0.000  0.000  6.490    -12  0.076
0.013  -154.754  0.000  0.000  16.180    -11  0.070
0.007  -143.477  -0.001  0.000  -20.236     -9  0.057
0.009  -122.097  -0.000  0.000  -1.299     -9  0.057
0.007  -91.172  0.000  0.000  23.051     -8  0.051
-0.003  -42.608  -0.001  0.000  -35.160     -6  0.038
-0.009  22.202  -0.001  0.000  -38.287     -5  0.032
-0.015  92.174  -0.001  0.000  -14.688     -5  0.032
-0.007  114.097  0.000  0.000  14.575     -5  0.032
-0.004  111.081  -0.000  0.000  -6.005     -4  0.025
0.000  102.059  -0.000  0.000  -3.725     -3  0.019
-0.001  90.552  -0.001  0.000  -24.703     -3  0.019
0.000  81.848  -0.001  0.000  -26.355     -3  0.019
0.001  82.830  -0.000  0.000  -0.462     -2  0.013
0.000  73.205  -0.001  0.000  -23.290     -2  0.013
0.001  55.176  -0.001  0.000  -41.675     -2  0.013
-0.000  41.863  -0.000  0.000  -3.703     -2  0.013
-0.006  37.165  -0.001  0.000  -15.009     -2  0.013
-0.006  32.527  -0.000  0.000  -11.101     -2  0.013
-0.001  23.767  -0.001  0.000  -17.175     -2  0.013
0.006  15.260  0.000  0.000  10.173     -2  0.013
0.009  9.551  -0.000  0.000  -11.950     -2  0.013
0.009  9.215  -0.000  0.000  0.092     -1  0.006
0.004  10.057  -0.001  0.000  -26.747     -1  0.006
0.007  19.948  -0.000  0.000  -9.651      0  0.000
0.008  27.652  -0.000  0.000  -1.036      0  0.000
0.006  31.455  0.000  0.000  14.660      0  0.000
0.003  32.452  -0.001  0.000  -23.148      0  0.000
-0.001  31.769  -0.001  0.000  -22.462      0  0.000
-0.005  29.695  -0.001  0.000  -28.261      0  0.000
-0.006  26.004  -0.000  0.000  -2.742      0  0.000
-0.001  19.965  -0.000  0.000  -7.275      0  0.000
-0.003  11.027  -0.001  0.000  -16.498      0  0.000
-0.010  5.119  -0.002  0.000  -62.106      0  0.000
-0.021  -0.295  -0.002  0.000  -65.492      0  0.000
-0.019  -5.375  -0.001  0.000  -20.429     -1  0.006
-0.009  -9.765  0.000  0.000  7.785     -1  0.006
-0.001  -29.058  -0.001  0.000  -14.382     -4  0.025
0.008  -63.104  0.001  0.000  31.363     -7  0.044
0.007  -91.732  -0.001  0.000  -9.941     -7  0.044
0.009  -129.833  0.000  0.000  17.550    -11  0.070
0.018  -167.124  0.000  0.000  31.835    -13  0.082
0.024  -180.607  0.000  0.000  22.878    -11  0.070
0.024  -178.453  -0.000  0.000  2.471    -11  0.070
0.015  -159.133  -0.000  0.000  12.557    -10  0.063
0.004  -119.059  0.000  0.000  15.566     -8  0.051
-0.007  -69.869  -0.001  0.000  -30.356     -7  0.044
-0.007  5.443  -0.001  0.000  -10.927     -3  0.019
-0.016  67.846  -0.001  0.000  -32.096     -3  0.019
-0.013  112.966  -0.001  0.000  -23.414     -2  0.013
-0.012  148.430  0.000  0.000  5.554     -2  0.013
-0.015  153.586  -0.001  0.000  -37.820     -2  0.013
-0.015  135.226  -0.001  0.000  -38.359     -2  0.013
-0.014  117.044  -0.001  0.000  -39.349     -2  0.013
-0.009  98.132  -0.000  0.000  -7.124     -1  0.006
-0.003  70.467  -0.001  0.000  -16.422     -2  0.013
0.000  37.235  -0.001  0.000  -33.066     -3  0.019
-0.002  3.718  -0.001  0.000  -21.829     -3  0.019
0.002  -14.603  -0.000  0.000  -8.683     -4  0.025
-0.001  -43.231  -0.001  0.000  -21.317     -7  0.044
-0.002  -77.940  -0.001  0.000  -17.638    -10  0.063
0.001  -106.964  -0.001  0.000  -28.860    -10  0.063
-0.002  -137.583  -0.001  0.000  -18.698    -12  0.076
-0.004  -167.149  -0.001  0.000  -5.219    -14  0.089
-0.005  -182.878  -0.001  0.000  0.381    -14  0.089
0.005  -182.688  0.000  0.000  25.329    -15  0.095
0.014  -173.145  0.001  0.000  37.507    -15  0.095
0.011  -147.141  -0.001  0.000  0.144    -13  0.082
0.008  -108.379  -0.001  0.000  -15.685    -13  0.082
0.012  -54.662  -0.000  0.000  6.897    -11  0.070
0.014  -0.719  0.000  0.000  16.633     -9  0.057
0.013  41.163  -0.000  0.000  7.144     -8  0.051
0.005  108.909  -0.001  0.000  -20.936     -2  0.013
-0.003  162.092  -0.001  0.000  -25.847     -2  0.013
-0.014  190.001  -0.002  0.000  -54.753     -2  0.013
-0.017  199.783  -0.001  0.000  -23.851     -2  0.013
-0.019  193.448  -0.002  0.000  -51.507     -1  0.006
-0.010  173.110  -0.001  0.000  -15.999     -1  0.006
-0.004  151.923  0.000  0.000  3.559     -1  0.006
-0.006  116.022  -0.001  0.000  -18.638     -2  0.013
-0.001  66.670  -0.000  0.000  -6.368     -4  0.025
0.003  1.059  -0.001  0.000  -16.769     -7  0.044
0.007  -60.646  -0.001  0.000  -18.693     -7  0.044
0.011  -81.822  -0.000  0.000  4.313     -7  0.044
0.018  -87.783  0.001  0.000  26.322     -7  0.044
0.018  -88.789  0.001  0.000  29.733     -7  0.044
0.019  -90.808  0.000  0.000  15.345     -7  0.044
0.010  -81.200  -0.000  0.000  0.855     -6  0.038
0.005  -56.854  -0.001  0.000  -11.925     -5  0.032
0.005  -21.632  -0.001  0.000  -11.270     -5  0.032
0.003  19.905  -0.000  0.000  -0.701     -4  0.025
0.000  48.107  -0.001  0.000  -13.340     -4  0.025
-0.004  55.270  -0.000  0.000  -2.229     -3  0.019
-0.015  55.603  -0.001  0.000  -34.104     -3  0.019
-0.020  55.209  -0.001  0.000  -28.103     -3  0.019
-0.016  60.268  -0.001  0.000  -16.356     -2  0.013
-0.010  61.660  -0.001  0.000  -23.573     -2  0.013
-0.007  59.699  -0.001  0.000  -33.834     -1  0.006
0.003  54.158  0.001  0.000  26.111     -1  0.006
0.004  48.572  -0.000  0.000  -9.814     -1  0.006
0.004  36.210  -0.000  0.000  -13.370     -2  0.013
0.003  16.988  -0.001  0.000  -32.811     -4  0.025
0.002  -3.655  -0.001  0.000  -23.296     -4  0.025
0.000  -18.098  -0.001  0.000  -46.054     -4  0.025
0.000  -35.002  -0.000  0.000  1.035     -5  0.032
0.001  -44.989  0.000  0.000  6.351     -4  0.025
0.000  -57.635  -0.000  0.000  -11.430     -6  0.038
-0.001  -67.781  -0.000  0.000  -10.815     -6  0.038
-0.005  -83.051  -0.001  0.000  -8.249     -9  0.057
0.005  -90.213  -0.000  0.000  5.883     -9  0.057
0.008  -86.577  -0.000  0.000  1.254     -9  0.057
0.013  -68.420  0.000  0.000  12.613     -7  0.044
0.012  -50.971  0.000  0.000  8.839     -6  0.038
0.010  -28.758  -0.000  0.000  -1.299     -5  0.032
0.003  -6.781  -0.000  0.000  4.741     -5  0.032
0.007  15.610  0.000  0.000  16.688     -4  0.025
0.003  44.375  -0.001  0.000  -28.372     -4  0.025
-0.004  68.563  -0.001  0.000  -40.016     -3  0.019
-0.008  87.684  -0.001  0.000  -20.866     -3  0.019
-0.013  88.100  -0.001  0.000  -30.495     -2  0.013
-0.010  77.546  -0.000  0.000  0.980     -2  0.013
-0.009  60.183  -0.000  0.000  -9.556     -2  0.013
-0.005  54.622  -0.000  0.000  -6.394     -1  0.006
0.004  53.710  0.001  0.000  21.956     -1  0.006
0.008  53.526  0.000  0.000  8.254     -1  0.006
0.008  45.791  -0.001  0.000  -20.837     -1  0.006
0.018  36.662  0.001  0.000  22.115     -1  0.006
0.017  24.857  0.000  0.000  8.893     -1  0.006
0.011  18.740  0.000  0.000  1.327     -1  0.006
0.008  18.525  0.000  0.000  2.527      0  0.000
-0.001  22.102  -0.001  0.000  -17.686      0  0.000
-0.001  21.643  -0.000  0.000  -1.424      0  0.000
-0.011  16.843  -0.001  0.000  -45.852      0  0.000
-0.023  15.385  -0.002  0.000  -68.260      0  0.000
-0.022  15.340  -0.001  0.000  -42.211      0  0.000
-0.021  15.559  -0.001  0.000  -35.732      0  0.000
-0.019  4.317  0.000  0.000  1.356     -2  0.013
-0.006  -20.031  0.000  0.000  19.955     -4  0.025
0.002  -59.507  0.000  0.000  13.441     -7  0.044
-0.002  -93.536  -0.002  0.000  -54.901     -7  0.044
0.001  -125.892  -0.001  0.000  -29.867    -10  0.063
0.004  -141.014  -0.001  0.000  -9.543     -9  0.057
0.014  -145.118  0.000  0.000  17.505     -9  0.057
0.006  -141.033  -0.002  0.000  -45.262     -9  0.057
-0.006  -134.548  -0.001  0.000  -35.381    -10  0.063
-0.011  -123.493  -0.001  0.000  -19.972    -11  0.070
-0.011  -109.855  -0.000  0.000  5.472    -13  0.082
-0.008  -114.268  -0.001  0.000  -11.419    -17  0.108
0.002  -119.447  -0.000  0.000  6.003    -17  0.108
0.010  -128.592  -0.001  0.000  -0.740    -17  0.108
0.008  -111.561  0.000  0.000  19.045    -14  0.089
0.010  -88.914  0.000  0.000  22.321    -12  0.076
0.015  -48.348  0.000  0.000  19.497    -10  0.063
0.019  -7.171  -0.000  0.000  -7.269    -10  0.063
0.016  41.668  0.000  0.000  19.067     -8  0.051
0.009  89.350  -0.000  0.000  -3.215     -7  0.044
0.004  134.724  -0.000  0.000  -6.170     -6  0.038
0.003  162.667  -0.000  0.000  -6.683     -6  0.038
0.002  160.707  0.000  0.000  19.300     -5  0.032
-0.002  145.485  -0.000  0.000  -12.544     -4  0.025
-0.007  118.536  -0.000  0.000  -11.998     -4  0.025
-0.008  103.262  -0.001  0.000  -18.179     -3  0.019
-0.008  94.243  -0.001  0.000  -18.645     -3  0.019
-0.001  92.718  0.000  0.000  13.947     -2  0.013
-0.003  80.410  -0.000  0.000  -8.649     -2  0.013
-0.001  66.674  -0.001  0.000  -16.646     -2  0.013
-0.005  53.761  -0.001  0.000  -28.809     -2  0.013
-0.009  50.728  -0.001  0.000  -34.728     -1  0.006
-0.011  46.274  -0.001  0.000  -29.595     -1  0.006
-0.001  36.777  0.000  0.000  8.247     -2  0.013
-0.003  26.300  -0.001  0.000  -25.326     -2  0.013
-0.006  2.630  -0.001  0.000  -36.148     -4  0.025
-0.012  -0.762  -0.001  0.000  -50.360     -1  0.006
-0.010  -4.207  -0.000  0.000  -10.268     -2  0.013
-0.004  -13.214  -0.001  0.000  -21.774     -4  0.025
0.003  -23.876  -0.000  0.000  2.207     -4  0.025
-0.001  -50.136  -0.002  0.000  -47.033     -7  0.044
-0.013  -88.794  -0.003  0.000  -84.437    -10  0.063
-0.011  -112.739  -0.001  0.000  -7.770    -10  0.063
-0.004  -136.491  0.000  0.000  21.934    -13  0.082
0.008  -158.633  0.000  0.000  14.841    -14  0.089
0.012  -187.618  -0.000  0.000  8.518    -17  0.108
0.008  -216.182  -0.001  0.000  -13.872    -17  0.108
-0.005  -217.640  -0.002  0.000  -56.200    -18  0.114
-0.003  -184.681  -0.001  0.000  -21.381    -15  0.095
-0.004  -132.701  -0.001  0.000  -30.731    -13  0.082
0.003  -73.097  -0.001  0.000  -10.151    -13  0.082
-0.002  -29.110  -0.001  0.000  -28.895    -13  0.082
-0.014  -8.354  -0.001  0.000  -18.152    -14  0.089
-0.017  14.810  -0.002  0.000  -40.362    -14  0.089
-0.009  31.584  -0.001  0.000  -18.839    -14  0.089
0.003  41.012  -0.000  0.000  13.389    -15  0.095
0.014  24.464  0.000  0.000  15.982    -16  0.101
0.015  -1.208  -0.001  0.000  -18.167    -16  0.101
0.004  -45.905  -0.001  0.000  -30.362    -18  0.114
-0.000  -67.130  -0.002  0.000  -34.556    -17  0.108
0.001  -53.698  -0.000  0.000  1.613    -15  0.095
0.013  -31.182  0.001  0.000  47.213    -15  0.095
0.009  -17.479  -0.001  0.000  -15.556    -16  0.101
0.004  -15.380  -0.001  0.000  -28.754    -16  0.101
-0.006  -4.282  -0.001  0.000  -34.075    -14  0.089
-0.012  24.790  -0.002  0.000  -39.551    -12  0.076
-0.005  64.449  -0.000  0.000  -7.667    -10  0.063
0.002  94.688  -0.000  0.000  -6.781    -10  0.063
0.006  114.531  -0.000  0.000  3.406     -9  0.057
0.002  108.837  -0.001  0.000  -13.699     -9  0.057
-0.004  103.316  -0.001  0.000  -17.921     -8  0.051
0.004  107.579  0.001  0.000  24.825     -8  0.051
0.024  115.944  0.001  0.000  44.587     -7  0.044
0.032  113.521  0.001  0.000  47.312     -6  0.038
0.033  93.729  0.001  0.000  41.097     -6  0.038
0.030  75.763  0.001  0.000  29.909     -5  0.032
0.024  69.706  0.001  0.000  39.183     -4  0.025
0.022  79.677  0.001  0.000  30.918     -3  0.019
0.017  86.824  0.000  0.000  18.113     -3  0.019
0.020  92.345  0.002  0.000  64.582     -2  0.013
0.014  91.206  0.001  0.000  43.802     -1  0.006
0.002  92.164  0.001  0.000  21.845      0  0.000
-0.003  89.072  0.001  0.000  17.466      0  0.000
-0.008  101.388  0.000  0.000  -0.649      3  0.019
-0.004  127.707  0.001  0.000  28.672      6  0.038
-0.004  162.756  0.001  0.000  14.462     10  0.063
-0.007  237.867  0.000  0.000  -3.738     20  0.127
-0.005  299.655  0.001  0.000  5.495     20  0.127
-0.012  336.368  -0.001  0.000  -38.567     20  0.127
-0.018  342.149  -0.000  0.000  -26.286     20  0.127
-0.015  321.889  -0.000  0.000  -28.348     19  0.120
-0.014  272.808  -0.000  0.000  -30.540     16  0.101
-0.015  212.983  -0.000  0.000  -33.574     16  0.101
-0.018  128.446  -0.001  0.000  -41.715     14  0.089
-0.022  27.017  -0.001  0.000  -33.720     11  0.070
-0.016  -80.194  -0.000  0.000  -14.419      9  0.057
-0.016  -163.231  -0.001  0.000  -52.279      9  0.057
-0.018  -191.371  -0.002  0.000  -59.760      6  0.038
-0.019  -199.892  -0.002  0.000  -81.441      5  0.032
-0.023  -196.137  -0.002  0.000  -65.932      5  0.032
-0.026  -203.977  -0.002  0.000  -81.618      1  0.006
-0.016  -225.946  -0.000  0.000  -6.491     -3  0.019
-0.010  -278.654  -0.001  0.000  -16.783    -10  0.063
0.001  -303.116  0.000  0.000  11.969    -10  0.063
0.000  -342.023  -0.002  0.000  -36.337    -18  0.114
-0.000  -396.465  -0.002  0.000  -38.500    -23  0.146
0.004  -441.830  -0.002  0.000  -35.216    -24  0.152
0.003  -451.506  -0.002  0.000  -36.809    -24  0.152
0.008  -442.873  -0.000  0.000  14.332    -25  0.158
0.004  -410.369  -0.001  0.000  -8.355    -26  0.165
0.002  -345.025  -0.001  0.000  -3.949    -26  0.165
-0.010  -239.754  -0.002  0.000  -40.678    -20  0.127
-0.014  -135.841  -0.003  0.000  -73.986    -20  0.127
-0.008  -58.990  -0.001  0.000  -12.420    -20  0.127
0.012  21.045  0.001  0.000  39.141    -20  0.127
0.017  63.982  0.000  0.000  21.618    -20  0.127
0.015  69.498  -0.001  0.000  -6.513    -21  0.133
0.007  65.307  -0.001  0.000  -27.383    -21  0.133
-0.005  70.880  -0.002  0.000  -60.906    -19  0.120
-0.007  84.070  -0.002  0.000  -60.121    -16  0.101
-0.003  91.649  -0.001  0.000  -14.237    -14  0.089
0.001  83.005  -0.001  0.000  -17.619    -14  0.089
0.002  97.802  -0.000  0.000  -1.760    -13  0.082
-0.007  99.638  -0.001  0.000  -5.395    -15  0.095
-0.003  98.507  -0.000  0.000  10.945    -15  0.095
0.008  82.192  -0.001  0.000  -2.958    -17  0.108
0.014  47.867  -0.001  0.000  -16.350    -19  0.120
0.014  47.867  -0.001  0.000  -16.350    -19  0.120
0.019  18.213  -0.000  0.000  -0.012    -16  0.101
0.012  -1.698  -0.002  0.000  -42.871    -14  0.089
-0.002  -0.788  -0.002  0.000  -54.676    -12  0.076
-0.002  -0.788  -0.002  0.000  -54.676    -12  0.076
-0.010  24.591  -0.001  0.000  -22.085    -10  0.063
-0.010  24.591  -0.001  0.000  -22.085    -10  0.063
-0.008  65.329  -0.001  0.000  -10.803     -8  0.051
-0.008  65.329  -0.001  0.000  -10.803     -8  0.051
-0.001  88.798  0.000  0.000  23.537    -10  0.063
-0.001  88.798  0.000  0.000  23.537    -10  0.063
-0.003  91.042  -0.001  0.000  -35.612    -13  0.082
-0.003  91.042  -0.001  0.000  -35.612    -13  0.082
-0.006  83.573  -0.001  0.000  -39.144    -12  0.076
-0.002  82.189  -0.001  0.000  -26.615    -11  0.070
-0.002  34.160  -0.001  0.000  -32.020    -18  0.114
0.002  -33.778  -0.000  0.000  7.034    -18  0.114
0.005  -88.697  -0.001  0.000  -18.206    -18  0.114
0.002  -124.108  -0.001  0.000  -13.896    -18  0.114
-0.004  -141.776  -0.001  0.000  -13.333    -19  0.120
0.001  -137.254  0.000  0.000  24.264    -19  0.120
0.002  -112.743  -0.001  0.000  -14.807    -19  0.120
0.002  -112.743  -0.001  0.000  -14.807    -19  0.120
0.014  -92.075  -0.000  0.000  9.763    -19  0.120
0.014  -92.075  -0.000  0.000  9.763    -19  0.120
0.008  -68.482  -0.001  0.000  -26.262    -16  0.101
0.001  -9.914  -0.001  0.000  -37.804    -12  0.076
0.001  -9.914  -0.001  0.000  -37.804    -12  0.076
-0.007  73.982  -0.002  0.000  -59.346    -10  0.063
-0.007  73.982  -0.002  0.000  -59.346    -10  0.063
-0.009  121.597  -0.001  0.000  -14.812     -9  0.057
-0.007  152.469  -0.001  0.000  -34.192     -8  0.051
-0.007  152.469  -0.001  0.000  -34.192     -8  0.051
-0.009  157.021  -0.001  0.000  -32.542    -10  0.063
-0.009  157.021  -0.001  0.000  -32.542    -10  0.063
-0.011  136.230  -0.001  0.000  -32.941    -13  0.082
-0.012  85.996  -0.001  0.000  -27.932    -17  0.108
-0.012  85.996  -0.001  0.000  -27.932    -17  0.108
-0.003  24.687  -0.001  0.000  -11.633    -19  0.120
-0.003  24.687  -0.001  0.000  -11.633    -19  0.120
-0.002  -42.454  -0.001  0.000  -17.760    -20  0.127
-0.002  -42.454  -0.001  0.000  -17.760    -20  0.127
0.009  -122.192  -0.000  0.000  12.826    -22  0.139
0.009  -122.192  -0.000  0.000  12.826    -22  0.139
0.011  -182.637  -0.001  0.000  -2.618    -22  0.139
0.011  -182.637  -0.001  0.000  -2.618    -22  0.139
0.011  -200.461  -0.001  0.000  -4.369    -21  0.133
0.006  -174.534  -0.001  0.000  -5.687    -18  0.114
0.014  -113.826  0.000  0.000  14.863    -15  0.095
0.014  -113.826  0.000  0.000  14.863    -15  0.095
0.017  -25.546  0.000  0.000  19.686    -12  0.076
0.015  63.196  -0.001  0.000  -10.277    -10  0.063
0.008  165.066  -0.001  0.000  -31.882     -3  0.019
0.003  236.030  -0.001  0.000  -21.943     -3  0.019
0.003  277.484  -0.000  0.000  -6.723     -3  0.019
0.002  297.569  -0.000  0.000  1.989     -2  0.013
0.006  286.251  -0.000  0.000  -0.473     -2  0.013
0.005  252.254  -0.000  0.000  -4.686     -2  0.013
-0.003  202.472  -0.001  0.000  -41.712     -2  0.013
-0.003  202.472  -0.001  0.000  -41.712     -2  0.013
-0.003  155.744  -0.000  0.000  -5.311     -1  0.006
0.003  111.903  0.000  0.000  10.222     -1  0.006
0.003  111.903  0.000  0.000  10.222     -1  0.006
0.010  71.405  0.000  0.000  11.085     -1  0.006
0.010  71.405  0.000  0.000  11.085     -1  0.006
