acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
0.605  -107374176.000  -0.002  0.444  -195817.703  0.000  -0.003
0.541  -107374176.000  -0.003  0.661  -195818.766  0.000  -0.003
0.615  -107374176.000  -0.004  0.529  -195819.609  0.000  -0.003
0.645  -107374176.000  -0.005  0.344  -195820.297  0.000  -0.003
0.459  -107374176.000  -0.006  0.218  -195820.844  0.000  -0.003
0.463  -107374176.000  -0.005  0.171  -195821.281  0.000  -0.003
0.563  -107374176.000  -0.004  0.145  -195821.625  0.000  -0.003
0.522  -107374176.000  -0.006  0.118  -195821.906  0.000  -0.003
0.485  -107374176.000  -0.003  0.095  -195822.125  0.000  -0.003
0.510  -107374176.000  -0.001  0.075  -195822.297  0.000  -0.003
0.526  -107374176.000  -0.004  0.056  -195822.438  0.000  -0.003
0.440  -107374176.000  -0.002  0.049  -195822.547  0.000  -0.003
0.421  -107374176.000  -0.001  0.064  -195822.641  0.000  -0.003
0.467  -107374176.000  -0.003  0.158  -195822.719  0.000  -0.003
0.328  -107374176.000  -0.000  0.231  -195762.516  0.000  0.000
0.297  -107374176.000  -0.001  0.230  -195714.406  0.000  0.000
0.334  -107374176.000  -0.002  0.240  -195675.969  0.000  0.000
0.223  -107374176.000  -0.001  0.301  -195645.250  0.000  0.000
0.286  -107374176.000  0.002  0.378  -195620.703  0.000  0.000
0.405  -107374176.000  0.000  0.447  -195601.078  0.000  0.000
0.358  -107374176.000  0.001  0.473  -195585.391  0.000  0.000
0.317  -107374176.000  0.001  0.499  -195572.859  0.000  0.000
0.416  -107374176.000  0.001  0.600  -195562.844  0.000  0.000
0.473  -107374176.000  0.001  0.796  -195554.844  0.000  0.000
0.383  -107374176.000  -0.001  0.876  -195548.453  0.000  0.000
0.324  -107374176.000  -0.001  0.821  -195543.344  0.000  0.000
0.440  -107374176.000  -0.003  0.690  -195539.250  0.000  0.000
0.400  -107374176.000  -0.004  0.592  -195535.984  0.000  0.000
0.363  -107374176.000  -0.006  0.551  -195533.375  0.000  0.000
0.408  -107374176.000  -0.005  0.575  -195531.297  0.000  0.000
0.359  -107374176.000  -0.008  0.569  -195529.625  0.000  0.000
0.408  -107374176.000  -0.007  0.459  -195588.547  0.000  -0.003
0.448  -107374176.000  -0.005  0.365  -195635.641  0.000  -0.003
0.437  -107374176.000  -0.003  0.254  -195673.266  0.000  -0.003
0.409  -107374176.000  -0.004  0.134  -195703.344  0.000  -0.003
0.421  -107374176.000  0.001  0.031  -195727.375  0.000  -0.003
0.400  -107374176.000  -0.000  -0.091  -195746.578  -0.000  -0.003
0.463  -107374176.000  -0.003  -0.184  -195761.922  0.000  -0.003
0.474  -107374176.000  -0.004  -0.271  -195774.188  0.000  -0.003
0.463  -107374176.000  -0.004  -0.276  -195783.984  0.000  -0.003
0.495  -107374176.000  -0.000  -0.242  -195791.828  0.000  -0.003
0.507  -107374176.000  -0.001  -0.194  -195798.094  0.000  -0.003
0.426  -107374176.000  -0.005  -0.150  -195803.094  0.000  -0.003
0.470  -107374176.000  -0.005  -0.110  -195807.094  0.000  -0.003
0.539  -107374176.000  -0.001  -0.084  -195810.281  0.000  -0.003
0.516  -107374176.000  -0.004  -0.061  -195812.828  0.000  -0.003
0.421  -107374176.000  -0.004  -0.048  -195814.875  0.000  -0.003
0.487  -107374176.000  -0.003  -0.044  -195816.500  0.000  -0.003
0.482  -107374176.000  -0.002  -0.049  -195817.813  0.000  -0.003
0.371  -107374176.000  -0.002  -0.066  -195818.859  0.000  -0.003
0.317  -107374176.000  0.001  -0.072  -195819.688  0.000  -0.003
0.408  -107374176.000  0.001  -0.074  -195820.359  0.000  -0.003
0.409  -107374176.000  -0.002  -0.112  -195820.891  0.000  -0.003
0.352  -107374176.000  -0.002  -0.208  -195821.313  0.000  -0.003
0.382  -107374176.000  -0.001  -0.287  -195821.656  0.000  -0.003
0.432  -107374176.000  0.000  -0.244  -195821.922  0.000  -0.003
0.426  -107374176.000  0.001  -0.192  -195822.141  0.000  -0.003
0.441  -107374176.000  0.001  -0.162  -195822.313  0.000  -0.003
0.461  -107374176.000  -0.000  -0.135  -195822.453  0.000  -0.003
0.416  -107374176.000  0.001  -0.125  -195822.563  0.000  -0.003
0.434  -107374176.000  -0.004  -0.129  -195822.656  0.000  -0.003
0.368  -107374176.000  -0.003  -0.142  -195822.719  0.000  -0.003
0.295  -107374176.000  -0.001  -0.151  -195822.781  0.000  -0.003
0.364  -107374176.000  0.000  -0.155  -195822.828  0.000  -0.003
0.419  -107374176.000  -0.003  -0.154  -195822.859  0.000  -0.003
0.418  -107374176.000  0.000  -0.147  -195822.891  0.000  -0.003
0.417  -107374176.000  0.001  -0.137  -195822.906  0.000  -0.003
0.474  -107374176.000  -0.004  -0.114  -195822.922  0.000  -0.003
0.361  -107374176.000  -0.004  -0.104  -195762.688  0.000  0.000
0.318  -107374176.000  -0.003  -0.088  -195714.547  0.000  0.000
0.339  -107374176.000  -0.004  -0.107  -195676.078  0.000  0.000
0.422  -107374176.000  -0.002  -0.213  -195645.328  0.000  0.000
0.447  -107374176.000  -0.002  -0.342  -195620.766  0.000  0.000
0.366  -107374176.000  -0.001  -0.379  -195601.125  0.000  0.000
0.322  -107374176.000  0.000  -0.368  -195585.438  0.000  0.000
0.303  -107374176.000  0.001  -0.293  -195572.891  0.000  0.000
0.260  -107374176.000  -0.002  -0.239  -195562.875  0.000  0.000
0.261  -107374176.000  -0.005  -0.242  -195554.859  0.000  0.000
0.328  -107374176.000  -0.009  -0.273  -195548.453  0.000  0.000
0.355  -107374176.000  -0.010  -0.338  -195543.344  0.000  0.000
0.284  -107374176.000  -0.007  -0.528  -195539.250  0.000  0.000
0.287  -107374176.000  -0.005  -0.511  -195535.984  0.000  0.000
0.298  -107374176.000  -0.006  -0.522  -195533.375  0.000  0.000
0.277  -107374176.000  -0.004  -0.562  -195531.297  0.000  0.000
0.243  -107374176.000  -0.002  -0.539  -195529.625  0.000  0.000
0.250  -107374176.000  -0.000  -0.566  -195528.297  0.000  0.000
0.333  -107374176.000  -0.002  -0.526  -195527.234  0.000  0.000
0.319  -107374176.000  -0.002  -0.431  -195526.391  0.000  0.000
0.271  -107374176.000  0.001  -0.309  -195525.703  0.000  0.000
0.288  -107374176.000  0.001  -0.233  -195525.156  0.000  0.000
0.270  -107374176.000  -0.002  -0.061  -195524.719  0.000  0.000
0.239  -107374176.000  -0.000  0.258  -195524.375  0.000  0.000
0.267  -107374176.000  -0.000  0.677  -195524.094  0.000  0.000
0.305  -107374176.000  0.002  0.928  -195523.875  0.000  0.000
0.292  -107374176.000  0.001  0.992  -195523.703  0.000  0.000
0.262  -107374176.000  -0.002  0.960  -195523.563  0.000  0.000
0.350  -107374176.000  -0.002  0.976  -195523.453  0.000  0.000
0.341  -107374176.000  0.001  1.061  -195523.359  0.000  0.000
0.286  -107374176.000  -0.002  1.320  -195523.281  0.000  0.000
0.317  -107374176.000  -0.004  1.075  -195523.219  0.000  0.000
0.406  -107374176.000  -0.003  0.701  -195523.172  0.000  0.000
0.378  -107374176.000  -0.001  0.429  -195523.141  0.000  0.000
0.330  -107374176.000  -0.003  0.250  -195523.109  0.000  0.000
0.347  -107374176.000  -0.003  0.140  -195523.094  0.000  0.000
0.338  -107374176.000  -0.004  0.065  -195523.078  0.000  0.000
0.352  -107374176.000  -0.003  0.008  -195523.063  0.000  0.000
0.361  -107374176.000  -0.002  -0.027  -195523.047  0.000  0.000
0.338  -107374176.000  -0.003  -0.044  -195523.031  0.000  0.000
0.342  -107374176.000  -0.003  -0.040  -195523.031  0.000  0.000
0.384  -107374176.000  -0.005  -0.019  -195523.031  0.000  0.000
0.323  -107374176.000  -0.003  0.011  -195523.031  0.000  0.000
0.284  -107374176.000  -0.002  0.025  -195523.031  0.000  0.000
0.355  -107374176.000  -0.003  0.021  -195523.031  0.000  0.000
0.334  -107374176.000  -0.004  0.020  -195523.031  0.000  0.000
0.281  -107374176.000  -0.000  0.015  -195523.031  0.000  0.000
0.265  -107374176.000  0.001  0.019  -195523.031  0.000  0.000
0.314  -107374176.000  0.002  0.020  -195523.031  0.000  0.000
0.336  -107374176.000  0.001  0.021  -195523.031  0.000  0.000
0.332  -107374176.000  0.003  0.023  -195523.031  0.000  0.000
0.388  -107374176.000  0.003  0.023  -195523.031  0.000  0.000
0.434  -107374176.000  0.001  0.022  -195523.031  0.000  0.000
0.358  -107374176.000  0.003  0.019  -195523.031  0.000  0.000
0.268  -107374176.000  0.000  0.018  -195523.031  0.000  0.000
0.316  -107374176.000  0.003  0.012  -195523.031  0.000  0.000
0.309  -107374176.000  0.002  -0.001  -195523.031  0.000  0.000
0.225  -107374176.000  -0.001  -0.015  -195523.031  0.000  0.000
0.256  -107374176.000  -0.002  -0.031  -195523.031  0.000  0.000
0.298  -107374176.000  0.001  -0.035  -195523.031  0.000  0.000
0.307  -107374176.000  -0.001  -0.030  -195523.031  0.000  0.000
0.341  -107374176.000  0.000  -0.020  -195523.031  0.000  0.000
0.355  -107374176.000  0.001  -0.013  -195523.031  0.000  0.000
0.451  -107374176.000  -0.000  -0.011  -195523.031  0.000  0.000
0.486  -107374176.000  0.001  -0.009  -195523.031  0.000  0.000
0.432  -107374176.000  0.000  -0.005  -195523.031  0.000  0.000
0.394  -107374176.000  -0.003  -0.000  -195523.031  0.000  0.000
0.361  -107374176.000  -0.001  0.005  -195523.031  0.000  0.000
0.309  -107374176.000  0.001  0.014  -195523.031  0.000  0.000
0.265  -107374176.000  0.004  0.030  -195523.031  0.000  0.000
0.275  -107374176.000  0.003  0.060  -195523.031  0.000  0.000
0.330  -107374176.000  0.001  0.099  -195523.031  0.000  0.000
0.347  -107374176.000  0.002  0.148  -195523.031  0.000  0.000
0.251  -107374176.000  0.003  0.195  -195523.031  0.000  0.000
0.149  -107374176.000  0.006  0.224  -195523.031  0.000  0.000
0.236  -107374176.000  0.004  0.187  -195523.031  0.000  0.000
0.402  -107374176.000  0.001  0.140  -195523.031  0.000  0.000
0.473  -107374176.000  -0.002  0.104  -195523.031  0.000  0.000
0.373  -107374176.000  0.000  0.082  -195523.031  0.000  0.000
0.327  -107374176.000  0.002  0.062  -195523.031  0.000  0.000
0.336  -107374176.000  0.002  0.046  -195523.031  0.000  0.000
0.252  -107374176.000  -0.003  0.030  -195523.031  0.000  0.000
0.157  -107374176.000  -0.002  0.021  -195523.031  0.000  0.000
0.202  -107374176.000  -0.001  0.016  -195523.031  0.000  0.000
0.477  -107374176.000  -0.002  0.011  -195523.031  0.000  0.000
0.611  -107374176.000  -0.001  0.007  -195523.031  0.000  0.000
0.554  -107374176.000  0.000  0.005  -195523.031  0.000  0.000
0.457  -107374176.000  -0.001  0.007  -195523.031  0.000  0.000
0.343  -107374176.000  0.001  0.008  -195523.031  0.000  0.000
0.307  -107374176.000  0.001  0.009  -195523.031  0.000  0.000
0.224  -107374176.000  0.002  0.012  -195523.031  0.000  0.000
0.208  -107374176.000  0.003  0.017  -195523.031  0.000  0.000
0.246  -107374176.000  0.001  0.025  -195523.031  0.000  0.000
0.321  -107374176.000  -0.000  0.029  -195523.031  0.000  0.000
0.399  -107374176.000  0.002  0.027  -195523.031  0.000  0.000
0.413  -107374176.000  0.001  0.022  -195523.031  0.000  0.000
0.304  -107374176.000  0.000  0.021  -195523.031  0.000  0.000
0.222  -107374176.000  0.002  0.019  -195523.031  0.000  0.000
0.178  -107374176.000  0.003  0.013  -195523.031  0.000  0.000
0.246  -107374176.000  0.003  0.012  -195523.031  0.000  0.000
0.350  -107374176.000  0.003  0.012  -195523.031  0.000  0.000
0.448  -107374176.000  -0.001  0.013  -195523.031  0.000  0.000
0.424  -107374176.000  -0.002  0.011  -195523.031  0.000  0.000
0.400  -107374176.000  -0.002  0.008  -195523.031  0.000  0.000
0.383  -107374176.000  -0.002  0.006  -195523.031  0.000  0.000
0.353  -107374176.000  -0.002  -0.093  -195523.031  0.000  0.000
0.372  -107374176.000  0.000  -0.082  -195523.031  0.000  0.000
0.296  -107374176.000  -0.002  -0.065  -195523.031  0.000  0.000
0.334  -107374176.000  -0.002  -0.050  -195523.031  0.000  0.000
0.437  -107374176.000  -0.002  -0.037  -195523.031  0.000  0.000
0.643  -107374176.000  -0.001  -0.029  -195523.031  0.000  0.000
0.379  -107374176.000  -0.005  -0.021  -195523.031  0.000  0.000
0.231  -107374176.000  -0.002  -0.014  -195523.031  0.000  0.000
0.399  -107374176.000  -0.002  -0.009  -195523.031  0.000  0.000
0.441  -107374176.000  -0.004  -0.001  -195523.031  0.000  0.000
0.323  -107374176.000  -0.006  0.013  -195523.031  0.000  0.000
0.312  -107374176.000  -0.004  0.015  -195523.031  0.000  0.000
0.393  -107374176.000  -0.004  0.018  -195523.031  0.000  0.000
0.291  -107374176.000  -0.001  0.017  -195523.031  0.000  0.000
0.096  -107374176.000  -0.002  0.016  -195523.031  0.000  0.000
0.230  -107374176.000  -0.002  0.011  -195523.031  0.000  0.000
0.339  -107374176.000  -0.002  0.006  -195523.031  0.000  0.000
0.284  -107374176.000  0.001  0.002  -195523.031  0.000  0.000
0.287  -107374176.000  -0.000  0.000  -195523.031  0.000  0.000
0.367  -107374176.000  -0.001  0.000  -195523.031  0.000  0.000
0.411  -107374176.000  -0.001  0.003  -195523.031  0.000  0.000
0.517  -107374176.000  -0.003  0.005  -195523.031  0.000  0.000
0.609  -107374176.000  -0.003  0.006  -195523.031  0.000  0.000
0.620  -107374176.000  -0.004  0.001  -195523.031  0.000  0.000
0.540  -107374176.000  -0.005  -0.001  -195523.031  0.000  0.000
0.476  -107374176.000  -0.003  -0.002  -195523.031  0.000  0.000
0.395  -107374176.000  -0.006  -0.004  -195523.031  0.000  0.000
0.330  -107374176.000  -0.005  -0.003  -195523.031  0.000  0.000
0.298  -107374176.000  -0.006  0.000  -195523.031  0.000  0.000
0.295  -107374176.000  -0.004  0.002  -195523.031  0.000  0.000
0.313  -107374176.000  -0.005  0.010  -195523.031  0.000  0.000
0.178  -107374176.000  -0.009  0.014  -195523.031  0.000  0.000
0.245  -107374176.000  -0.007  0.012  -195523.031  0.000  0.000
0.202  -107374176.000  -0.005  0.016  -195523.031  0.000  0.000
0.164  -107374176.000  -0.001  0.016  -195523.031  0.000  0.000
0.159  -107374176.000  -0.003  0.012  -195523.031  0.000  0.000
0.223  -107374176.000  -0.000  0.013  -195523.031  0.000  0.000
0.129  -107374176.000  -0.002  0.012  -195523.031  0.000  0.000
0.223  -107374176.000  -0.001  0.006  -195523.031  0.000  0.000
0.315  -107374176.000  0.000  -0.003  -195523.031  0.000  0.000
0.416  -107374176.000  0.005  -0.007  -195523.031  0.000  0.000
0.405  -107374176.000  0.003  -0.010  -195523.031  0.000  0.000
0.436  -107374176.000  0.000  -0.012  -195523.031  0.000  0.000
0.446  -107374176.000  -0.002  -0.010  -195523.031  0.000  0.000
0.443  -107374176.000  -0.003  -0.007  -195523.031  0.000  0.000
0.509  -107374176.000  -0.005  -0.002  -195523.031  0.000  0.000
0.554  -107374176.000  -0.005  -0.002  -195523.031  0.000  0.000
0.564  -107374176.000  -0.006  -0.005  -195523.031  0.000  0.000
0.610  -107374176.000  -0.005  -0.004  -195523.031  0.000  0.000
0.504  -107374176.000  -0.005  -0.005  -195523.031  0.000  0.000
0.316  -107374176.000  -0.004  -0.009  -195523.031  0.000  0.000
0.034  -107374176.000  -0.005  -0.009  -195523.031  0.000  0.000
-0.085  -107374176.000  -0.003  -0.012  -195523.031  0.000  0.000
-0.056  -107374176.000  -0.001  -0.013  -195523.031  0.000  0.000
0.071  -107374176.000  0.003  -0.014  -195523.031  0.000  0.000
0.097  -107374176.000  0.001  -0.014  -195523.031  0.000  0.000
0.143  -107374176.000  0.003  -0.012  -195523.031  0.000  0.000
0.135  -107374176.000  0.004  -0.014  -195523.031  0.000  0.000
0.247  -107374176.000  0.003  -0.015  -195510.813  0.000  0.000
0.380  -107374176.000  0.006  -0.016  -195494.438  0.000  0.000
0.478  -107374176.000  0.002  -0.015  -195476.516  0.000  0.000
0.513  -107374176.000  0.001  -0.016  -195460.453  0.000  0.000
0.508  -107374176.000  0.001  -0.017  -195447.875  0.000  0.000
0.553  -107374176.000  -0.001  -0.017  -195435.578  0.000  0.000
0.525  -107374176.000  -0.001  -0.021  -195427.156  0.000  0.000
0.447  -107374176.000  -0.003  -0.019  -195424.297  0.000  0.000
0.434  -107374176.000  -0.005  -0.019  -195422.641  0.000  0.000
0.405  -107374176.000  -0.005  -0.020  -195422.734  0.000  0.000
0.348  -107374176.000  -0.006  -0.022  -195425.672  0.000  0.000
0.278  -107374176.000  -0.010  -0.025  -195431.453  0.000  0.000
0.234  -107374176.000  -0.009  -0.025  -195438.266  0.000  0.000
0.106  -107374176.000  -0.006  -0.023  -195450.047  0.000  0.000
0.051  -107374176.000  -0.006  -0.018  -195462.188  0.000  0.000
0.112  -107374176.000  -0.001  -0.016  -195468.859  0.000  0.000
0.183  -107374176.000  0.003  -0.013  -195470.688  0.000  0.000
0.191  -107374176.000  0.003  -0.014  -195471.719  0.000  0.000
0.216  -107374176.000  0.006  -0.012  -195471.313  0.000  0.000
0.302  -107374176.000  0.007  -0.012  -195466.734  0.000  0.000
0.348  -107374176.000  0.007  -0.009  -195460.797  0.000  0.000
0.350  -107374176.000  0.007  -0.008  -195455.953  0.000  0.000
0.429  -107374176.000  0.004  -0.009  -195448.188  0.000  0.000
0.481  -107374176.000  0.003  -0.008  -195439.406  0.000  0.000
0.448  -107374176.000  0.002  -0.007  -195434.047  0.000  0.000
0.504  -107374176.000  0.000  -0.005  -195427.000  0.000  0.000
0.521  -107374176.000  0.000  -0.011  -195420.484  0.000  0.000
0.484  -107374176.000  -0.000  -0.012  -195417.125  0.000  0.000
0.321  -107374176.000  -0.006  -0.013  -195422.484  0.000  0.000
0.270  -107374176.000  -0.007  -0.014  -195429.297  0.000  0.000
0.356  -107374176.000  -0.005  -0.007  -195430.500  0.000  0.000
0.326  -107374176.000  0.000  -0.009  -195432.969  0.000  0.000
0.227  -107374176.000  0.001  -0.010  -195439.828  0.000  0.000
0.210  -107374176.000  -0.000  -0.009  -195446.156  0.000  0.000
0.267  -107374176.000  -0.000  -0.009  -195448.391  0.000  0.000
0.276  -107374176.000  -0.000  -0.008  -195449.734  0.000  0.000
0.301  -107374176.000  0.002  -0.012  -195449.547  0.000  0.000
0.347  -107374176.000  -0.002  -0.013  -195447.109  0.000  0.000
0.349  -107374176.000  0.000  -0.012  -195445.078  0.000  0.000
0.312  -107374176.000  0.004  -0.013  -195445.297  0.000  0.000
0.306  -107374176.000  0.004  -0.014  -195445.781  0.000  0.000
0.311  -107374176.000  0.001  -0.013  -195445.891  0.000  0.000
0.364  -107374176.000  0.001  -0.017  -195443.375  0.000  0.000
0.360  -107374176.000  0.004  -0.018  -195441.531  0.000  0.000
0.387  -107374176.000  0.004  -0.013  -195438.750  0.000  0.000
0.453  -107374176.000  -0.002  -0.008  -195433.266  0.000  0.000
0.448  -107374176.000  -0.002  -0.005  -195429.109  0.000  0.000
0.464  -107374176.000  -0.005  -0.005  -195425.000  0.000  0.000
0.446  -107374176.000  -0.003  -0.013  -195422.609  0.000  0.000
0.356  -107374176.000  -0.001  -0.015  -195425.172  0.000  0.000
0.227  -107374176.000  -0.003  -0.019  -195433.594  0.000  0.000
0.238  -107374176.000  -0.003  -0.027  -195439.781  0.000  0.000
0.208  -107374176.000  -0.002  -0.032  -195446.219  0.000  0.000
0.187  -107374176.000  -0.004  -0.030  -195452.391  0.000  0.000
0.291  -107374176.000  -0.001  -0.021  -195452.172  0.000  0.000
0.410  -107374176.000  -0.000  -0.012  -195446.125  0.000  0.000
0.351  -107374176.000  0.001  -0.012  -195444.188  0.000  0.000
0.274  -107374176.000  0.002  -0.008  -195446.469  0.000  0.000
0.338  -107374176.000  -0.001  -0.005  -195445.094  0.000  0.000
0.411  -107374176.000  0.001  -0.004  -195440.422  0.000  0.000
0.391  -107374176.000  0.001  -0.003  -195437.656  0.000  0.000
0.231  -107374176.000  0.001  -0.005  -195443.359  0.000  0.000
0.193  -107374176.000  -0.000  -0.004  -195449.813  0.000  0.000
0.412  -107374176.000  0.002  -0.004  -195444.125  0.000  0.000
0.519  -107374176.000  0.000  -0.003  -195434.297  0.000  0.000
0.365  -107374176.000  -0.002  -0.007  -195434.078  0.000  0.000
0.291  -107374176.000  -0.004  -0.008  -195437.516  0.000  0.000
0.350  -107374176.000  -0.000  -0.078  -195437.359  0.000  0.000
0.302  -107374176.000  0.000  -0.060  -195439.625  0.000  0.000
