acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
0.459  -107374176.000  0.000  -0.004  -195412.938  0.000  0.000
0.511  -107374176.000  -0.003  -0.001  -195409.781  0.000  0.000
0.511  -107374176.000  -0.003  -0.001  -195409.781  0.000  0.000
0.505  -107374176.000  -0.003  -0.002  -195407.531  0.000  0.000
0.505  -107374176.000  -0.003  -0.002  -195407.531  0.000  0.000
0.483  -107374176.000  -0.004  -0.002  -195406.844  0.000  0.000
0.468  -107374176.000  -0.006  -0.002  -195407.031  0.000  0.000
0.468  -107374176.000  -0.002  -0.000  -195407.188  0.000  0.000
0.449  -107374176.000  -0.000  -0.002  -195408.250  0.000  0.000
0.465  -107374176.000  -0.000  -0.004  -195408.281  0.000  0.000
0.486  -107374176.000  -0.000  -0.003  -195407.281  0.000  0.000
0.490  -107374176.000  -0.001  -0.005  -195406.281  0.000  0.000
0.521  -107374176.000  -0.004  -0.006  -195403.922  0.000  0.000
0.492  -107374176.000  -0.006  -0.009  -195403.484  0.000  0.000
0.465  -107374176.000  -0.006  -0.009  -195404.500  0.000  0.000
0.465  -107374176.000  -0.006  -0.009  -195404.500  0.000  0.000
0.416  -107374176.000  -0.006  -0.009  -195407.719  0.000  0.000
0.416  -107374176.000  -0.006  -0.009  -195407.719  0.000  0.000
0.394  -107374176.000  -0.005  -0.007  -195411.359  0.000  0.000
0.394  -107374176.000  -0.005  -0.007  -195411.359  0.000  0.000
0.350  -107374176.000  -0.005  -0.006  -195416.469  0.000  0.000
0.320  -107374176.000  -0.005  -0.009  -195422.016  0.000  0.000
0.320  -107374176.000  -0.005  -0.009  -195422.016  0.000  0.000
0.331  -107374176.000  -0.004  -0.011  -195425.938  0.000  0.000
0.331  -107374176.000  -0.004  -0.011  -195425.938  0.000  0.000
0.338  -107374176.000  -0.002  -0.008  -195428.734  0.000  0.000
0.338  -107374176.000  -0.002  -0.008  -195428.734  0.000  0.000
0.382  -107374176.000  0.001  -0.005  -195428.781  0.000  0.000
0.382  -107374176.000  0.001  -0.005  -195428.781  0.000  0.000
0.392  -107374176.000  0.001  -0.001  -195428.313  0.000  0.000
0.392  -107374176.000  0.001  -0.001  -195428.313  0.000  0.000
0.418  -107374176.000  0.001  -0.003  -195426.672  0.000  0.000
0.435  -107374176.000  0.000  -0.003  -195424.516  0.000  0.000
0.446  -107374176.000  0.001  -0.003  -195422.219  0.000  0.000
0.446  -107374176.000  0.001  -0.003  -195422.219  0.000  0.000
0.472  -107374176.000  -0.004  0.001  -195419.078  0.000  0.000
0.472  -107374176.000  -0.004  0.001  -195419.078  0.000  0.000
0.469  -107374176.000  -0.005  0.003  -195416.734  0.000  0.000
0.469  -107374176.000  -0.005  0.003  -195416.734  0.000  0.000
0.479  -107374176.000  -0.004  0.003  -195414.391  0.000  0.000
0.479  -107374176.000  -0.004  0.003  -195414.391  0.000  0.000
0.455  -107374176.000  -0.006  -0.001  -195413.688  0.000  0.000
0.439  -107374176.000  -0.007  0.000  -195413.906  0.000  0.000
0.468  -107374176.000  -0.009  0.001  -195412.656  0.000  0.000
0.466  -107374176.000  -0.011  0.000  -195411.766  0.000  0.000
0.496  -107374176.000  -0.011  -0.000  -195409.578  0.000  0.000
0.485  -107374176.000  -0.011  -0.002  -195408.375  0.000  0.000
0.440  -107374176.000  -0.011  -0.002  -195409.641  0.000  0.000
0.418  -107374176.000  -0.009  0.001  -195411.719  0.000  0.000
0.346  -107374176.000  -0.011  0.002  -195416.938  0.000  0.000
0.268  -107374176.000  -0.011  0.001  -195425.000  0.000  0.000
0.207  -107374176.000  -0.010  0.000  -195434.422  0.000  0.000
0.157  -107374176.000  -0.006  -0.002  -195444.453  0.000  0.000
0.123  -107374176.000  -0.003  -0.002  -195454.141  0.000  0.000
0.123  -107374176.000  -0.003  -0.002  -195454.141  0.000  0.000
0.131  -107374176.000  -0.003  0.000  -195461.500  0.000  0.000
0.131  -107374176.000  -0.003  0.000  -195461.500  0.000  0.000
0.175  -107374176.000  0.000  0.001  -195465.188  0.000  0.000
-0.118  -107374176.000  0.002  0.001  -195482.625  0.000  0.000
-0.118  -107374176.000  0.002  0.001  -195482.625  0.000  0.000
0.167  -107374176.000  0.001  0.001  -195482.469  0.000  0.000
0.167  -107374176.000  0.001  0.001  -195482.469  0.000  0.000
0.167  -107374176.000  0.001  0.001  -195482.469  0.000  0.000
0.826  -107374176.000  0.001  -0.001  -195449.766  0.000  0.000
0.826  -107374176.000  0.001  -0.001  -195449.766  0.000  0.000
0.384  -107374176.000  0.003  -0.002  -195445.484  0.000  0.000
0.090  -107374176.000  0.003  -0.002  -195456.609  0.000  0.000
-0.087  -107374176.000  0.004  -0.002  -195474.234  0.000  0.000
-0.087  -107374176.000  0.004  -0.002  -195474.234  0.000  0.000
-0.899  -107374176.000  0.002  -0.000  -195528.516  0.000  0.000
-0.899  -107374176.000  0.002  -0.000  -195528.516  0.000  0.000
-6.039  -107374176.000  -0.044  0.001  -195826.203  0.000  0.000
-6.039  -107374176.000  -0.044  0.001  -195826.203  0.000  0.000
1.168  -107374176.000  0.020  -0.001  -195707.531  0.000  0.000
1.168  -107374176.000  0.020  -0.001  -195707.531  0.000  0.000
4.819  -107374176.000  0.014  -0.003  -195432.031  0.000  0.000
7.251  -107374176.000  0.010  -0.005  -195091.547  0.000  0.000
7.251  -107374176.000  0.010  -0.005  -195091.547  0.000  0.000
3.331  -107374176.000  -0.001  -0.004  -195013.391  0.000  0.000
3.331  -107374176.000  -0.001  -0.004  -195013.391  0.000  0.000
1.886  -107374176.000  0.001  0.000  -195022.438  0.000  0.000
1.697  -107374176.000  0.000  0.002  -195039.031  0.000  0.000
1.021  -107374176.000  -0.007  0.002  -195085.719  0.000  0.000
0.736  -107374176.000  -0.005  -0.000  -195137.109  0.000  0.000
0.882  -107374176.000  -0.003  -0.003  -195170.984  0.000  0.000
0.911  -107374176.000  0.004  -0.002  -195196.594  0.000  0.000
0.598  -107374176.000  0.006  -0.001  -195232.578  0.000  0.000
0.341  -107374176.000  0.008  -0.002  -195274.031  0.000  0.000
0.365  -107374176.000  0.009  -0.000  -195305.984  0.000  0.000
0.401  -107374176.000  0.009  -0.002  -195329.734  0.000  0.000
0.401  -107374176.000  0.009  -0.002  -195329.734  0.000  0.000
0.287  -107374176.000  0.006  -0.004  -195354.375  0.000  0.000
0.287  -107374176.000  0.006  -0.004  -195354.375  0.000  0.000
0.239  -107374176.000  0.002  -0.005  -195376.406  0.000  0.000
0.239  -107374176.000  0.002  -0.005  -195376.406  0.000  0.000
0.130  -107374176.000  0.001  -0.006  -195399.422  0.000  0.000
0.130  -107374176.000  0.001  -0.006  -195399.422  0.000  0.000
0.281  -107374176.000  -0.004  -0.003  -195410.328  0.000  0.000
0.382  -107374176.000  -0.007  -0.004  -195414.063  0.000  0.000
0.410  -107374176.000  -0.012  -0.005  -195415.672  0.000  0.000
0.358  -107374176.000  -0.011  -0.004  -195419.516  0.000  0.000
0.209  -107374176.000  -0.008  -0.006  -195429.969  0.000  0.000
-0.125  -107374176.000  -0.003  -0.006  -195454.844  0.000  0.000
0.219  -107374176.000  -0.008  -0.004  -195457.703  0.000  0.000
0.133  -107374176.000  -0.011  -0.007  -195464.234  0.000  0.000
0.245  -107374176.000  -0.007  -0.002  -195463.906  0.000  0.000
0.245  -107374176.000  -0.007  -0.002  -195463.906  0.000  0.000
0.760  -107374176.000  -0.003  -0.003  -195438.156  0.000  0.000
0.760  -107374176.000  -0.003  -0.003  -195438.156  0.000  0.000
0.906  -107374176.000  -0.009  -0.004  -195410.344  0.000  0.000
0.906  -107374176.000  -0.009  -0.004  -195410.344  0.000  0.000
0.415  -107374176.000  -0.010  -0.003  -195412.453  0.000  0.000
0.415  -107374176.000  -0.010  -0.003  -195412.453  0.000  0.000
0.610  -107374176.000  0.000  -0.000  -195404.469  0.000  0.000
0.526  -107374176.000  0.002  -0.002  -195402.234  0.000  0.000
0.038  -107374176.000  0.002  -0.006  -195424.641  0.000  0.000
0.173  -107374176.000  0.006  -0.003  -195435.859  0.000  0.000
0.361  -107374176.000  0.010  -0.000  -195435.516  0.000  0.000
-0.012  -107374176.000  0.007  0.000  -195453.703  0.000  0.000
-0.057  -107374176.000  0.007  0.001  -195470.438  0.000  0.000
-0.086  -107374176.000  0.008  0.001  -195485.266  0.000  0.000
0.942  -107374176.000  0.008  0.003  -195446.250  0.000  0.000
0.715  -107374176.000  0.004  0.005  -195426.281  0.000  0.000
0.715  -107374176.000  0.004  0.005  -195426.281  0.000  0.000
0.565  -107374176.000  0.009  0.001  -195417.750  0.000  0.000
0.565  -107374176.000  0.009  0.001  -195417.750  0.000  0.000
0.565  -107374176.000  0.009  0.001  -195417.750  0.000  0.000
0.513  -107374176.000  0.006  -0.002  -195413.500  0.000  0.000
0.479  -107374176.000  0.003  -0.001  -195411.813  0.000  0.000
0.553  -107374176.000  0.001  0.003  -195406.766  0.000  0.000
0.553  -107374176.000  0.001  0.003  -195406.766  0.000  0.000
0.241  -107374176.000  -0.000  -0.001  -195418.188  0.000  0.000
0.241  -107374176.000  -0.000  -0.001  -195418.188  0.000  0.000
0.199  -107374176.000  0.000  -0.003  -195429.375  0.000  0.000
0.199  -107374176.000  0.000  -0.003  -195429.375  0.000  0.000
0.514  -107374176.000  -0.004  -0.004  -195422.766  0.000  0.000
0.514  -107374176.000  -0.004  -0.004  -195422.766  0.000  0.000
0.359  -107374176.000  -0.011  -0.004  -195425.141  0.000  0.000
0.256  -107374176.000  -0.016  -0.006  -195432.141  0.000  0.000
0.109  -107374176.000  -0.025  -0.003  -195444.984  0.000  0.000
0.109  -107374176.000  -0.025  -0.003  -195444.984  0.000  0.000
-0.424  -107374176.000  -0.027  -0.003  -195481.625  0.000  0.000
-0.424  -107374176.000  -0.027  -0.003  -195481.625  0.000  0.000
-0.148  -107374176.000  -0.035  -0.002  -195497.281  0.000  0.000
-0.148  -107374176.000  -0.035  -0.002  -195497.281  0.000  0.000
0.578  -107374176.000  -0.032  -0.003  -195473.859  0.000  0.000
0.578  -107374176.000  -0.032  -0.003  -195473.859  0.000  0.000
0.501  -107374176.000  -0.029  -0.001  -195458.953  0.000  0.000
0.449  -107374176.000  -0.027  -0.002  -195449.578  0.000  0.000
0.449  -107374176.000  -0.027  -0.002  -195449.578  0.000  0.000
0.481  -107374176.000  -0.024  0.001  -195440.531  0.000  0.000
0.964  -107374176.000  -0.035  -0.005  -195409.422  0.000  0.000
0.251  -107374176.000  -0.039  -0.003  -195419.813  0.000  0.000
0.146  -107374176.000  -0.038  -0.005  -195433.313  0.000  0.000
0.083  -107374176.000  -0.032  -0.003  -195447.219  0.000  0.000
0.357  -107374176.000  -0.033  -0.003  -195444.797  0.000  0.000
0.105  -107374176.000  -0.030  -0.004  -195455.297  0.000  0.000
0.177  -107374176.000  -0.024  -0.005  -195460.125  0.000  0.000
0.399  -107374176.000  -0.023  -0.006  -195452.984  0.000  0.000
0.399  -107374176.000  -0.023  -0.006  -195452.984  0.000  0.000
0.491  -107374176.000  -0.019  -0.005  -195442.766  0.000  0.000
0.491  -107374176.000  -0.019  -0.005  -195442.766  0.000  0.000
0.473  -107374176.000  -0.014  -0.004  -195435.500  0.000  0.000
0.461  -107374176.000  -0.011  -0.003  -195430.281  0.000  0.000
0.572  -107374176.000  -0.004  -0.003  -195420.578  0.000  0.000
0.572  -107374176.000  -0.004  -0.003  -195420.578  0.000  0.000
0.572  -107374176.000  -0.004  -0.003  -195420.578  0.000  0.000
0.609  -107374176.000  -0.003  -0.002  -195411.016  0.000  0.000
0.503  -107374176.000  -0.007  -0.001  -195408.609  0.000  0.000
0.503  -107374176.000  -0.007  -0.001  -195408.609  0.000  0.000
0.431  -107374176.000  -0.012  -0.000  -195410.250  0.000  0.000
0.431  -107374176.000  -0.012  -0.000  -195410.250  0.000  0.000
0.374  -107374176.000  -0.018  -0.001  -195414.406  0.000  0.000
0.336  -107374176.000  -0.023  -0.004  -195419.609  0.000  0.000
0.336  -107374176.000  -0.023  -0.004  -195419.609  0.000  0.000
0.171  -107374176.000  -0.020  -0.004  -195431.922  0.000  0.000
0.171  -107374176.000  -0.020  -0.004  -195431.922  0.000  0.000
-0.209  -107374176.000  -0.014  -0.005  -195460.547  0.000  0.000
-0.209  -107374176.000  -0.014  -0.005  -195460.547  0.000  0.000
-0.070  -107374176.000  -0.008  -0.006  -195476.547  0.000  0.000
-0.070  -107374176.000  -0.008  -0.006  -195476.547  0.000  0.000
0.101  -107374176.000  -0.002  -0.004  -195480.859  0.000  0.000
0.101  -107374176.000  -0.002  -0.004  -195480.859  0.000  0.000
0.169  -107374176.000  0.007  -0.003  -195480.938  0.000  0.000
0.215  -107374176.000  0.013  -0.000  -195478.750  0.000  0.000
0.674  -107374176.000  0.020  -0.002  -195454.266  0.000  0.000
0.674  -107374176.000  0.020  -0.002  -195454.266  0.000  0.000
0.838  -107374176.000  0.022  0.001  -195426.578  0.000  0.000
0.462  -107374176.000  0.022  0.001  -195423.063  0.000  0.000
-0.148  -107374176.000  0.017  -0.002  -195450.438  0.000  0.000
-0.371  -107374176.000  0.018  -0.003  -195483.359  0.000  0.000
-0.400  -107374176.000  0.021  -0.001  -195511.094  0.000  0.000
-0.098  -107374176.000  0.022  -0.001  -195518.359  0.000  0.000
-0.032  -107374176.000  0.026  -0.001  -195520.906  0.000  0.000
-0.109  -107374176.000  0.025  -0.001  -195526.734  0.000  0.000
-0.109  -107374176.000  0.025  -0.001  -195526.734  0.000  0.000
0.304  -107374176.000  0.035  -0.000  -195510.969  0.000  0.000
0.578  -107374176.000  0.043  -0.006  -195484.766  0.000  0.000
0.578  -107374176.000  0.043  -0.006  -195484.766  0.000  0.000
0.719  -107374176.000  0.035  -0.004  -195456.875  0.000  0.000
0.719  -107374176.000  0.035  -0.004  -195456.875  0.000  0.000
0.577  -107374176.000  0.024  -0.004  -195441.609  0.000  0.000
0.577  -107374176.000  0.024  -0.004  -195441.609  0.000  0.000
0.776  -107374176.000  0.019  -0.004  -195419.563  0.000  0.000
0.776  -107374176.000  0.019  -0.004  -195419.563  0.000  0.000
0.780  -107374176.000  0.004  -0.003  -195401.734  0.000  0.000
0.780  -107374176.000  0.004  -0.003  -195401.734  0.000  0.000
0.781  -107374176.000  -0.012  -0.002  -195387.438  0.000  0.000
0.782  -107374176.000  -0.023  -0.004  -195375.969  0.000  0.000
0.680  -107374176.000  -0.028  -0.001  -195371.875  0.000  0.000
0.680  -107374176.000  -0.028  -0.001  -195371.875  0.000  0.000
0.537  -107374176.000  -0.037  0.002  -195375.641  0.000  0.000
0.537  -107374176.000  -0.037  0.002  -195375.641  0.000  0.000
0.525  -107374176.000  -0.038  0.001  -195379.281  0.000  0.000
0.525  -107374176.000  -0.038  0.001  -195379.281  0.000  0.000
0.395  -107374176.000  -0.044  -0.000  -195388.609  0.000  0.000
0.395  -107374176.000  -0.044  -0.000  -195388.609  0.000  0.000
0.409  -107374176.000  -0.052  -0.002  -195395.375  0.000  0.000
0.409  -107374176.000  -0.052  -0.002  -195395.375  0.000  0.000
0.347  -107374176.000  -0.057  0.001  -195403.844  0.000  0.000
0.306  -107374176.000  -0.060  0.002  -195412.656  0.000  0.000
0.306  -107374176.000  -0.060  0.002  -195412.656  0.000  0.000
0.386  -107374176.000  -0.070  0.003  -195415.703  0.000  0.000
0.386  -107374176.000  -0.070  0.003  -195415.703  0.000  0.000
1.044  -107374176.000  -0.083  -0.004  -195385.578  0.000  0.000
1.044  -107374176.000  -0.083  -0.004  -195385.578  0.000  0.000
1.402  -107374176.000  -0.099  -0.008  -195343.813  0.000  0.000
0.896  -107374176.000  -0.119  -0.007  -195335.453  0.000  0.000
0.367  -107374176.000  -0.131  -0.005  -195354.969  0.000  0.000
0.000  -107374176.000  -0.145  -0.004  -195388.703  0.000  0.000
-0.135  -107374176.000  -0.153  -0.007  -195422.344  0.000  0.000
0.116  -107374176.000  -0.160  -0.004  -195436.813  0.000  0.000
0.294  -107374176.000  -0.167  -0.003  -195439.578  0.000  0.000
0.344  -107374176.000  -0.166  -0.004  -195439.328  0.000  0.000
0.377  -107374176.000  -0.166  -0.003  -195437.484  0.000  0.000
0.000  -107374176.000  -0.168  -0.004  -195454.641  0.000  0.000
0.000  -107374176.000  -0.168  -0.004  -195454.641  0.000  0.000
0.042  -107374176.000  -0.162  -0.003  -195466.297  0.000  0.000
0.042  -107374176.000  -0.162  -0.003  -195466.297  0.000  0.000
0.064  -107374176.000  -0.159  -0.002  -195474.516  0.000  0.000
0.064  -107374176.000  -0.159  -0.002  -195474.516  0.000  0.000
-0.377  -107374176.000  -0.163  0.001  -195502.906  0.000  0.000
-0.377  -107374176.000  -0.163  0.001  -195502.906  0.000  0.000
-0.804  -107374176.000  -0.157  0.003  -195546.734  0.000  0.000
-1.089  -107374176.000  -0.153  0.001  -195595.828  0.000  0.000
-1.089  -107374176.000  -0.153  0.001  -195595.828  0.000  0.000
-1.191  -107374176.000  -0.143  -0.002  -195640.141  0.000  0.000
-1.191  -107374176.000  -0.143  -0.002  -195640.141  0.000  0.000
-0.940  -107374176.000  -0.140  -0.002  -195663.141  0.000  0.000
-0.940  -107374176.000  -0.140  -0.002  -195663.141  0.000  0.000
-0.624  -107374176.000  -0.140  -0.002  -195665.875  0.000  0.000
-0.624  -107374176.000  -0.140  -0.002  -195665.875  0.000  0.000
-0.419  -107374176.000  -0.146  -0.003  -195657.922  0.000  0.000
-0.419  -107374176.000  -0.146  -0.003  -195657.922  0.000  0.000
0.046  -107374176.000  -0.150  -0.001  -195628.563  0.000  0.000
0.355  -107374176.000  -0.153  -0.003  -195589.781  0.000  0.000
0.399  -107374176.000  -0.158  -0.004  -195556.641  0.000  0.000
0.399  -107374176.000  -0.158  -0.004  -195556.641  0.000  0.000
-0.211  -107374176.000  -0.152  -0.005  -195560.313  0.000  0.000
-0.211  -107374176.000  -0.152  -0.005  -195560.313  0.000  0.000
-0.902  -107374176.000  -0.137  -0.006  -195597.469  0.000  0.000
-0.902  -107374176.000  -0.137  -0.006  -195597.469  0.000  0.000
-1.330  -107374176.000  -0.126  -0.005  -195648.313  0.000  0.000
-1.330  -107374176.000  -0.126  -0.005  -195648.313  0.000  0.000
-1.428  -107374176.000  -0.114  -0.004  -195693.797  0.000  0.000
-1.316  -107374176.000  -0.098  -0.004  -195724.609  0.000  0.000
-1.081  -107374176.000  -0.082  -0.003  -195737.594  0.000  0.000
-0.945  -107374176.000  -0.062  -0.002  -195741.266  0.000  0.000
-1.050  -107374176.000  -0.039  -0.001  -195749.391  0.000  0.000
-1.404  -107374176.000  -0.032  -0.000  -195773.391  0.000  0.000
-1.583  -107374176.000  -0.031  -0.000  -195801.406  0.000  0.000
-1.507  -107374176.000  -0.040  -0.000  -195820.047  0.000  0.000
-1.457  -107374176.000  -0.046  -0.002  -195832.453  0.000  0.000
-1.322  -107374176.000  -0.058  -0.004  -195835.719  0.000  0.000
-1.322  -107374176.000  -0.058  -0.004  -195835.719  0.000  0.000
-0.896  -107374176.000  -0.074  -0.005  -195817.234  0.000  0.000
-0.896  -107374176.000  -0.074  -0.005  -195817.234  0.000  0.000
-0.387  -107374176.000  -0.078  -0.004  -195777.266  0.000  0.000
-0.387  -107374176.000  -0.078  -0.004  -195777.266  0.000  0.000
-0.134  -107374176.000  -0.076  -0.006  -195732.797  0.000  0.000
0.035  -107374176.000  -0.075  -0.001  -195688.922  0.000  0.000
0.035  -107374176.000  -0.075  -0.001  -195688.922  0.000  0.000
-0.171  -107374176.000  -0.067  -0.002  -195664.078  0.000  0.000
-0.171  -107374176.000  -0.067  -0.002  -195664.078  0.000  0.000
-0.644  -107374176.000  -0.058  0.000  -195667.594  0.000  0.000
-1.184  -107374176.000  -0.039  0.002  -195697.109  0.000  0.000
-1.184  -107374176.000  -0.039  0.002  -195697.109  0.000  0.000
-1.521  -107374176.000  -0.021  0.001  -195737.391  0.000  0.000
-1.521  -107374176.000  -0.021  0.001  -195737.391  0.000  0.000
-1.521  -107374176.000  -0.021  0.001  -195737.391  0.000  0.000
-1.635  -107374176.000  -0.005  -0.002  -195775.234  0.000  0.000
-1.711  -107374176.000  0.006  -0.000  -195809.234  0.000  0.000
-1.597  -107374176.000  0.020  -0.001  -195830.750  0.000  0.000
-1.597  -107374176.000  0.020  -0.001  -195830.750  0.000  0.000
-1.602  -107374176.000  0.035  -0.000  -195848.219  0.000  0.000
-1.602  -107374176.000  0.035  -0.000  -195848.219  0.000  0.000
-1.824  -107374176.000  0.058  0.000  -195873.172  0.000  0.000
-1.824  -107374176.000  0.058  0.000  -195873.172  0.000  0.000
-1.754  -107374176.000  0.083  -0.004  -195889.625  0.000  0.000
-1.754  -107374176.000  0.083  -0.004  -195889.625  0.000  0.000
-1.601  -107374176.000  0.100  -0.005  -195895.219  0.000  0.000
-1.499  -107374176.000  0.112  -0.003  -195894.641  0.000  0.000
-1.477  -107374176.000  0.117  -0.003  -195893.063  0.000  0.000
-1.260  -107374176.000  0.122  -0.004  -195881.094  0.000  0.000
-0.957  -107374176.000  0.121  -0.004  -195856.516  0.000  0.000
-0.690  -107374176.000  0.122  0.001  -195823.656  0.000  0.000
-0.461  -107374176.000  0.121  0.000  -195786.094  0.000  0.000
-0.223  -107374176.000  0.123  -0.003  -195744.266  0.000  0.000
0.154  -107374176.000  0.124  -0.002  -195692.188  0.000  0.000
0.402  -107374176.000  0.123  -0.002  -195638.297  0.000  0.000
0.402  -107374176.000  0.123  -0.002  -195638.297  0.000  0.000
0.178  -107374176.000  0.119  -0.001  -195606.328  0.000  0.000
0.178  -107374176.000  0.119  -0.001  -195606.328  0.000  0.000
0.178  -107374176.000  0.119  -0.001  -195606.328  0.000  0.000
-0.219  -107374176.000  0.112  -0.002  -195600.438  0.000  0.000
-0.483  -107374176.000  0.108  -0.006  -195608.813  0.000  0.000
-0.689  -107374176.000  0.108  -0.005  -195625.656  0.000  0.000
-0.689  -107374176.000  0.108  -0.005  -195625.656  0.000  0.000
-0.737  -107374176.000  0.113  -0.006  -195641.484  0.000  0.000
-0.737  -107374176.000  0.113  -0.006  -195641.484  0.000  0.000
-1.010  -107374176.000  0.117  -0.004  -195667.656  0.000  0.000
-1.010  -107374176.000  0.117  -0.004  -195667.656  0.000  0.000
-0.793  -107374176.000  0.126  -0.004  -195677.859  0.000  0.000
-0.793  -107374176.000  0.126  -0.004  -195677.859  0.000  0.000
-0.432  -107374176.000  0.121  -0.002  -195668.156  0.000  0.000
-0.432  -107374176.000  0.121  -0.002  -195668.156  0.000  0.000
-0.106  -107374176.000  0.121  -0.004  -195644.266  0.000  0.000
0.111  -107374176.000  0.121  -0.002  -195614.438  0.000  0.000
0.480  -107374176.000  0.117  -0.003  -195572.344  0.000  0.000
0.480  -107374176.000  0.117  -0.003  -195572.344  0.000  0.000
0.480  -107374176.000  0.117  -0.003  -195572.344  0.000  0.000
0.960  -107374176.000  0.114  -0.002  -195514.922  0.000  0.000
0.781  -107374176.000  0.109  -0.002  -195477.922  0.000  0.000
0.781  -107374176.000  0.109  -0.002  -195477.922  0.000  0.000
0.142  -107374176.000  0.102  -0.004  -195479.969  0.000  0.000
0.142  -107374176.000  0.102  -0.004  -195479.969  0.000  0.000
-0.084  -107374176.000  0.086  -0.004  -195492.766  0.000  0.000
-0.234  -107374176.000  0.076  -0.005  -195510.422  0.000  0.000
-0.234  -107374176.000  0.076  -0.005  -195510.422  0.000  0.000
-0.077  -107374176.000  0.066  -0.005  -195516.750  0.000  0.000
0.050  -107374176.000  0.058  -0.003  -195515.547  0.000  0.000
-0.054  -107374176.000  0.055  -0.002  -195519.703  0.000  0.000
-0.042  -107374176.000  0.049  0.003  -195522.453  0.000  0.000
0.061  -107374176.000  0.049  -0.001  -195519.516  0.000  0.000
-0.033  -107374176.000  0.050  0.000  -195521.844  0.000  0.000
-0.148  -107374176.000  0.051  0.001  -195529.375  0.000  0.000
-0.173  -107374176.000  0.047  0.002  -195536.656  0.000  0.000
-0.173  -107374176.000  0.047  0.002  -195536.656  0.000  0.000
-0.105  -107374176.000  0.042  0.001  -195539.094  0.000  0.000
-0.105  -107374176.000  0.042  0.001  -195539.094  0.000  0.000
-0.019  -107374176.000  0.032  0.003  -195536.828  0.000  0.000
0.037  -107374176.000  0.026  0.003  -195532.203  0.000  0.000
-0.385  -107374176.000  0.027  0.004  -195549.422  0.000  0.000
-0.385  -107374176.000  0.027  0.004  -195549.422  0.000  0.000
-0.675  -107374176.000  0.029  0.001  -195577.484  0.000  0.000
-0.675  -107374176.000  0.029  0.001  -195577.484  0.000  0.000
-0.194  -107374176.000  0.029  -0.000  -195576.141  0.000  0.000
-0.194  -107374176.000  0.029  -0.000  -195576.141  0.000  0.000
1.205  -107374176.000  0.030  -0.003  -195505.875  0.000  0.000
1.205  -107374176.000  0.030  -0.003  -195505.875  0.000  0.000
-0.539  -107374176.000  0.019  -0.005  -195535.969  0.000  0.000
-1.700  -107374176.000  0.012  -0.005  -195617.469  0.000  0.000
-1.700  -107374176.000  0.012  -0.005  -195617.469  0.000  0.000
-1.407  -107374176.000  0.010  -0.004  -195668.094  0.000  0.000
-1.407  -107374176.000  0.010  -0.004  -195668.094  0.000  0.000
-0.700  -107374176.000  0.021  -0.003  -195673.578  0.000  0.000
-0.295  -107374176.000  0.017  -0.002  -195657.922  0.000  0.000
-0.295  -107374176.000  0.017  -0.002  -195657.922  0.000  0.000
-0.295  -107374176.000  0.017  -0.002  -195657.922  0.000  0.000
-0.244  -107374176.000  0.022  -0.002  -195642.891  0.000  0.000
-0.244  -107374176.000  0.022  -0.002  -195642.891  0.000  0.000
-0.078  -107374176.000  0.032  -0.005  -195622.688  0.000  0.000
0.032  -107374176.000  0.039  -0.001  -195601.094  0.000  0.000
-0.064  -107374176.000  0.044  0.000  -195588.578  0.000  0.000
-0.064  -107374176.000  0.044  0.000  -195588.578  0.000  0.000
-0.015  -107374176.000  0.048  0.003  -195576.141  0.000  0.000
-0.015  -107374176.000  0.048  0.003  -195576.141  0.000  0.000
0.111  -107374176.000  0.054  0.004  -195559.969  0.000  0.000
0.347  -107374176.000  0.048  0.002  -195535.375  0.000  0.000
0.026  -107374176.000  0.038  0.001  -195531.578  0.000  0.000
-1.048  -107374176.000  0.022  0.000  -195581.703  0.000  0.000
-0.471  -107374176.000  0.025  0.003  -195593.219  0.000  0.000
0.179  -107374176.000  0.017  0.005  -195570.250  0.000  0.000
-0.243  -107374176.000  0.013  0.007  -195572.766  0.000  0.000
0.005  -107374176.000  0.009  0.008  -195562.531  0.000  0.000
0.005  -107374176.000  0.009  0.008  -195562.531  0.000  0.000
0.316  -107374176.000  0.003  0.002  -195538.969  0.000  0.000
0.523  -107374176.000  -0.001  0.002  -195509.891  0.000  0.000
0.523  -107374176.000  -0.001  0.002  -195509.891  0.000  0.000
0.259  -107374176.000  -0.002  -0.002  -195499.719  0.000  0.000
0.259  -107374176.000  -0.002  -0.002  -195499.719  0.000  0.000
0.084  -107374176.000  -0.000  -0.002  -195500.219  0.000  0.000
0.084  -107374176.000  -0.000  -0.002  -195500.219  0.000  0.000
-0.208  -107374176.000  0.001  -0.002  -195515.063  0.000  0.000
-0.208  -107374176.000  0.001  -0.002  -195515.063  0.000  0.000
-0.040  -107374176.000  0.005  -0.003  -195518.625  0.000  0.000
-0.040  -107374176.000  0.005  -0.003  -195518.625  0.000  0.000
0.053  -107374176.000  0.006  -0.004  -195516.859  0.000  0.000
0.116  -107374176.000  0.007  -0.002  -195512.375  0.000  0.000
0.067  -107374176.000  0.006  -0.002  -195511.172  0.000  0.000
0.067  -107374176.000  0.006  -0.002  -195511.172  0.000  0.000
