CAdmittanceControl [2020-12-19-19-35-19]
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  InvDyn[N.m]  AccBsd[N.m]  vel_motor[rad / s]
0.378021  0.000  0.164  -0.020  0.000  -0.000  0.000  24.578
0.379021  0.000  0.164  -0.020  0.000  -0.000  0.000  24.626
0.380021  0.000  0.164  -0.020  0.000  -0.000  0.000  24.668
0.381021  0.000  0.165  -0.020  0.000  -0.000  0.000  24.705
0.387022  0.000  0.165  -0.020  0.000  -0.000  0.000  24.737
0.389022  0.000  0.165  -0.020  0.000  -0.000  0.000  24.765
0.390022  0.000  0.165  -0.020  0.000  -0.000  0.000  24.789
0.391022  0.000  0.165  -0.020  0.000  -0.000  0.000  24.810
0.392022  0.000  0.166  -0.020  0.000  -0.000  0.000  24.828
0.394022  0.000  0.166  -0.020  0.000  -0.000  0.000  24.843
0.395022  0.000  0.166  -0.020  0.000  -0.000  0.000  24.857
0.396022  0.000  0.166  -0.020  0.000  -0.000  0.000  24.869
